Timestamp,Usage EXACT 29479,Gradient EXACT 29479,Temperature EXACT 29479,Weight (kg),w_smooth,consumption (kg),Usage EXACT 29476,Gradient EXACT 29476,Temperature EXACT 29476
2025-11-11 17:11:44,1,0.00,23.61,0.034008,0.034008,0.0,1,0.35,41.09
2025-11-11 17:13:44,1,0.05,23.46,0.034191,0.034191,0.0,1,0.35,39.99
2025-11-11 17:15:44,1,0.18,25.25,0.034305,0.034305,0.0,1,0.35,39.50
2025-11-11 17:17:44,1,0.34,28.81,0.03421,0.03421,0.0,1,0.35,39.38
2025-11-11 17:19:44,1,0.30,33.61,0.033334,0.033687,0.0,1,0.35,39.44
2025-11-11 17:21:44,1,0.41,38.37,0.033687,0.033687,0.0,1,0.35,39.99
2025-11-11 17:23:44,1,0.45,42.29,0.03374,0.03374,0.0,1,0.37,40.50
2025-11-11 17:25:44,1,0.41,45.47,0.03374,0.03374,0.0,1,0.35,40.41
2025-11-11 17:27:44,1,0.49,48.28,0.033841,0.03374,0.0,1,0.35,40.48
2025-11-11 17:29:44,1,0.53,50.59,0.034071,0.034071,0.0,1,0.35,40.60
2025-11-11 17:31:44,1,0.61,52.31,0.034434,0.034434,0.0,1,0.26,40.68
2025-11-11 17:33:44,1,0.65,53.86,0.034434,0.034434,0.0,1,0.27,41.38
2025-11-11 17:35:44,1,0.60,56.20,0.033986,0.033986,0.0,1,0.24,41.97
2025-11-11 17:37:44,1,0.63,58.49,0.033986,0.033986,0.0,1,0.24,42.35
2025-11-11 17:39:44,1,0.65,59.80,0.034734,0.034321,0.0,1,0.24,42.47
2025-11-11 17:41:44,1,0.66,60.43,0.034321,0.034321,0.0,1,0.31,42.62
2025-11-11 17:43:44,1,0.70,60.98,0.034267,0.034267,0.0,1,0.25,42.41
2025-11-11 17:45:44,1,0.61,61.44,0.034267,0.034267,0.0,1,0.29,41.84
2025-11-11 17:47:44,1,0.58,61.07,0.034529,0.034529,0.0,1,0.24,41.28
2025-11-11 17:49:44,1,0.50,61.35,0.03398,0.034529,0.0,1,0.28,40.91
2025-11-11 17:51:44,1,0.50,60.98,0.033974,0.03439,0.0,1,0.31,40.43
2025-11-11 17:53:44,1,0.49,61.26,0.03439,0.03439,0.0,1,0.29,40.23
2025-11-11 17:55:44,1,0.49,60.98,0.034362,0.03439,0.0,1,0.34,40.23
2025-11-11 17:57:44,1,0.56,60.43,0.034648,0.034648,0.0,1,0.45,41.15
2025-11-11 17:59:44,1,0.48,59.54,0.035033,0.035033,0.0,1,0.59,42.97
2025-11-11 18:01:44,1,0.46,58.66,0.035033,0.035033,0.0,1,0.64,44.80
2025-11-11 18:03:44,1,0.37,56.45,0.0348,0.0348,0.0,1,0.65,46.28
2025-11-11 18:05:44,1,0.36,54.04,0.0348,0.0348,0.0,1,0.65,47.63
2025-11-11 18:07:44,1,0.40,52.84,0.034459,0.034459,0.0,1,0.63,49.57
2025-11-11 18:09:44,1,0.48,53.70,0.034358,0.034358,0.0,1,0.58,50.66
2025-11-11 18:11:44,1,0.43,54.57,0.034358,0.034346,0.0,1,0.58,51.18
2025-11-11 18:13:44,1,0.49,54.97,0.034295,0.034358,0.0,1,0.58,51.25
2025-11-11 18:15:44,1,0.44,55.86,0.034607,0.034607,0.0,1,0.51,50.96
2025-11-11 18:17:44,1,0.51,56.53,0.034607,0.034607,0.0,1,0.49,50.58
2025-11-11 18:19:44,1,0.52,56.78,0.034062,0.034387,0.0,1,0.41,50.00
2025-11-11 18:21:44,1,0.45,56.44,0.034062,0.034062,0.0,1,0.45,49.32
2025-11-11 18:23:44,1,0.44,56.53,0.033498,0.033498,0.0,1,0.41,48.64
2025-11-11 18:25:44,1,0.43,55.86,0.033324,0.033324,0.0,1,0.45,47.98
2025-11-11 18:27:44,1,0.43,55.13,0.033179,0.033179,0.0,1,0.40,47.45
2025-11-11 18:29:44,1,0.35,54.49,0.033179,0.033179,0.0,1,0.40,47.10
2025-11-11 18:31:44,1,0.40,53.93,0.033119,0.033179,0.0,1,0.39,46.53
2025-11-11 18:33:44,1,0.34,53.08,0.033378,0.033378,0.0,1,0.49,46.75
2025-11-11 18:35:44,1,0.38,52.16,0.033378,0.033378,0.0,1,0.59,47.51
2025-11-11 18:37:44,1,0.25,49.93,0.032501,0.032501,0.0,1,0.56,48.12
2025-11-11 18:39:44,1,0.25,47.27,0.03189,0.03189,0.0,1,0.63,48.66
2025-11-11 18:41:44,1,0.33,45.87,0.031546,0.031675,0.0,1,0.63,49.28
2025-11-11 18:43:44,1,0.28,44.54,0.031934,0.031675,0.0,1,0.47,49.24
2025-11-11 18:45:44,1,0.27,45.00,0.031707,0.031707,0.0,1,0.56,49.72
2025-11-11 18:47:44,1,0.34,46.14,0.031707,0.031707,0.0,0,0.47,49.76
2025-11-11 18:49:44,1,0.35,46.96,0.031707,0.031707,0.0,0,0.48,48.92
2025-11-11 18:51:44,1,0.30,47.93,0.032445,0.031707,0.0,0,0.36,47.51
2025-11-11 18:53:44,1,0.29,48.00,0.031556,0.031842,0.0,0,0.32,46.82
2025-11-11 18:55:44,1,0.25,47.81,0.031842,0.031556,0.0,0,0.30,45.98
2025-11-11 18:57:44,1,0.22,47.79,0.030887,0.031073,0.0,0,0.35,45.17
2025-11-11 18:59:44,1,0.16,47.17,0.031322,0.031073,0.0,0,0.26,44.41
2025-11-11 19:01:44,1,0.12,46.35,0.031322,0.031322,0.0,0,0.30,43.69
2025-11-11 19:03:44,1,0.08,44.54,0.031221,0.031221,0.0,0,0.32,43.26
2025-11-11 19:05:44,1,-0.04,42.41,0.029973,0.029973,0.0,0,0.28,42.92
2025-11-11 19:07:44,1,-0.04,40.97,0.025991,0.025991,0.0,0,0.32,42.73
2025-11-11 19:09:44,1,0.06,40.60,0.026401,0.026401,0.0,0,0.26,42.67
2025-11-11 19:11:44,1,0.18,40.41,0.026401,0.026401,0.0,0,0.36,42.66
2025-11-11 19:13:44,1,0.14,39.16,0.026316,0.026401,0.0,0,0.24,41.65
2025-11-11 19:15:44,1,0.10,37.53,0.026704,0.026316,0.0,0,0.23,41.22
2025-11-11 19:17:44,1,0.12,36.89,0.026316,0.026704,0.0,0,0.35,41.46
2025-11-11 19:19:44,1,0.16,36.42,0.026704,0.026316,0.0,0,0.33,41.28
2025-11-11 19:21:44,1,0.18,36.13,0.026303,0.026303,0.0,0,0.36,41.03
2025-11-11 19:23:44,1,0.22,36.76,0.026303,0.026303,0.0,0,0.32,40.66
2025-11-11 19:25:44,1,0.28,37.18,0.026073,0.026303,0.0,0,0.35,40.60
2025-11-11 19:27:44,1,0.24,37.82,0.026313,0.026313,0.0,0,0.33,40.54
2025-11-11 19:29:44,1,0.29,39.02,0.026565,0.026565,0.0,0,0.24,39.92
2025-11-11 19:31:44,1,0.36,40.91,0.026565,0.026565,0.0,0,0.29,39.32
2025-11-11 19:33:44,1,0.43,42.85,0.025279,0.025279,0.0,0,0.23,38.84
2025-11-11 19:35:44,1,0.39,43.95,0.025178,0.025178,0.0,0,0.22,38.48
2025-11-11 19:37:44,1,0.46,45.67,0.025178,0.025178,0.0,0,0.22,38.30
2025-11-11 19:39:44,1,0.45,47.72,0.025556,0.02554,0.0,0,0.22,38.18
2025-11-11 19:41:44,1,0.38,49.42,0.02554,0.02554,0.0,0,0.22,38.00
2025-11-11 19:43:44,1,0.52,51.56,0.02554,0.02554,0.0,0,0.18,37.60
2025-11-11 19:45:44,1,0.42,53.78,0.02554,0.02554,0.0,0,0.21,37.64
2025-11-11 19:47:44,1,0.45,55.95,0.025871,0.025871,0.0,0,0.22,37.06
2025-11-11 19:49:44,1,0.60,57.63,0.025975,0.025975,0.0,0,0.22,36.83
2025-11-11 19:51:44,1,0.65,59.90,0.026376,0.02606,0.0,0,0.17,36.65
2025-11-11 19:53:44,1,0.59,61.07,0.025947,0.026376,0.0,0,0.16,36.54
2025-11-11 19:55:44,0,0.50,60.89,0.026023,0.025947,0.0,0,0.16,36.60
2025-11-11 19:57:44,0,0.49,60.62,0.02589,0.026023,0.0,0,0.21,36.60
2025-11-11 19:59:44,0,0.43,59.83,0.026023,0.026023,0.0,0,0.22,36.71
2025-11-11 20:01:44,0,0.30,58.65,0.026142,0.026142,0.0,0,0.13,36.67
2025-11-11 20:03:44,0,0.43,58.14,0.026451,0.026451,0.0,0,0.16,36.54
2025-11-11 20:05:44,0,0.37,58.04,0.026495,0.026451,0.0,0,0.15,36.02
2025-11-11 20:07:44,0,0.40,58.31,0.026451,0.026495,0.0,0,0.20,35.61
2025-11-11 20:09:44,0,0.45,58.31,0.026618,0.026429,0.0,0,0.16,35.28
2025-11-11 20:11:44,0,0.37,57.03,0.025796,0.026139,0.0,0,0.21,35.10
2025-11-11 20:13:44,0,0.34,54.73,0.026174,0.026139,0.0,0,0.20,35.27
2025-11-11 20:15:44,0,0.30,53.04,0.026139,0.026139,0.0,0,0.06,33.98
2025-11-11 20:17:44,0,0.33,53.39,0.025625,0.025625,0.0,0,0.05,31.57
2025-11-11 20:19:44,0,0.40,53.08,0.025439,0.025581,0.0,0,0.04,29.97
2025-11-11 20:21:44,0,0.27,52.92,0.026019,0.026019,0.0,0,0.04,28.64
2025-11-11 20:23:44,0,0.31,52.31,0.026019,0.026019,0.0,0,0.04,27.38
2025-11-11 20:25:44,0,0.33,51.33,0.026019,0.026019,0.0,0,0.04,26.34
2025-11-11 20:27:44,0,0.31,50.88,0.025824,0.025824,0.0,0,0.04,25.40
2025-11-11 20:29:44,0,0.30,50.96,0.025824,0.025824,0.0,0,0.09,24.53
2025-11-11 20:31:44,0,0.31,50.59,0.025824,0.025824,0.0,0,0.09,23.76
2025-11-11 20:33:44,0,0.26,48.25,0.026038,0.025824,0.0,0,0.04,23.20
2025-11-11 20:35:44,0,0.30,46.62,0.025758,0.025758,0.0,0,0.09,22.80
2025-11-11 20:37:44,0,0.22,45.67,0.025717,0.025717,0.0,0,0.04,22.44
2025-11-11 20:39:44,0,0.27,46.00,0.025449,0.025449,0.0,0,0.04,22.09
2025-11-11 20:41:44,0,0.29,46.15,0.025446,0.025446,0.0,0,0.09,21.84
2025-11-11 20:43:44,0,0.24,46.37,0.025449,0.025446,0.0,0,-0.00,21.53
2025-11-11 20:45:44,0,0.22,46.42,0.025733,0.025465,0.0,0,0.06,21.41
2025-11-11 20:47:44,0,0.27,46.42,0.025733,0.025733,0.0,0,0.09,21.23
2025-11-11 20:49:44,0,0.22,46.14,0.025733,0.025465,0.0,0,-0.00,21.04
2025-11-11 20:51:44,0,0.26,46.47,0.025392,0.025392,0.0,0,0.04,20.93
2025-11-11 20:53:44,0,0.21,46.42,0.025269,0.025357,0.0,0,0.07,20.81
2025-11-11 20:55:44,0,0.22,45.89,0.025357,0.025269,0.0,0,-0.00,20.63
2025-11-11 20:57:44,0,0.21,45.67,0.025354,0.025357,0.0,0,0.04,20.74
2025-11-11 20:59:44,0,0.17,44.43,0.025357,0.025354,0.0,0,-0.01,21.08
2025-11-11 21:01:44,0,0.23,43.95,0.025354,0.025357,0.0,0,0.04,21.53
2025-11-11 21:03:44,0,0.20,43.69,0.025553,0.025553,0.0,0,0.04,22.29
2025-11-11 21:05:44,0,0.22,43.39,0.025663,0.025663,0.0,0,0.04,23.25
2025-11-11 21:07:44,0,0.20,43.56,0.025654,0.025654,0.0,0,0.08,24.22
2025-11-11 21:09:44,0,0.25,43.84,0.025559,0.025559,0.0,0,0.04,24.85
2025-11-11 21:11:44,1,0.30,44.77,0.025417,0.025417,0.0,0,0.09,25.30
2025-11-11 21:13:44,1,0.32,45.78,0.025417,0.025417,0.0,0,0.09,25.51
2025-11-11 21:15:44,1,0.22,46.07,0.025666,0.025666,0.0,0,0.04,25.62
2025-11-11 21:17:44,1,0.13,46.35,0.025688,0.025669,0.0,0,0.04,25.71
2025-11-11 21:19:44,1,0.12,46.55,0.025669,0.025669,0.0,0,0.00,25.77
2025-11-11 21:21:44,1,0.21,46.62,0.026098,0.026098,0.0,0,0.08,25.87
2025-11-11 21:23:44,1,0.19,46.83,0.026105,0.026105,0.0,0,0.09,25.87
2025-11-11 21:25:44,1,0.24,47.03,0.025496,0.025496,0.0,0,0.09,25.87
2025-11-11 21:27:44,1,0.25,46.89,0.025361,0.025496,0.0,0,0.04,25.92
2025-11-11 21:29:44,1,0.16,46.28,0.025496,0.025496,0.0,0,-0.01,26.33
2025-11-11 21:31:44,1,0.20,45.14,0.025361,0.025361,0.0,0,-0.01,26.96
2025-11-11 21:33:44,1,0.21,44.41,0.025209,0.025361,0.0,0,-0.01,27.01
2025-11-11 21:35:44,1,0.21,44.08,0.025515,0.025515,0.0,0,0.01,26.54
2025-11-11 21:37:44,1,0.16,43.45,0.025531,0.025531,0.0,0,-0.01,25.92
2025-11-11 21:39:44,1,0.20,42.60,0.025657,0.025657,0.0,0,0.03,25.36
2025-11-11 21:41:44,1,0.20,41.97,0.025745,0.025745,0.0,0,0.02,24.79
2025-11-11 21:43:44,1,0.20,43.57,0.02571,0.025745,0.0,0,0.05,24.33
2025-11-11 21:45:44,1,0.26,44.48,0.026007,0.026007,0.0,0,-0.00,23.82
2025-11-11 21:47:44,1,0.31,42.79,0.026007,0.026007,0.0,0,0.08,23.51
2025-11-11 21:49:44,1,0.26,40.66,0.026007,0.026007,0.0,0,0.04,23.15
2025-11-11 21:51:44,1,0.30,39.02,0.02618,0.026007,0.0,0,0.03,22.85
2025-11-11 21:53:44,1,0.30,37.77,0.02596,0.02596,0.0,0,0.08,22.65
2025-11-11 21:55:44,1,0.14,36.60,0.025818,0.02596,0.0,0,0.09,22.44
2025-11-11 21:57:44,1,0.07,34.65,0.026205,0.026205,0.0,0,0.09,22.24
2025-11-11 21:59:44,1,0.16,34.59,0.026205,0.026205,0.0,0,0.04,22.04
2025-11-11 22:01:44,1,0.07,35.44,0.026149,0.026149,0.0,0,0.04,21.89
2025-11-11 22:03:44,1,0.22,37.12,0.02555,0.026149,0.0,0,0.04,21.79
2025-11-11 22:05:44,1,0.25,38.55,0.026202,0.026202,0.0,0,0.04,21.63
2025-11-11 22:07:44,1,0.20,39.56,0.026202,0.026202,0.0,0,0.06,21.55
2025-11-11 22:09:44,1,0.19,40.41,0.026035,0.026035,0.0,0,0.08,21.48
2025-11-11 22:11:44,1,0.19,41.03,0.025849,0.026035,0.0,0,0.04,21.38
2025-11-11 22:13:44,1,0.19,41.09,0.02612,0.02612,0.0,0,0.02,21.31
2025-11-11 22:15:44,1,0.19,40.97,0.02612,0.02612,0.0,0,0.08,21.28
2025-11-11 22:17:44,1,0.19,40.97,0.025846,0.025846,0.0,0,0.01,21.18
2025-11-11 22:19:44,1,0.16,40.60,0.02584,0.02584,0.0,0,0.08,21.18
2025-11-11 22:21:44,1,0.13,40.11,0.025736,0.025736,0.0,0,-0.00,21.09
2025-11-11 22:23:44,1,0.15,39.76,0.025654,0.025654,0.0,0,0.07,21.08
2025-11-11 22:25:44,1,0.17,39.38,0.024408,0.024408,0.0,0,0.09,21.08
2025-11-11 22:27:44,1,0.19,39.26,0.024367,0.024367,0.0,0,-0.00,20.98
2025-11-11 22:29:44,1,0.22,39.35,0.024367,0.024367,0.0,0,0.04,20.98
2025-11-11 22:31:44,1,0.19,39.20,0.024613,0.024367,0.0,0,0.09,20.98
2025-11-11 22:33:44,1,0.17,39.44,0.024888,0.024613,0.0,0,0.09,20.98
2025-11-11 22:35:44,1,0.21,40.01,0.024226,0.024408,0.0,0,0.02,20.90
2025-11-11 22:37:44,1,0.25,40.66,0.024408,0.024408,0.0,0,-0.01,20.88
2025-11-11 22:39:44,1,0.31,42.22,0.025342,0.025342,0.0,0,-0.00,20.88
2025-11-11 22:41:44,1,0.35,44.17,0.025342,0.025342,0.0,0,0.04,20.88
2025-11-11 22:43:44,1,0.43,46.17,0.025244,0.025244,0.0,0,0.08,20.88
2025-11-11 22:45:44,1,0.49,48.01,0.025244,0.025244,0.0,0,0.07,20.88
2025-11-11 22:47:44,1,0.45,49.28,0.025244,0.025244,0.0,0,0.07,20.88
2025-11-11 22:49:44,1,0.39,50.00,0.025282,0.025282,0.0,0,0.01,20.88
2025-11-11 22:51:44,1,0.39,50.81,0.025348,0.025219,0.0,0,-0.01,20.88
2025-11-11 22:53:44,1,0.32,51.47,0.02496,0.02496,0.0,0,-0.01,20.88
2025-11-11 22:55:44,1,0.32,52.39,0.024355,0.024355,0.0,0,0.05,20.95
2025-11-11 22:57:44,1,0.40,53.00,0.024355,0.024355,0.0,0,0.09,20.98
2025-11-11 22:59:44,0,0.28,52.72,0.026344,0.026253,0.0,0,0.09,20.98
2025-11-11 23:01:44,0,0.32,52.38,0.026253,0.026344,0.0,0,0.09,20.98
2025-11-11 23:03:44,0,0.26,52.01,0.026366,0.026366,0.0,0,0.04,20.98
2025-11-11 23:05:44,0,0.26,51.35,0.026505,0.026505,0.0,0,-0.01,20.98
2025-11-11 23:07:44,0,0.24,50.66,0.026316,0.026316,0.0,0,0.03,21.02
2025-11-11 23:09:44,0,0.27,50.22,0.026152,0.026152,0.0,0,0.08,21.08
2025-11-11 23:11:44,0,0.30,49.78,0.026073,0.026073,0.0,0,0.09,21.08
2025-11-11 23:13:44,0,0.36,49.42,0.025922,0.025922,0.0,0,0.06,21.08
2025-11-11 23:15:44,0,0.31,48.99,0.024761,0.024761,0.0,0,-0.00,21.08
2025-11-11 23:17:44,0,0.24,48.57,0.024761,0.024761,0.0,0,0.04,21.13
2025-11-11 23:19:44,0,0.22,48.14,0.024761,0.024761,0.0,0,0.08,21.18
2025-11-11 23:21:44,0,0.28,47.86,0.024891,0.024891,0.0,0,0.08,21.18
2025-11-11 23:23:44,0,0.35,47.58,0.025764,0.025764,0.0,0,-0.00,21.18
2025-11-11 23:25:44,0,0.30,47.17,0.026234,0.026234,0.0,0,0.04,21.24
2025-11-11 23:27:44,0,0.23,46.89,0.026398,0.026398,0.0,0,0.08,21.28
2025-11-11 23:29:44,0,0.22,46.62,0.026051,0.026051,0.0,0,0.08,21.28
2025-11-11 23:31:44,0,0.22,46.35,0.026051,0.026051,0.0,0,-0.00,21.28
2025-11-11 23:33:44,0,0.21,46.07,0.02775,0.027252,0.0,0,-0.01,21.28
2025-11-11 23:35:44,0,0.23,45.80,0.027252,0.027252,0.0,0,0.05,21.35
2025-11-11 23:37:44,0,0.29,45.49,0.026335,0.026335,0.0,0,0.09,21.38
2025-11-11 23:39:44,0,0.25,45.20,0.026029,0.026029,0.0,0,0.09,21.38
2025-11-11 23:41:44,0,0.27,44.94,0.025953,0.025953,0.0,0,0.03,21.38
2025-11-11 23:43:44,0,0.22,44.60,0.02543,0.02543,0.0,0,-0.01,21.38
2025-11-11 23:45:44,0,0.26,44.47,0.025733,0.025733,0.0,0,-0.01,21.39
2025-11-11 23:47:44,0,0.25,44.34,0.025789,0.025789,0.0,0,0.07,21.47
2025-11-11 23:49:44,0,0.27,44.21,0.025789,0.025789,0.0,0,0.09,21.48
2025-11-11 23:51:44,0,0.21,43.95,0.025588,0.025588,0.0,0,0.09,21.48
2025-11-11 23:53:44,0,0.25,43.69,0.025588,0.025588,0.0,0,0.09,21.48
2025-11-11 23:55:44,0,0.29,43.43,0.026164,0.026164,0.0,0,0.09,21.48
2025-11-11 23:57:44,0,0.24,43.22,0.026338,0.026164,0.0,0,0.05,21.48
2025-11-11 23:59:44,0,0.22,43.07,0.026164,0.026164,0.0,0,-0.00,21.48
2025-11-12 00:01:44,0,0.20,42.92,0.026174,0.025991,0.0,0,-0.01,21.48
2025-11-12 00:03:44,0,0.23,42.79,0.025991,0.025991,0.0,0,-0.01,21.48
2025-11-12 00:05:44,0,0.20,42.66,0.025764,0.025764,0.0,0,-0.01,21.49
2025-11-12 00:07:44,0,0.21,42.54,0.025228,0.025635,0.0,0,0.07,21.57
2025-11-12 00:09:44,0,0.22,42.24,0.025635,0.025635,0.0,0,0.09,21.58
2025-11-12 00:11:44,0,0.19,41.61,0.025635,0.025635,0.0,0,0.09,21.58
2025-11-12 00:13:44,0,0.20,41.40,0.026199,0.025635,0.0,0,0.09,21.58
2025-11-12 00:15:44,0,0.21,41.26,0.02502,0.02502,0.0,0,0.09,21.58
2025-11-12 00:17:44,0,0.19,41.22,0.024629,0.02502,0.0,0,0.09,21.58
2025-11-12 00:19:44,0,0.19,41.09,0.02502,0.024834,0.0,0,0.09,21.58
2025-11-12 00:21:44,0,0.21,40.99,0.024834,0.024834,0.0,0,0.09,21.58
2025-11-12 00:23:44,0,0.19,40.91,0.02491,0.02491,0.0,0,0.06,21.58
2025-11-12 00:25:44,0,0.19,40.78,0.025001,0.025001,0.0,0,0.02,21.58
2025-11-12 00:27:44,0,0.19,40.66,0.025893,0.025893,0.0,0,-0.01,21.58
2025-11-12 00:29:44,0,0.19,40.56,0.026035,0.026035,0.0,0,-0.01,21.58
2025-11-12 00:31:44,0,0.19,40.48,0.026218,0.026218,0.0,0,-0.01,21.58
2025-11-12 00:33:44,0,0.19,40.41,0.026218,0.026218,0.0,0,-0.01,21.58
2025-11-12 00:35:44,0,0.19,40.35,0.025736,0.025736,0.0,0,-0.01,21.58
2025-11-12 00:37:44,0,0.19,40.23,0.025606,0.025606,0.0,0,0.03,21.63
2025-11-12 00:39:44,0,0.15,40.11,0.025606,0.025606,0.0,0,0.08,21.69
2025-11-12 00:41:44,0,0.19,39.99,0.025294,0.025294,0.0,0,0.09,21.69
2025-11-12 00:43:44,0,0.19,39.80,0.025294,0.025294,0.0,0,0.09,21.69
2025-11-12 00:45:44,0,0.14,39.62,0.024891,0.024891,0.0,0,0.09,21.69
2025-11-12 00:47:44,0,0.17,39.44,0.024891,0.024891,0.0,0,0.09,21.69
2025-11-12 00:49:44,0,0.19,39.32,0.024616,0.024843,0.0,0,0.09,21.69
2025-11-12 00:51:44,0,0.19,39.14,0.024843,0.024843,0.0,0,0.09,21.69
2025-11-12 00:53:44,0,0.14,39.04,0.024843,0.025007,0.0,0,0.06,21.69
2025-11-12 00:55:44,0,0.15,38.84,0.025628,0.025304,0.0,0,-0.00,21.69
2025-11-12 00:57:44,0,0.18,38.72,0.025304,0.025588,0.0,0,-0.01,21.69
2025-11-12 00:59:44,0,0.14,38.56,0.025304,0.025304,0.0,0,-0.01,21.69
2025-11-12 01:01:44,0,0.12,38.38,0.025234,0.025234,0.0,0,-0.01,21.69
2025-11-12 01:03:44,0,0.16,38.24,0.025089,0.025089,0.0,0,-0.01,21.69
2025-11-12 01:05:44,0,0.16,38.10,0.024995,0.024995,0.0,0,-0.01,21.69
2025-11-12 01:07:44,0,0.18,38.06,0.024585,0.024585,0.0,0,-0.01,21.69
2025-11-12 01:09:44,0,0.14,37.95,0.024585,0.024585,0.0,0,-0.00,21.70
2025-11-12 01:11:44,0,0.12,37.89,0.025786,0.025786,0.0,0,0.02,21.72
2025-11-12 01:13:44,0,0.17,37.52,0.027435,0.027435,0.0,0,0.06,21.77
2025-11-12 01:15:44,0,0.18,37.36,0.028031,0.028018,0.0,0,0.09,21.79
2025-11-12 01:17:44,0,0.18,37.41,0.028018,0.028018,0.0,0,0.09,21.79
2025-11-12 01:19:44,0,0.16,37.47,0.027747,0.027747,0.0,0,0.09,21.79
2025-11-12 01:21:44,0,0.14,37.47,0.027552,0.027552,0.0,0,0.09,21.79
2025-11-12 01:23:44,0,0.12,37.41,0.027476,0.027476,0.0,0,0.09,21.79
2025-11-12 01:25:44,0,0.10,37.36,0.026893,0.026893,0.0,0,0.09,21.79
2025-11-12 01:27:44,0,0.06,37.36,0.02677,0.02677,0.0,0,0.09,21.79
2025-11-12 01:29:44,0,0.10,37.36,0.026962,0.026962,0.0,0,0.09,21.79
2025-11-12 01:31:44,0,0.14,37.43,0.027,0.027,0.0,0,0.09,21.79
2025-11-12 01:33:44,0,0.18,37.53,0.027637,0.027,0.0,0,0.09,21.79
2025-11-12 01:35:44,0,0.13,37.53,0.026975,0.027394,0.0,0,0.09,21.79
2025-11-12 01:37:44,0,0.12,37.41,0.027394,0.02712,0.0,0,0.09,21.79
2025-11-12 01:39:44,0,0.12,37.30,0.02665,0.02712,0.0,0,0.09,21.79
2025-11-12 01:41:44,0,0.07,37.24,0.02665,0.02665,0.0,0,0.09,21.79
