Timestamp,Weight (kg),w_smooth,consumption (kg),Usage EXACT 29465,Gradient EXACT 29465,Temperature EXACT 29465
2025-11-24 18:07:57,0.104689,,0.0,0,0.00,28.27
2025-11-24 18:09:57,0.101623,0.097992,0.0,0,0.00,27.95
2025-11-24 18:11:57,0.097992,0.101623,0.0,0,-0.01,27.62
2025-11-24 18:13:57,0.456124,0.456124,0.0,0,-0.00,27.38
2025-11-24 18:15:57,0.456461,0.456339,0.0,0,-0.00,27.08
2025-11-24 18:17:57,0.456339,0.456124,0.0,0,-0.00,26.86
2025-11-24 18:19:57,0.455481,0.455481,0.0,0,-0.00,26.65
2025-11-24 18:21:57,0.455481,0.455481,0.0,0,0.02,26.52
2025-11-24 18:23:57,0.454626,0.454626,0.0,0,0.00,26.39
2025-11-24 18:25:57,0.454822,0.454822,0.0,0,0.00,26.29
2025-11-24 18:27:57,0.457365,0.456927,0.0,0,0.00,26.18
2025-11-24 18:29:57,0.457365,0.457365,0.0,0,0.00,26.08
2025-11-24 18:31:57,0.457399,0.457399,0.0,0,0.03,26.05
2025-11-24 18:33:57,0.457622,0.457622,0.0,0,0.00,25.98
2025-11-24 18:35:57,0.456317,0.456317,0.0,0,0.00,25.92
2025-11-24 18:37:57,0.455475,0.455475,0.0,0,0.00,25.87
2025-11-24 18:39:57,0.45443,0.45443,0.0,0,0.05,25.82
2025-11-24 18:41:57,0.454344,0.454344,0.0,0,0.00,25.77
2025-11-24 18:43:57,0.454105,0.454105,0.0,0,0.00,25.71
2025-11-24 18:45:57,0.453401,0.453401,0.0,0,0.00,25.66
2025-11-24 18:47:57,0.453051,0.453401,0.0,0,0.00,25.66
2025-11-24 18:49:57,0.455701,0.455701,0.0,0,0.00,25.56
2025-11-24 18:51:57,0.456283,0.455891,0.0,0,0.00,25.56
2025-11-24 18:53:57,0.455891,0.455891,0.0,0,0.00,25.56
2025-11-24 18:55:57,0.455205,0.455205,0.0,0,0.00,25.56
2025-11-24 18:57:57,0.454513,0.454513,0.0,0,0.06,25.53
2025-11-24 18:59:57,0.453882,0.453882,0.0,0,0.01,25.46
2025-11-24 19:01:57,0.453882,0.453882,0.0,0,0.00,25.46
2025-11-24 19:03:57,0.454917,0.454917,0.0,0,0.00,25.46
2025-11-24 19:05:57,0.45515,0.454917,0.0,0,0.00,25.46
2025-11-24 19:07:57,0.454491,0.454491,0.0,0,0.04,25.40
2025-11-24 19:09:57,0.45367,0.45367,0.0,0,0.00,25.36
2025-11-24 19:11:57,0.452837,0.452837,0.0,0,0.00,25.36
2025-11-24 19:13:57,0.452837,0.452837,0.0,0,0.01,25.36
2025-11-24 19:15:57,0.453345,0.452837,0.0,0,0.00,25.26
2025-11-24 19:17:57,0.451452,0.453462,0.0,0,0.00,25.25
2025-11-24 19:19:57,0.453462,0.452834,0.0,0,0.00,25.25
2025-11-24 19:21:57,0.451596,0.452221,0.0,0,0.00,25.25
2025-11-24 19:23:57,0.452221,0.451856,0.0,0,0.00,25.25
2025-11-24 19:25:57,0.451856,0.452007,0.0,0,0.03,25.23
2025-11-24 19:27:57,0.452007,0.452007,0.0,0,0.00,25.15
2025-11-24 19:29:57,0.452007,0.452007,0.0,0,0.00,25.15
2025-11-24 19:31:57,0.451369,0.451369,0.0,0,0.00,25.15
2025-11-24 19:33:57,0.451038,0.451038,0.0,0,0.00,25.15
2025-11-24 19:35:57,0.450818,0.450818,0.0,0,0.00,25.15
2025-11-24 19:37:57,0.450365,0.450365,0.0,0,0.00,25.15
2025-11-24 19:39:57,0.450257,0.450257,0.0,0,0.00,25.15
2025-11-24 19:41:57,0.449816,0.449816,0.0,0,0.00,25.15
2025-11-24 19:43:57,0.44969,0.44969,0.0,0,0.00,25.15
2025-11-24 19:45:57,0.449099,0.449099,0.0,0,0.00,25.15
2025-11-24 19:47:57,0.45091,0.45091,0.0,0,0.00,25.15
2025-11-24 19:49:57,0.45091,0.45091,0.0,0,0.00,25.15
2025-11-24 19:51:57,0.450205,0.450205,0.0,0,0.02,25.10
2025-11-24 19:53:57,0.449222,0.449222,0.0,0,0.00,25.05
2025-11-24 19:55:57,0.45053,0.45053,0.0,0,0.00,25.05
2025-11-24 19:57:57,0.450769,0.45053,0.0,0,0.00,25.05
2025-11-24 19:59:57,0.450331,0.450331,0.0,0,0.00,25.05
2025-11-24 20:01:57,0.449874,0.449874,0.0,0,0.00,25.00
