Timestamp,Usage EXACT 29555,Gradient EXACT 29555,Temperature EXACT 29555,Usage EXACT 29561,Gradient EXACT 29561,Temperature EXACT 29561,Weight (kg),w_smooth,consumption (kg),Usage EXACT 29556,Gradient EXACT 29556,Temperature EXACT 29556
2025-11-10 16:16:05,0,-0.04,26.15,0,0.00,27.48,0.798303,,0.0,1,1.41,103.00
2025-11-10 16:18:05,0,-0.01,25.98,0,0.00,27.59,0.799392,0.799392,0.0,1,1.42,103.26
2025-11-10 16:20:05,0,-0.01,25.82,0,-0.02,27.64,0.799392,0.799392,0.0,1,1.68,104.30
2025-11-10 16:22:05,0,-0.03,25.64,0,-0.00,27.59,0.798246,0.798246,0.0,1,1.98,105.11
2025-11-10 16:24:05,0,-0.01,25.51,0,-0.04,27.34,0.797673,0.797673,0.0,1,1.59,106.49
2025-11-10 16:26:05,0,0.01,25.38,0,-0.04,27.06,0.797511,0.797511,0.0,1,1.23,106.78
2025-11-10 16:28:05,0,-0.01,25.25,0,-0.04,26.93,0.797107,0.797107,0.0,1,1.44,105.39
2025-11-10 16:30:05,0,-0.03,25.16,0,-0.00,26.75,0.79598,0.79598,0.0,1,1.46,104.30
2025-11-10 16:32:05,0,-0.01,25.10,0,-0.04,26.60,0.523687,0.523687,0.0,1,1.44,103.78
2025-11-10 16:34:05,0,-0.01,25.05,0,-0.03,26.46,0.523687,0.523687,0.0,1,1.29,102.52
2025-11-10 16:36:05,0,-0.03,24.97,0,-0.03,26.34,0.523687,0.523687,0.0,1,1.57,101.73
2025-11-10 16:38:05,0,0.01,24.94,0,-0.03,26.23,0.52313,0.52313,0.0,1,1.49,99.74
2025-11-10 16:40:05,0,-0.02,24.88,0,-0.00,26.13,0.522805,0.522805,0.0,1,1.47,98.38
2025-11-10 16:42:05,0,-0.01,24.84,0,-0.01,26.03,0.522515,0.522805,0.0,1,1.23,97.03
2025-11-10 16:44:05,0,0.03,24.84,0,-0.00,25.98,0.5229,0.522515,0.0,1,1.16,95.29
2025-11-10 16:46:05,0,-0.03,24.75,0,-0.00,25.87,0.522477,0.522477,0.0,1,1.26,93.97
2025-11-10 16:48:05,0,-0.05,24.74,0,-0.02,25.82,0.522232,0.522232,0.0,1,1.10,93.02
2025-11-10 16:50:05,0,0.03,24.74,0,-0.00,25.77,0.521395,0.521395,0.0,1,1.04,91.26
2025-11-10 16:52:05,0,0.04,24.74,0,-0.02,25.71,0.521268,0.521268,0.0,1,1.30,91.01
2025-11-10 16:54:05,0,-0.03,24.66,0,-0.00,25.66,0.52066,0.52066,0.0,1,1.17,94.28
2025-11-10 16:56:05,0,-0.06,24.64,0,-0.00,25.66,0.52066,0.52066,0.0,1,1.22,97.94
2025-11-10 16:58:05,0,-0.01,24.64,0,-0.01,25.65,0.520625,0.520625,0.0,1,1.32,100.74
2025-11-10 17:00:05,0,0.04,24.64,0,-0.04,25.58,0.520376,0.520376,0.0,1,1.37,103.27
2025-11-10 17:02:05,0,0.04,24.64,0,-0.00,25.56,0.520239,0.520239,0.0,1,1.56,107.35
2025-11-10 17:04:05,0,-0.05,24.53,0,-0.00,25.51,0.520093,0.520093,0.0,1,1.59,107.63
2025-11-10 17:06:05,0,-0.01,24.53,0,-0.00,25.46,0.520093,0.520093,0.0,1,1.04,105.66
2025-11-10 17:08:05,0,0.04,24.53,0,-0.00,25.46,0.519679,0.519679,0.0,1,0.93,103.52
2025-11-10 17:10:05,0,0.04,24.53,0,-0.02,25.44,0.519415,0.519415,0.0,1,1.09,101.48
2025-11-10 17:12:05,0,0.03,24.52,0,-0.08,25.36,0.518982,0.519415,0.0,1,0.86,99.78
2025-11-10 17:14:05,0,-0.05,24.43,0,-0.01,25.36,0.520023,0.519415,0.0,1,1.03,99.30
2025-11-10 17:16:05,0,-0.05,24.43,0,-0.00,25.36,0.519316,0.519316,0.0,1,1.00,97.70
2025-11-10 17:18:05,0,0.03,24.43,0,-0.00,25.30,0.519304,0.519304,0.0,1,1.15,95.94
2025-11-10 17:20:05,0,-0.01,24.38,0,-0.00,25.25,0.518766,0.518766,0.0,1,0.94,94.45
2025-11-10 17:22:05,0,-0.05,24.34,0,-0.00,25.25,0.518667,0.518766,0.0,1,0.90,93.22
2025-11-10 17:24:05,0,0.03,24.43,0,-0.00,25.25,0.518855,0.518667,0.0,1,0.68,91.45
2025-11-10 17:26:05,0,-0.01,24.38,0,-0.01,25.24,0.51761,0.51761,0.0,1,0.68,89.45
2025-11-10 17:28:05,0,-0.05,24.33,0,-0.02,25.16,0.517171,0.517387,0.0,1,0.90,87.25
2025-11-10 17:30:05,0,-0.01,24.33,0,-0.00,25.15,0.51713,0.51713,0.0,1,0.89,86.05
2025-11-10 17:32:05,0,0.04,24.33,0,-0.00,25.15,0.516872,0.516872,0.0,1,0.75,85.08
2025-11-10 17:34:05,0,0.04,24.33,0,-0.00,25.15,0.516127,0.516127,0.0,1,0.70,84.41
2025-11-10 17:36:05,0,0.04,24.33,0,0.04,25.15,0.516121,0.516121,0.0,1,0.82,83.61
2025-11-10 17:38:05,0,-0.03,24.25,0,0.00,25.05,0.516121,0.516312,0.0,1,0.62,82.52
2025-11-10 17:40:05,0,-0.06,24.23,0,0.00,25.05,0.516312,0.516121,0.0,1,0.93,82.52
2025-11-10 17:42:05,0,-0.01,24.23,0,0.00,25.05,0.094883,0.094883,0.42123800000000006,1,1.15,84.57
2025-11-10 17:44:05,0,0.03,24.23,0,0.00,25.05,0.094715,0.094715,0.0,1,1.03,84.89
2025-11-10 17:46:05,0,0.04,24.23,0,-0.01,24.97,0.093728,0.093728,0.0,1,1.07,85.72
2025-11-10 17:48:05,0,0.03,24.22,0,-0.00,24.94,0.093168,0.093168,0.0,1,1.17,86.73
2025-11-10 17:50:05,0,-0.03,24.14,0,-0.00,24.94,0.092681,0.092681,0.0,1,1.24,87.95
2025-11-10 17:52:05,0,-0.06,24.12,0,-0.00,24.94,0.092318,0.092318,0.0,1,1.17,88.69
2025-11-10 17:54:05,0,-0.04,24.12,0,-0.01,24.93,0.091885,0.091885,0.0,1,1.18,90.13
2025-11-10 17:56:05,0,0.02,24.12,0,-0.00,24.94,0.091426,0.091426,0.0,1,1.04,91.26
2025-11-10 17:58:05,0,0.04,24.12,0,-0.03,24.88,2.032817,2.032817,0.0,1,1.07,92.62
2025-11-10 18:00:05,0,0.04,24.12,0,-0.00,24.84,2.074881,2.074881,0.0,1,1.28,94.66
2025-11-10 18:02:05,0,0.04,24.12,0,-0.00,24.84,2.074884,2.074881,0.0,1,1.18,95.94
2025-11-10 18:04:05,0,-0.01,24.06,0,-0.00,24.84,2.074362,2.074362,0.0,1,1.20,97.03
2025-11-10 18:06:05,0,-0.06,24.02,0,-0.00,24.84,2.073302,2.073302,0.0,1,1.22,97.47
2025-11-10 18:08:05,0,-0.06,24.02,0,-0.00,24.84,2.073302,2.073302,0.0,1,1.25,98.61
2025-11-10 18:10:05,0,-0.04,24.02,0,-0.00,24.84,2.073538,2.073538,0.0,1,1.27,99.07
2025-11-10 18:12:05,0,-0.02,24.02,0,-0.00,24.84,2.073652,2.073652,0.0,1,1.28,99.30
2025-11-10 18:14:05,0,-0.06,24.02,0,-0.00,24.84,2.073652,2.073652,0.0,1,0.86,98.84
2025-11-10 18:16:05,0,-0.05,24.03,0,-0.00,24.84,2.073446,2.073446,0.0,1,1.17,97.25
2025-11-10 18:18:05,0,0.00,24.09,0,-0.00,24.84,2.073175,2.073446,0.0,1,1.22,97.92
2025-11-10 18:20:05,0,0.04,24.12,0,-0.05,24.89,2.073627,2.073627,0.0,1,1.04,98.15
2025-11-10 18:22:05,0,0.03,24.12,0,-0.00,24.94,2.07378,2.073627,0.0,1,1.18,97.03
2025-11-10 18:24:05,0,-0.04,24.12,0,-0.00,24.94,2.073509,2.073525,0.0,1,1.15,95.29
2025-11-10 18:26:05,0,0.01,24.21,0,-0.00,24.94,2.073525,2.073513,0.0,1,1.14,95.08
2025-11-10 18:28:05,0,0.04,24.23,0,-0.00,25.01,2.073525,2.073525,0.0,1,0.95,95.08
2025-11-10 18:30:05,0,0.00,24.23,0,-0.03,25.02,2.073513,2.073525,0.0,1,0.94,95.29
2025-11-10 18:32:05,0,-0.04,24.23,0,-0.01,25.04,2.073904,2.073513,0.0,1,0.92,94.66
2025-11-10 18:34:05,0,-0.06,24.23,0,-0.00,25.05,2.073382,2.073382,0.0,1,0.82,94.14
2025-11-10 18:36:05,0,0.03,24.33,0,-0.00,25.05,2.073305,2.073305,0.0,1,1.06,93.42
2025-11-10 18:38:05,0,0.04,24.33,0,-0.00,25.05,2.073671,2.073671,0.0,1,1.07,92.62
2025-11-10 18:40:05,0,0.04,24.33,0,-0.00,25.05,2.074127,2.073897,0.0,1,1.07,92.82
2025-11-10 18:42:05,0,0.04,24.33,0,-0.00,25.05,2.073897,2.073897,0.0,1,1.04,91.64
2025-11-10 18:44:05,0,0.04,24.33,0,-0.02,25.03,2.073535,2.073535,0.0,1,1.05,91.84
2025-11-10 18:46:05,0,0.04,24.33,0,-0.04,25.01,2.07335,2.073535,0.0,1,0.69,91.26
2025-11-10 18:48:05,0,0.04,24.33,0,-0.03,25.01,2.07335,2.07335,0.0,1,0.97,90.50
2025-11-10 18:50:05,0,0.04,24.33,0,-0.01,24.99,2.073165,2.073188,0.0,1,0.83,89.94
2025-11-10 18:52:05,0,0.04,24.33,0,-0.00,24.94,2.073188,2.073188,0.0,1,0.97,89.94
2025-11-10 18:54:05,0,0.03,24.32,0,-0.00,24.94,2.073188,2.073188,0.0,1,0.83,90.12
2025-11-10 18:56:05,0,-0.04,24.23,0,-0.00,24.94,2.073108,2.073108,0.0,1,0.95,89.94
2025-11-10 18:58:05,0,-0.05,24.23,0,-0.00,24.93,2.072869,2.072869,0.0,1,1.04,90.91
2025-11-10 19:00:05,0,0.03,24.23,0,-0.03,24.84,2.07228,2.07228,0.0,1,1.03,91.45
2025-11-10 19:02:05,0,0.04,24.23,0,-0.04,24.84,2.07228,2.07228,0.0,1,1.06,92.42
2025-11-10 19:04:05,0,0.04,24.23,0,-0.07,24.84,2.072675,2.072675,0.0,0,0.88,91.84
2025-11-10 19:06:05,0,0.04,24.23,0,-0.02,24.84,2.072675,2.072675,0.0,0,0.84,91.26
2025-11-10 19:08:05,0,0.02,24.21,0,-0.00,24.84,2.072939,2.072675,0.0,0,0.81,90.13
2025-11-10 19:10:05,0,-0.01,24.17,0,-0.00,24.84,2.07188,2.072379,0.0,0,0.75,88.10
2025-11-10 19:12:05,0,0.01,24.20,0,-0.00,24.84,2.072379,2.072379,0.0,0,0.73,86.06
2025-11-10 19:14:05,0,0.04,24.23,0,-0.01,24.84,2.072373,2.072373,0.0,0,0.69,84.25
2025-11-10 19:16:05,0,0.04,24.23,0,-0.05,24.89,2.072242,2.072242,0.0,0,0.54,83.30
2025-11-10 19:18:05,0,0.04,24.23,0,-0.00,24.94,2.071889,2.072242,0.0,0,0.63,81.90
2025-11-10 19:20:05,0,0.04,24.23,0,-0.00,24.94,2.072242,2.072242,0.0,0,0.63,81.15
2025-11-10 19:22:05,0,-0.01,24.23,0,-0.00,24.94,2.072465,2.072465,0.0,0,0.67,80.61
2025-11-10 19:24:05,0,-0.05,24.23,0,-0.00,24.94,2.072663,2.072465,0.0,0,0.73,79.69
2025-11-10 19:26:05,0,-0.06,24.23,0,-0.00,24.94,2.072465,2.072465,0.0,0,0.54,78.77
2025-11-10 19:28:05,0,-0.06,24.23,0,-0.00,24.94,2.072437,2.072437,0.0,0,0.55,76.79
2025-11-10 19:30:05,0,-0.01,24.23,0,-0.04,24.85,2.072338,2.072437,0.0,0,0.65,75.60
2025-11-10 19:32:05,0,0.03,24.23,0,-0.00,24.84,2.072338,2.072389,0.0,0,0.65,75.09
2025-11-10 19:34:05,0,0.04,24.23,0,-0.00,24.84,2.072389,2.072389,0.0,0,0.55,74.09
2025-11-10 19:36:05,0,0.04,24.23,0,-0.00,24.84,2.072389,2.072427,0.0,0,0.61,73.33
2025-11-10 19:38:05,0,0.04,24.23,0,-0.00,24.84,2.072427,2.072427,0.0,0,0.61,72.60
2025-11-10 19:40:05,0,0.04,24.23,0,-0.00,24.84,2.072427,2.072427,0.0,0,0.60,71.88
2025-11-10 19:42:05,0,0.04,24.23,0,-0.00,24.84,2.072468,2.072468,0.0,0,0.50,71.55
2025-11-10 19:44:05,0,0.04,24.23,0,-0.00,24.84,2.072494,2.072494,0.0,0,0.49,71.08
2025-11-10 19:46:05,0,0.01,24.19,0,-0.00,24.84,2.072612,2.072494,0.0,0,0.58,71.18
2025-11-10 19:48:05,0,0.01,24.19,0,-0.00,24.84,2.072338,2.072077,0.0,0,0.57,70.37
2025-11-10 19:50:05,0,-0.04,24.13,0,-0.00,24.84,2.072077,2.072338,0.0,0,0.55,68.80
2025-11-10 19:52:05,0,-0.06,24.12,0,-0.00,24.84,2.072338,2.072338,0.0,0,0.45,67.31
2025-11-10 19:54:05,0,-0.06,24.12,0,-0.00,24.84,2.072481,2.072338,0.0,0,0.50,66.04
2025-11-10 19:56:05,0,-0.05,24.12,0,-0.00,24.84,2.072322,2.072481,0.0,0,0.47,65.93
2025-11-10 19:58:05,0,-0.06,24.12,0,-0.00,24.84,2.072863,2.072322,0.0,0,0.52,65.84
2025-11-10 20:00:05,0,-0.05,24.12,0,-0.00,24.84,2.072322,2.072322,0.0,0,0.49,65.32
2025-11-10 20:02:05,0,-0.06,24.12,0,0.00,24.84,2.072246,2.072541,0.0,0,0.49,65.12
2025-11-10 20:04:05,0,-0.03,24.12,0,0.00,24.84,2.072809,2.072541,0.0,0,0.55,65.08
2025-11-10 20:06:05,0,0.01,24.12,0,-0.01,24.78,2.072541,2.072809,0.0,0,0.55,65.38
2025-11-10 20:08:05,0,0.04,24.12,0,-0.01,24.72,2.072911,2.072809,0.0,0,0.39,64.42
2025-11-10 20:10:05,0,-0.03,24.04,0,-0.00,24.64,2.07278,2.072911,0.0,0,0.48,64.42
2025-11-10 20:12:05,0,-0.06,24.02,0,-0.00,24.64,2.07278,2.07278,0.0,0,0.48,63.63
2025-11-10 20:14:05,0,-0.06,24.02,0,-0.05,24.65,2.07278,2.07278,0.0,0,0.47,63.63
2025-11-10 20:16:05,0,-0.06,24.02,0,-0.07,24.66,2.072876,2.072876,0.0,1,0.52,64.42
2025-11-10 20:18:05,0,-0.06,24.02,0,-0.03,24.71,2.073318,2.073175,0.0,1,0.50,64.42
2025-11-10 20:20:05,0,-0.06,24.02,0,-0.03,24.68,2.073175,2.073318,0.0,1,0.49,64.52
2025-11-10 20:22:05,0,-0.06,24.02,0,-0.00,24.64,2.073175,2.073175,0.0,1,0.48,64.42
2025-11-10 20:24:05,0,-0.01,24.02,0,-0.00,24.64,2.073032,2.073032,0.0,1,0.41,63.74
2025-11-10 20:26:05,0,0.02,24.02,0,-0.00,24.64,2.072809,2.072809,0.0,1,0.47,63.25
2025-11-10 20:28:05,0,0.04,24.02,0,-0.00,24.64,2.072761,2.072761,0.0,1,0.48,63.63
2025-11-10 20:30:05,0,0.04,24.02,0,-0.00,24.64,2.072612,2.072679,0.0,1,0.46,63.05
2025-11-10 20:32:05,0,0.04,24.02,0,-0.00,24.64,2.072679,2.072679,0.0,1,0.47,63.05
2025-11-10 20:34:05,0,0.03,24.02,0,-0.00,24.64,2.072713,2.072713,0.0,1,0.38,62.86
2025-11-10 20:36:05,0,0.00,24.02,0,-0.05,24.64,2.072755,2.072892,0.0,1,0.45,62.76
2025-11-10 20:38:05,0,-0.05,24.02,0,-0.00,24.74,2.073299,2.073169,0.0,1,0.46,62.67
2025-11-10 20:40:05,0,-0.05,24.03,0,-0.00,24.74,2.073169,2.073299,0.0,1,0.43,61.91
2025-11-10 20:42:05,0,-0.06,24.02,0,-0.01,24.73,2.073169,2.073169,0.0,1,0.35,60.62
2025-11-10 20:44:05,0,-0.02,24.06,0,-0.00,24.74,2.073169,2.072994,0.0,1,0.42,59.98
2025-11-10 20:46:05,0,0.03,24.12,0,-0.00,24.74,2.072783,2.072783,0.0,1,0.42,59.53
2025-11-10 20:48:05,0,0.04,24.12,0,-0.00,24.74,2.072783,2.072783,0.0,1,0.27,57.98
2025-11-10 20:50:05,0,0.04,24.12,0,-0.00,24.74,2.073261,2.073261,0.0,1,0.41,57.45
2025-11-10 20:52:05,0,0.04,24.12,0,-0.00,24.74,2.075935,2.075483,0.0,1,0.41,58.14
2025-11-10 20:54:05,0,0.04,24.12,0,-0.00,24.74,2.075483,2.075483,0.0,1,0.41,58.31
2025-11-10 20:56:05,0,0.04,24.12,0,-0.00,24.74,2.075483,2.075483,0.0,1,0.41,58.31
2025-11-10 20:58:05,0,0.04,24.12,0,-0.00,24.74,2.07568,2.07568,0.0,1,0.41,58.05
2025-11-10 21:00:05,0,0.04,24.12,0,-0.00,24.74,2.07568,2.07568,0.0,1,0.40,57.88
2025-11-10 21:02:05,0,0.04,24.12,0,-0.00,24.74,2.075448,2.075448,0.0,1,0.25,56.86
2025-11-10 21:04:05,0,0.04,24.12,0,-0.00,24.74,2.075804,2.075804,0.0,1,0.38,56.28
2025-11-10 21:06:05,0,0.04,24.12,0,-0.00,24.74,2.075989,2.075804,0.0,1,0.39,56.28
2025-11-10 21:08:05,0,0.04,24.12,0,-0.00,24.74,2.075759,2.075916,0.0,1,0.39,56.53
2025-11-10 21:10:05,0,0.04,24.12,0,-0.00,24.74,2.075916,2.075759,0.0,1,0.39,56.19
2025-11-10 21:12:05,0,0.04,24.12,0,0.00,24.74,2.075292,2.075292,0.0,1,0.37,56.18
2025-11-10 21:14:05,0,0.04,24.12,0,0.00,24.74,2.074868,2.075094,0.0,1,0.38,55.79
2025-11-10 21:16:05,0,0.04,24.12,0,0.00,24.74,2.075094,2.074868,0.0,1,0.38,55.54
2025-11-10 21:18:05,0,0.04,24.12,0,0.00,24.74,2.074868,2.074868,0.0,1,0.30,54.73
2025-11-10 21:20:05,0,0.04,24.12,0,0.00,24.74,2.074655,2.074655,0.0,1,0.29,53.54
2025-11-10 21:22:05,0,0.04,24.12,0,0.00,24.74,2.074939,2.074939,0.0,1,0.28,53.07
2025-11-10 21:24:05,0,0.04,24.12,0,0.00,24.74,2.075043,2.075043,0.0,1,0.34,52.84
2025-11-10 21:26:05,0,0.04,24.12,0,0.00,24.74,2.074575,2.074575,0.0,1,0.42,53.15
2025-11-10 21:28:05,0,0.04,24.12,0,0.00,24.74,2.074575,2.074575,0.0,1,0.51,53.86
2025-11-10 21:30:05,0,0.02,24.12,0,-0.04,24.80,2.076463,2.076463,0.0,1,0.60,54.49
2025-11-10 21:32:05,0,-0.05,24.12,0,-0.00,24.84,2.077883,2.077883,0.0,1,0.54,55.05
2025-11-10 21:34:05,0,-0.04,24.14,0,-0.00,24.74,2.078475,2.078475,0.0,0,0.46,54.89
2025-11-10 21:36:05,0,-0.06,24.12,0,-0.02,24.67,2.078691,2.078691,0.0,0,0.40,54.33
2025-11-10 21:38:05,0,-0.05,24.13,0,-0.00,24.64,2.079974,2.079974,0.0,0,0.47,53.94
2025-11-10 21:40:05,0,0.02,24.21,0,-0.00,24.64,2.080508,2.080508,0.0,0,0.43,53.47
2025-11-10 21:42:05,0,0.04,24.23,0,-0.00,24.64,2.080508,2.080508,0.0,0,0.43,53.00
2025-11-10 21:44:05,0,0.04,24.23,0,-0.00,24.64,2.080508,2.080508,0.0,0,0.49,52.46
2025-11-10 21:46:05,0,0.04,24.23,0,-0.00,24.64,2.080601,2.080601,0.0,0,0.42,51.93
2025-11-10 21:48:05,0,0.04,24.23,0,-0.00,24.64,2.080894,2.080894,0.0,0,0.48,51.62
2025-11-10 21:50:05,0,0.04,24.23,0,-0.00,24.64,2.081626,2.081626,0.0,0,0.45,51.25
2025-11-10 21:52:05,0,-0.03,24.23,0,-0.00,24.64,2.081171,2.081626,0.0,0,0.42,50.37
2025-11-10 21:54:05,0,-0.06,24.23,0,-0.00,24.64,2.081225,2.081225,0.0,0,0.39,49.21
2025-11-10 21:56:05,0,-0.06,24.23,0,-0.00,24.64,2.08132,2.08132,0.0,0,0.38,48.28
2025-11-10 21:58:05,0,-0.04,24.23,0,-0.00,24.64,2.081881,2.082043,0.0,0,0.38,47.37
2025-11-10 22:00:05,0,0.01,24.23,0,-0.00,24.64,2.082043,2.081881,0.0,0,0.31,46.48
2025-11-10 22:02:05,0,0.04,24.23,0,-0.00,24.64,2.081358,2.081358,0.0,0,0.33,45.74
2025-11-10 22:04:05,0,0.04,24.23,0,-0.00,24.64,2.081155,2.081155,0.0,0,0.28,44.86
2025-11-10 22:06:05,0,0.04,24.23,0,-0.00,24.64,2.081155,2.081155,0.0,0,0.28,44.02
2025-11-10 22:08:05,0,0.04,24.23,0,0.00,24.64,2.081155,2.081155,0.0,0,0.33,43.63
2025-11-10 22:10:05,0,-0.02,24.15,0,0.00,24.64,2.081916,2.081916,0.0,0,0.29,43.30
2025-11-10 22:12:05,0,-0.06,24.12,0,0.00,24.64,2.082384,2.082384,0.0,0,0.28,43.05
2025-11-10 22:14:05,0,-0.06,24.12,0,0.00,24.64,2.082438,2.082406,0.0,0,0.28,42.79
2025-11-10 22:16:05,0,-0.04,24.12,0,0.00,24.64,2.082384,2.082384,0.0,0,0.33,42.59
2025-11-10 22:18:05,0,-0.03,24.12,0,0.00,24.64,2.082227,2.082227,0.0,0,0.33,42.35
2025-11-10 22:20:05,0,0.03,24.12,0,0.00,24.64,2.082123,2.082123,0.0,0,0.28,42.03
2025-11-10 22:22:05,0,0.04,24.12,0,0.00,24.64,2.081833,2.08197,0.0,0,0.27,41.78
2025-11-10 22:24:05,0,0.04,24.12,0,0.00,24.64,2.08197,2.081833,0.0,0,0.32,41.58
2025-11-10 22:26:05,0,0.04,24.12,0,0.00,24.64,2.081833,2.081948,0.0,0,0.27,41.40
2025-11-10 22:28:05,0,0.04,24.12,0,0.00,24.64,2.081693,2.081693,0.0,0,0.32,41.28
2025-11-10 22:30:05,0,0.04,24.12,0,0.00,24.64,2.081693,2.081693,0.0,0,0.27,41.03
2025-11-10 22:32:05,0,0.04,24.12,0,0.00,24.64,2.081457,2.081457,0.0,0,0.26,40.85
2025-11-10 22:34:05,0,0.04,24.12,0,-0.04,24.69,2.081043,2.081043,0.0,0,0.26,40.78
2025-11-10 22:36:05,0,0.04,24.12,0,-0.00,24.74,2.080992,2.080992,0.0,0,0.26,40.66
2025-11-10 22:38:05,0,0.04,24.12,0,-0.06,24.77,2.079675,2.079675,0.0,0,0.26,40.48
2025-11-10 22:40:05,0,0.04,24.12,0,-0.01,24.84,2.079675,2.079675,0.0,0,0.26,40.35
2025-11-10 22:42:05,0,0.04,24.12,0,-0.00,24.84,2.079576,2.079576,0.0,0,0.24,40.23
2025-11-10 22:44:05,0,0.03,24.11,0,-0.00,24.84,2.079318,2.079318,0.0,0,0.25,40.17
2025-11-10 22:46:05,0,-0.01,24.06,0,-0.00,24.84,2.078411,2.078411,0.0,0,0.26,40.11
2025-11-10 22:48:05,0,-0.04,24.04,0,-0.05,24.79,2.078411,2.078411,0.0,0,0.25,40.10
2025-11-10 22:50:05,0,-0.06,24.02,0,-0.04,24.74,2.078322,2.078322,0.0,0,0.26,39.99
2025-11-10 22:52:05,0,-0.06,24.02,0,-0.00,24.74,2.078054,2.078054,0.0,0,0.24,39.93
2025-11-10 22:54:05,0,-0.05,24.02,0,-0.00,24.74,2.077739,2.077739,0.0,0,0.23,39.80
2025-11-10 22:56:05,0,0.01,24.02,0,-0.00,24.74,2.076765,2.076765,0.0,0,0.26,39.74
2025-11-10 22:58:05,0,0.04,24.02,0,-0.00,24.74,2.076743,2.076765,0.0,0,0.21,39.68
2025-11-10 23:00:05,0,0.04,24.02,0,-0.00,24.74,2.076778,2.076743,0.0,0,0.24,39.62
2025-11-10 23:02:05,0,0.04,24.02,0,-0.00,24.74,2.076275,2.076275,0.0,0,0.26,39.56
2025-11-10 23:04:05,0,0.04,24.02,0,-0.00,24.74,2.07568,2.07568,0.0,0,0.25,39.38
2025-11-10 23:06:05,0,0.04,24.02,0,-0.00,24.74,2.075677,2.07568,0.0,0,0.18,39.29
2025-11-10 23:08:05,0,0.04,24.02,0,-0.00,24.74,2.075597,2.075597,0.0,0,0.25,39.20
2025-11-10 23:10:05,0,-0.03,23.94,0,-0.00,24.74,2.075263,2.075263,0.0,0,0.21,39.09
2025-11-10 23:12:05,0,-0.06,23.92,0,-0.00,24.74,2.074954,2.074954,0.0,0,0.25,39.02
2025-11-10 23:14:05,0,-0.05,23.92,0,-0.00,24.74,2.074143,2.074254,0.0,0,0.20,38.84
2025-11-10 23:16:05,0,0.00,23.92,0,-0.00,24.74,2.074108,2.074108,0.0,0,0.24,38.78
2025-11-10 23:18:05,0,0.04,23.92,0,-0.00,24.74,2.073738,2.073738,0.0,0,0.20,38.72
2025-11-10 23:20:05,0,0.04,23.92,0,-0.00,24.74,2.073334,2.073334,0.0,0,0.24,38.66
2025-11-10 23:22:05,0,0.04,23.92,0,0.00,24.74,2.073083,2.073334,0.0,0,0.25,38.54
2025-11-10 23:24:05,0,0.04,23.92,0,0.00,24.74,2.073334,2.073153,0.0,0,0.20,38.42
2025-11-10 23:26:05,0,-0.01,23.86,0,0.00,24.74,2.072984,2.072984,0.0,0,0.19,38.36
2025-11-10 23:28:05,0,-0.04,23.83,0,0.00,24.74,2.072354,2.072354,0.0,0,0.22,38.24
2025-11-10 23:30:05,0,-0.04,23.83,0,0.00,24.74,2.072354,2.072363,0.0,0,0.19,38.12
2025-11-10 23:32:05,0,-0.06,23.82,0,-0.04,24.69,2.072659,2.072659,0.0,0,0.21,38.02
2025-11-10 23:34:05,0,-0.06,23.82,0,-0.09,24.64,2.072659,2.072659,0.0,0,0.19,37.95
2025-11-10 23:36:05,0,-0.04,23.82,0,-0.08,24.64,2.072628,2.072628,0.0,0,0.21,37.85
2025-11-10 23:38:05,0,0.01,23.82,0,-0.01,24.64,2.07244,2.07244,0.0,0,0.19,37.71
2025-11-10 23:40:05,0,0.04,23.82,0,-0.00,24.64,2.072357,2.072357,0.0,0,0.24,37.65
2025-11-10 23:42:05,0,0.04,23.82,0,-0.00,24.64,2.072299,2.072299,0.0,0,0.20,37.47
2025-11-10 23:44:05,0,0.04,23.82,0,-0.00,24.64,2.071832,2.071832,0.0,0,0.15,37.38
2025-11-10 23:46:05,0,0.04,23.82,0,-0.00,24.64,2.071829,2.071829,0.0,0,0.14,37.31
2025-11-10 23:48:05,0,0.01,23.79,0,-0.01,24.63,2.071816,2.071816,0.0,0,0.19,37.20
2025-11-10 23:50:05,0,-0.03,23.73,0,-0.05,24.54,2.071485,2.071768,0.0,0,0.18,37.12
2025-11-10 23:52:05,0,-0.06,23.71,0,-0.05,24.53,2.071485,2.071485,0.0,0,0.23,37.12
2025-11-10 23:54:05,0,-0.06,23.71,0,-0.01,24.53,2.071485,2.071485,0.0,0,0.16,36.97
2025-11-10 23:56:05,0,-0.04,23.71,0,-0.00,24.53,2.071042,2.07124,0.0,0,0.18,36.77
2025-11-10 23:58:05,0,0.02,23.71,0,-0.00,24.53,2.07124,2.071042,0.0,0,0.15,36.66
2025-11-11 00:00:05,0,0.04,23.71,0,-0.00,24.53,2.071042,2.07124,0.0,0,0.18,36.60
2025-11-11 00:02:05,0,0.04,23.71,0,-0.06,24.54,2.071625,2.071625,0.0,0,0.18,36.54
2025-11-11 00:04:05,0,0.04,23.71,0,-0.01,24.64,2.07109,2.071271,0.0,0,0.16,36.42
2025-11-11 00:06:05,0,0.04,23.71,0,-0.00,24.64,2.071214,2.071214,0.0,0,0.21,36.19
2025-11-11 00:08:05,0,0.04,23.71,0,-0.00,24.64,2.071214,2.071214,0.0,0,0.18,35.67
