Timestamp,Weight (kg),w_smooth,consumption (kg),Usage EXACT 29310,Gradient EXACT 29310,Temperature EXACT 29310
2025-11-13 12:15:28,-0.000462,,0.0,0,0.00,29.38
2025-11-13 12:17:28,-0.000413,-0.000413,0.0,0,0.00,29.60
2025-11-13 12:19:28,0.000182,0.000182,0.0,0,0.00,30.03
2025-11-13 12:21:28,0.00093,0.00093,0.0,0,0.02,30.54
2025-11-13 12:23:28,0.00283,0.00283,0.0,0,0.00,30.67
2025-11-13 12:25:28,0.004314,0.004314,0.0,0,0.00,30.84
2025-11-13 12:27:28,0.004484,0.004484,0.0,0,-0.04,30.78
2025-11-13 12:29:28,0.005858,0.005858,0.0,0,0.04,30.84
2025-11-13 12:31:28,0.006502,0.006502,0.0,0,0.04,30.94
2025-11-13 12:33:28,0.007046,0.007046,0.0,0,0.00,31.16
2025-11-13 12:35:28,0.007329,0.007329,0.0,0,-0.04,31.45
2025-11-13 12:37:28,0.008384,0.008384,0.0,0,-0.00,31.60
2025-11-13 12:39:28,0.008685,0.008539,0.0,0,-0.00,31.54
2025-11-13 12:41:28,0.008384,0.008539,0.0,0,-0.02,31.36
2025-11-13 12:43:28,0.008363,0.008384,0.0,0,-0.05,31.05
2025-11-13 12:45:28,0.008807,0.008363,0.0,0,-0.00,31.16
2025-11-13 12:47:28,0.008363,0.008363,0.0,0,-0.05,31.60
2025-11-13 12:49:28,0.008244,0.008244,0.0,0,-0.05,31.92
2025-11-13 12:51:28,0.008582,0.008582,0.0,0,0.05,33.47
2025-11-13 12:53:28,0.009044,0.009044,0.0,0,0.06,35.39
2025-11-13 12:55:28,0.011463,0.011004,0.0,0,0.05,35.83
2025-11-13 12:57:28,0.011004,0.011308,0.0,0,0.06,36.95
2025-11-13 12:59:28,0.011308,0.011308,0.0,0,0.01,37.12
2025-11-13 13:01:28,0.01181,0.01181,0.0,0,0.05,36.77
2025-11-13 13:03:28,0.013503,0.013436,0.0,0,0.03,37.26
2025-11-13 13:05:28,0.013436,0.013436,0.0,0,0.06,37.24
2025-11-13 13:07:28,0.013056,0.013056,0.0,0,0.05,36.76
2025-11-13 13:09:28,0.012916,0.01292,0.0,0,0.01,36.02
2025-11-13 13:11:28,0.01292,0.01292,0.0,0,-0.04,34.59
2025-11-13 13:13:28,0.01292,0.01292,0.0,0,0.05,33.41
2025-11-13 13:15:28,0.01361,0.01361,0.0,0,-0.04,32.36
2025-11-13 13:17:28,0.013895,0.013895,0.0,0,-0.01,31.59
2025-11-13 13:19:28,0.013895,0.013895,0.0,0,0.04,31.05
2025-11-13 13:21:28,0.014461,0.014461,0.0,0,-0.04,30.51
2025-11-13 13:23:28,0.014835,0.014835,0.0,0,-0.00,30.19
2025-11-13 13:25:28,0.015491,0.015491,0.0,0,0.04,29.92
2025-11-13 13:27:28,0.016282,0.016282,0.0,0,0.05,29.70
2025-11-13 13:29:28,0.01675,0.01675,0.0,0,-0.01,29.53
2025-11-13 13:31:28,0.016759,0.016759,0.0,0,-0.00,29.38
2025-11-13 13:33:28,0.0173,0.0173,0.0,0,-0.00,29.22
2025-11-13 13:35:28,0.012637,0.012637,0.0,0,-0.05,28.80
2025-11-13 13:37:28,0.012637,0.012637,0.0,0,-0.05,28.38
2025-11-13 13:39:28,0.014622,0.014622,0.0,0,-0.00,28.06
2025-11-13 13:41:28,0.014622,0.014865,0.0,0,-0.00,27.80
2025-11-13 13:43:28,0.014865,0.014865,0.0,0,0.04,27.59
2025-11-13 13:45:28,0.015619,0.015619,0.0,0,0.00,27.38
2025-11-13 13:47:28,0.017014,0.017014,0.0,0,0.03,27.25
2025-11-13 13:49:28,0.018586,0.018586,0.0,0,0.00,27.12
2025-11-13 13:51:28,1.314416,1.314416,0.0,0,0.00,27.04
2025-11-13 13:53:28,1.315991,1.315991,0.0,0,0.05,27.01
2025-11-13 13:55:28,1.316121,1.3161,0.0,0,-0.00,26.91
2025-11-13 13:57:28,1.315991,1.315991,0.0,0,0.04,26.91
2025-11-13 13:59:28,1.314909,1.314909,0.0,0,-0.00,26.85
2025-11-13 14:01:28,1.313829,1.313829,0.0,0,0.04,26.81
2025-11-13 14:03:28,1.313769,1.313769,0.0,0,0.05,26.81
2025-11-13 14:05:28,1.312717,1.312717,0.0,0,-0.03,26.72
2025-11-13 14:07:28,1.312367,1.312367,0.0,0,-0.00,26.70
2025-11-13 14:09:28,1.310935,1.310935,0.0,0,-0.00,26.65
