Timestamp,Usage EXACT 29466,Gradient EXACT 29466,Temperature EXACT 29466,Usage EXACT 29472,Gradient EXACT 29472,Temperature EXACT 29472
2025-11-20 15:41:39,1,0.66,62.67,0,0.35,45.43
2025-11-20 15:43:39,1,0.62,61.54,0,0.30,44.74
2025-11-20 15:45:39,1,0.54,60.25,0,0.23,43.89
2025-11-20 15:47:39,1,0.49,58.66,0,0.27,43.05
2025-11-20 15:49:39,1,0.54,57.20,0,0.17,42.16
2025-11-20 15:51:39,1,0.53,56.04,0,0.15,41.40
2025-11-20 15:53:39,1,0.54,53.98,0,0.15,40.66
2025-11-20 15:55:39,1,0.57,53.54,0,0.15,39.92
2025-11-20 15:57:39,1,0.49,52.46,0,0.10,39.26
2025-11-20 15:59:39,1,0.44,50.74,0,0.05,38.48
2025-11-20 16:01:39,1,0.51,50.07,0,0.08,37.71
2025-11-20 16:03:39,1,0.76,52.56,0,0.08,36.83
2025-11-20 16:05:39,1,1.03,57.64,0,0.07,36.02
2025-11-20 16:07:39,1,1.32,64.15,0,0.08,35.27
2025-11-20 16:09:39,1,1.45,70.16,0,0.03,34.54
2025-11-20 16:11:39,1,1.31,75.10,0,0.07,33.80
2025-11-20 16:13:39,1,1.37,78.85,0,0.03,33.14
2025-11-20 16:15:39,1,1.28,81.61,0,0.03,32.58
2025-11-20 16:17:39,1,1.33,83.61,0,0.03,31.98
2025-11-20 16:19:39,1,1.09,84.09,0,0.03,31.49
2025-11-20 16:21:39,1,1.21,85.06,0,0.03,31.05
2025-11-20 16:23:39,1,1.23,84.73,0,0.01,30.55
2025-11-20 16:25:39,1,1.20,86.22,0,0.03,30.08
2025-11-20 16:27:39,1,1.28,86.39,0,0.03,29.65
2025-11-20 16:29:39,1,1.19,85.47,0,-0.02,29.33
2025-11-20 16:31:39,1,1.25,85.39,0,-0.00,29.14
2025-11-20 16:33:39,1,1.25,85.97,0,0.03,28.96
2025-11-20 16:35:39,0,1.27,85.89,0,0.02,28.75
2025-11-20 16:37:39,0,1.25,85.06,0,0.03,28.54
2025-11-20 16:39:39,0,1.26,84.25,0,0.03,28.32
2025-11-20 16:41:39,0,1.03,82.37,0,-0.02,28.11
2025-11-20 16:43:39,0,1.16,81.60,0,0.03,28.01
2025-11-20 16:45:39,0,0.98,80.86,0,0.02,27.89
2025-11-20 16:47:39,0,0.93,79.98,0,-0.02,27.80
2025-11-20 16:49:39,0,0.90,78.03,0,-0.02,27.69
2025-11-20 16:51:39,0,0.87,75.22,0,-0.02,27.59
2025-11-20 16:53:39,0,0.76,72.73,0,0.02,27.53
2025-11-20 16:55:39,0,0.70,69.81,0,0.03,27.43
2025-11-20 16:57:39,0,0.64,67.19,0,0.03,27.33
2025-11-20 16:59:39,0,0.69,65.50,0,-0.02,27.22
2025-11-20 17:01:39,0,0.61,65.32,0,0.03,27.22
2025-11-20 17:03:39,0,0.57,63.92,0,-0.01,27.18
2025-11-20 17:05:39,0,0.54,62.57,0,-0.02,27.12
2025-11-20 17:07:39,0,0.53,61.35,0,0.03,27.12
2025-11-20 17:09:39,0,0.69,61.44,0,-0.04,27.01
2025-11-20 17:11:39,0,0.54,61.16,0,0.02,27.01
2025-11-20 17:13:39,0,0.51,60.25,0,-0.02,26.96
2025-11-20 17:15:39,0,0.53,59.83,0,0.03,26.91
2025-11-20 17:17:39,0,0.55,60.07,0,-0.02,26.86
2025-11-20 17:19:39,0,0.59,59.06,0,0.03,26.81
2025-11-20 17:21:39,0,0.49,58.14,0,0.03,26.81
2025-11-20 17:23:39,0,0.42,57.28,0,0.02,26.80
2025-11-20 17:25:39,0,0.45,56.45,0,0.03,26.81
2025-11-20 17:27:39,0,0.45,56.11,0,-0.02,26.75
2025-11-20 17:29:39,0,0.49,55.44,0,-0.06,26.70
2025-11-20 17:31:39,0,0.45,55.78,0,0.02,26.70
2025-11-20 17:33:39,1,0.53,56.78,0,0.03,26.70
2025-11-20 17:35:39,1,0.62,57.45,0,-0.02,26.60
2025-11-20 17:37:39,1,0.49,58.05,0,-0.02,26.54
2025-11-20 17:39:39,1,0.44,58.05,0,0.03,26.49
2025-11-20 17:41:39,1,0.47,57.62,0,-0.04,26.41
2025-11-20 17:43:39,1,0.39,56.86,0,0.02,26.39
2025-11-20 17:45:39,1,0.31,56.13,0,-0.02,26.29
2025-11-20 17:47:39,1,0.28,55.21,0,-0.02,26.23
2025-11-20 17:49:39,1,0.27,54.49,0,0.03,26.18
2025-11-20 17:51:39,1,0.33,53.78,0,-0.02,26.12
2025-11-20 17:53:39,1,0.31,53.31,0,0.01,26.08
2025-11-20 17:55:39,1,0.28,53.26,0,0.03,26.08
2025-11-20 17:57:39,1,0.31,52.84,0,0.03,26.08
2025-11-20 17:59:39,1,0.27,52.56,0,0.03,26.08
2025-11-20 18:01:39,1,0.39,52.62,0,-0.02,26.08
2025-11-20 18:03:39,1,0.40,52.38,0,-0.06,26.08
2025-11-20 18:05:39,1,0.33,52.38,0,0.01,26.17
2025-11-20 18:07:39,1,0.40,52.92,0,0.03,26.18
2025-11-20 18:09:39,1,0.38,53.44,0,0.03,26.18
2025-11-20 18:11:39,0,0.34,53.36,0,-0.02,26.13
2025-11-20 18:13:39,0,0.27,53.15,0,-0.06,26.08
2025-11-20 18:15:39,0,0.25,52.77,0,-0.02,26.08
2025-11-20 18:17:39,0,0.27,52.11,0,0.03,26.08
2025-11-20 18:19:39,0,0.31,51.47,0,0.03,26.08
2025-11-20 18:21:39,0,0.29,51.08,0,-0.02,26.08
2025-11-20 18:23:39,0,0.25,50.81,0,-0.02,26.13
2025-11-20 18:25:39,0,0.23,50.44,0,0.03,26.18
2025-11-20 18:27:39,0,0.23,50.07,0,0.03,26.18
2025-11-20 18:29:39,0,0.36,49.78,0,0.00,26.14
2025-11-20 18:31:39,0,0.24,49.64,0,-0.05,26.09
2025-11-20 18:33:39,0,0.29,49.57,0,-0.02,26.08
2025-11-20 18:35:39,0,0.23,49.35,0,0.02,26.08
2025-11-20 18:37:39,0,0.21,48.21,0,-0.04,25.99
2025-11-20 18:39:39,0,0.29,47.74,0,0.02,25.98
2025-11-20 18:41:39,0,0.24,47.67,0,0.03,25.98
2025-11-20 18:43:39,0,0.28,47.79,0,-0.02,25.87
2025-11-20 18:45:39,0,0.27,47.93,0,-0.02,25.82
2025-11-20 18:47:39,0,0.23,48.07,0,0.03,25.77
2025-11-20 18:49:39,0,0.22,47.94,0,0.00,25.66
2025-11-20 18:51:39,0,0.23,47.95,0,0.00,25.56
2025-11-20 18:53:39,0,0.27,48.00,0,-0.02,25.46
2025-11-20 18:55:39,0,0.23,48.07,0,-0.00,25.33
2025-11-20 18:57:39,0,0.21,47.95,0,0.03,25.25
2025-11-20 18:59:39,0,0.21,47.93,0,-0.02,25.15
2025-11-20 19:01:39,0,0.26,47.93,0,-0.05,25.05
2025-11-20 19:03:39,0,0.29,47.60,0,0.02,25.05
2025-11-20 19:05:39,0,0.31,47.27,0,-0.02,25.05
2025-11-20 19:07:39,0,0.22,47.10,0,-0.02,24.94
2025-11-20 19:09:39,0,0.20,46.89,0,-0.06,24.43
2025-11-20 19:11:39,0,0.14,46.55,0,0.02,23.97
2025-11-20 19:13:39,0,0.13,46.06,0,0.03,24.58
2025-11-20 19:15:39,0,0.09,45.47,0,0.03,25.15
2025-11-20 19:17:39,0,0.18,44.80,0,0.11,25.56
2025-11-20 19:19:39,0,0.18,43.37,0,0.13,25.97
2025-11-20 19:21:39,0,0.13,42.48,0,0.08,26.33
2025-11-20 19:23:39,0,0.17,41.71,0,0.04,26.70
2025-11-20 19:25:39,0,0.11,40.97,0,0.03,27.11
2025-11-20 19:27:39,0,0.15,40.11,0,0.04,27.55
2025-11-20 19:29:39,0,0.15,39.20,0,0.12,28.06
2025-11-20 19:31:39,0,0.15,38.48,0,0.13,28.48
2025-11-20 19:33:39,0,0.15,37.83,0,0.08,28.80
2025-11-20 19:35:39,0,0.14,37.41,0,0.13,29.17
2025-11-20 19:37:39,0,0.14,37.00,0,0.13,29.49
2025-11-20 19:39:39,0,0.10,36.56,0,0.13,29.87
2025-11-20 19:41:39,0,0.14,36.25,1,0.18,30.30
2025-11-20 19:43:39,0,0.09,35.90,1,0.14,30.62
2025-11-20 19:45:39,0,0.07,35.67,1,0.19,31.16
2025-11-20 19:47:39,0,0.13,35.44,1,0.24,31.60
2025-11-20 19:49:39,0,0.13,35.32,1,0.19,31.98
2025-11-20 19:51:39,0,0.08,35.03,1,0.19,32.36
2025-11-20 19:53:39,0,0.08,34.82,1,0.19,32.52
2025-11-20 19:55:39,0,0.12,34.65,1,0.19,32.69
2025-11-20 19:57:39,0,0.09,34.44,1,0.24,32.86
2025-11-20 19:59:39,0,0.13,34.37,1,0.25,33.14
2025-11-20 20:01:39,0,0.13,34.37,1,0.25,33.41
2025-11-20 20:03:39,0,0.08,34.48,1,0.25,33.69
2025-11-20 20:05:39,0,0.06,34.65,1,0.25,33.97
2025-11-20 20:07:39,0,0.11,34.82,1,0.29,34.31
2025-11-20 20:09:39,0,0.09,34.78,1,0.30,34.65
2025-11-20 20:11:39,0,0.05,34.72,1,0.35,35.04
2025-11-20 20:13:39,0,0.12,34.76,1,0.31,35.38
2025-11-20 20:15:39,0,0.08,34.53,1,0.27,35.73
2025-11-20 20:17:39,0,0.07,34.48,1,0.31,36.07
2025-11-20 20:19:39,0,0.12,34.48,1,0.34,36.54
2025-11-20 20:21:39,0,0.13,34.31,1,0.28,37.18
2025-11-20 20:23:39,0,0.13,34.08,1,0.35,37.93
2025-11-20 20:25:39,0,0.08,33.86,1,0.38,38.72
2025-11-20 20:27:39,0,0.12,33.75,1,0.44,39.50
2025-11-20 20:29:39,0,0.07,33.58,1,0.45,39.93
2025-11-20 20:31:39,0,0.11,33.41,1,0.44,40.28
2025-11-20 20:33:39,0,0.03,33.25,1,0.50,40.29
2025-11-20 20:35:39,0,0.06,33.19,1,0.46,40.29
2025-11-20 20:37:39,0,0.07,33.08,1,0.47,40.96
2025-11-20 20:39:39,0,0.12,32.97,1,0.56,42.35
2025-11-20 20:41:39,0,0.08,32.75,1,0.54,44.08
2025-11-20 20:43:39,0,0.13,32.63,1,0.49,45.27
2025-11-20 20:45:39,0,0.07,32.41,1,0.44,45.80
2025-11-20 20:47:39,0,0.11,32.30,0,0.41,45.66
2025-11-20 20:49:39,0,0.06,32.14,0,0.30,45.00
2025-11-20 20:51:39,0,0.11,32.14,0,0.23,44.02
2025-11-20 20:53:39,0,0.10,32.03,0,0.21,42.92
2025-11-20 20:55:39,0,0.04,31.94,0,0.16,41.65
2025-11-20 20:57:39,0,0.06,31.87,0,0.15,40.41
2025-11-20 20:59:39,0,0.11,31.82,0,0.14,39.20
2025-11-20 21:01:39,0,0.07,31.71,0,0.04,38.00
2025-11-20 21:03:39,0,0.06,31.60,0,0.08,36.95
2025-11-20 21:05:39,0,0.04,31.46,0,0.03,35.96
2025-11-20 21:07:39,0,0.06,31.21,0,0.03,35.04
2025-11-20 21:09:39,0,0.06,31.05,0,0.05,34.28
2025-11-20 21:11:39,0,0.06,31.00,0,0.03,33.52
2025-11-20 21:13:39,0,0.11,31.05,0,-0.01,32.86
2025-11-20 21:15:39,0,0.02,31.05,0,0.03,32.30
2025-11-20 21:17:39,0,0.01,31.05,0,-0.02,31.77
2025-11-20 21:19:39,0,0.01,31.05,0,0.03,31.27
2025-11-20 21:21:39,0,0.04,31.10,0,0.03,30.84
2025-11-20 21:23:39,0,0.04,31.16,0,0.03,30.40
2025-11-20 21:25:39,0,0.06,31.14,0,-0.02,29.97
2025-11-20 21:27:39,0,0.01,31.05,0,0.03,29.65
2025-11-20 21:29:39,0,0.11,31.05,0,0.02,29.32
2025-11-20 21:31:39,0,0.06,31.00,0,0.03,29.07
2025-11-20 21:33:39,0,0.02,30.95,0,-0.02,28.75
2025-11-20 21:35:39,0,0.06,30.89,0,0.03,28.54
2025-11-20 21:37:39,0,0.01,30.67,0,0.03,28.32
2025-11-20 21:39:39,0,0.01,30.46,0,-0.02,28.11
2025-11-20 21:41:39,0,0.05,30.34,0,-0.02,27.96
2025-11-20 21:43:39,0,0.10,30.23,0,0.02,27.80
2025-11-20 21:45:39,0,0.02,30.03,0,-0.02,27.63
2025-11-20 21:47:39,0,0.02,29.88,0,-0.00,27.48
2025-11-20 21:49:39,0,0.06,29.76,0,0.03,27.38
2025-11-20 21:51:39,0,0.01,29.60,0,-0.02,27.22
2025-11-20 21:53:39,0,0.06,29.55,0,-0.01,27.12
2025-11-20 21:55:39,0,0.04,29.44,0,0.03,27.01
2025-11-20 21:57:39,0,0.10,29.44,0,-0.02,26.91
2025-11-20 21:59:39,0,0.02,29.33,0,-0.02,26.81
2025-11-20 22:01:39,0,0.01,29.33,0,-0.02,26.75
2025-11-20 22:03:39,0,0.06,29.28,0,-0.00,26.67
2025-11-20 22:05:39,0,0.05,29.23,0,0.02,26.60
2025-11-20 22:07:39,0,0.10,29.23,0,-0.02,26.49
2025-11-20 22:09:39,0,0.05,29.15,0,-0.02,26.44
2025-11-20 22:11:39,0,0.01,29.12,0,0.03,26.39
2025-11-20 22:13:39,0,0.06,29.12,0,-0.02,26.29
2025-11-20 22:15:39,0,0.10,29.11,0,-0.02,26.23
2025-11-20 22:17:39,0,0.04,29.04,0,0.03,26.18
2025-11-20 22:19:39,0,0.02,29.02,0,-0.02,26.08
2025-11-20 22:21:39,0,0.05,29.02,0,0.03,26.08
2025-11-20 22:23:39,0,0.01,29.02,0,-0.01,25.98
2025-11-20 22:25:39,0,0.01,29.02,0,-0.02,25.92
2025-11-20 22:27:39,0,0.06,29.02,0,0.03,25.87
2025-11-20 22:29:39,0,0.01,28.91,0,-0.02,25.82
2025-11-20 22:31:39,0,0.06,28.91,0,-0.01,25.77
2025-11-20 22:33:39,0,0.04,28.80,0,0.03,25.77
2025-11-20 22:35:39,0,0.01,28.70,0,-0.05,25.66
2025-11-20 22:37:39,0,0.06,28.64,0,0.02,25.66
2025-11-20 22:39:39,0,0.04,28.54,0,-0.02,25.61
2025-11-20 22:41:39,0,0.01,28.43,0,0.02,25.55
2025-11-20 22:43:39,0,0.04,28.32,0,-0.02,25.41
2025-11-20 22:45:39,0,0.01,28.22,0,0.03,25.36
2025-11-20 22:47:39,0,0.01,28.11,0,-0.02,25.29
2025-11-20 22:49:39,0,0.04,28.06,0,0.02,25.25
2025-11-20 22:51:39,0,0.01,27.96,0,-0.02,25.20
2025-11-20 22:53:39,0,0.07,27.95,0,0.02,25.15
2025-11-20 22:55:39,0,0.02,27.86,0,-0.02,25.10
2025-11-20 22:57:39,0,0.01,27.85,0,0.03,25.05
2025-11-20 22:59:39,0,0.05,27.85,0,-0.04,24.94
2025-11-20 23:01:39,0,0.09,27.83,0,0.01,24.93
2025-11-20 23:03:39,0,0.06,27.85,0,-0.04,24.84
2025-11-20 23:05:39,0,0.02,27.85,0,0.02,24.84
2025-11-20 23:07:39,0,0.01,27.85,0,-0.02,24.78
2025-11-20 23:09:39,0,0.02,27.85,0,-0.01,24.74
2025-11-20 23:11:39,0,0.00,27.75,0,-0.01,24.69
2025-11-20 23:13:39,0,0.00,27.75,0,-0.00,24.64
2025-11-20 23:15:39,0,0.00,27.64,0,-0.02,24.58
2025-11-20 23:17:39,0,0.00,27.59,0,-0.01,24.53
2025-11-20 23:19:39,0,0.02,27.55,0,0.03,24.53
2025-11-20 23:21:39,0,0.00,27.54,0,-0.04,24.44
2025-11-20 23:23:39,0,0.00,27.54,0,0.02,24.43
2025-11-20 23:25:39,0,0.00,27.54,0,0.00,24.39
2025-11-20 23:27:39,0,0.02,27.48,0,-0.03,24.33
2025-11-20 23:29:39,0,0.00,27.43,0,0.02,24.33
2025-11-20 23:31:39,0,0.00,27.43,0,0.02,24.32
2025-11-20 23:33:39,0,0.01,27.38,0,-0.06,24.23
2025-11-20 23:35:39,0,0.00,27.33,0,0.00,24.23
2025-11-20 23:37:39,0,0.04,27.27,0,0.03,24.23
2025-11-20 23:39:39,0,0.00,27.22,0,-0.02,24.16
2025-11-20 23:41:39,0,0.01,27.17,0,-0.02,24.12
2025-11-20 23:43:39,0,0.00,27.12,0,0.02,24.12
2025-11-20 23:45:39,0,0.00,27.01,0,0.03,24.12
2025-11-20 23:47:39,0,0.00,26.92,0,0.00,24.09
2025-11-20 23:49:39,0,0.00,26.91,0,-0.06,24.02
2025-11-20 23:51:39,0,0.00,26.81,0,-0.01,24.02
2025-11-20 23:53:39,0,0.00,26.81,0,0.03,24.02
2025-11-20 23:55:39,0,0.00,26.81,0,0.03,24.02
2025-11-20 23:57:39,0,0.00,26.81,0,-0.04,23.93
2025-11-20 23:59:39,0,0.03,26.85,0,-0.06,23.92
2025-11-21 00:01:39,0,0.00,26.81,0,0.02,23.92
2025-11-21 00:03:39,0,0.00,26.81,0,0.03,23.92
2025-11-21 00:05:39,0,0.00,26.81,0,0.00,23.88
2025-11-21 00:07:39,0,0.00,26.81,0,-0.06,23.82
2025-11-21 00:09:39,0,0.00,26.81,0,0.00,23.82
2025-11-21 00:11:39,0,-0.01,26.75,0,0.03,23.82
2025-11-21 00:13:39,0,-0.00,26.70,0,0.02,23.81
2025-11-21 00:15:39,0,-0.00,26.70,0,-0.06,23.71
2025-11-21 00:17:39,0,-0.04,26.61,0,-0.07,23.71
2025-11-21 00:19:39,0,-0.00,26.60,0,0.02,23.71
2025-11-21 00:21:39,0,-0.00,26.60,0,0.03,23.71
2025-11-21 00:23:39,0,-0.00,26.54,0,0.03,23.71
2025-11-21 00:25:39,0,-0.00,26.49,0,0.00,23.68
2025-11-21 00:27:39,0,-0.00,26.44,0,-0.06,23.61
2025-11-21 00:29:39,0,-0.00,26.39,0,-0.06,23.61
2025-11-21 00:31:39,0,-0.00,26.29,0,0.02,23.61
2025-11-21 00:33:39,0,-0.03,26.19,0,0.03,23.61
2025-11-21 00:35:39,0,-0.01,26.14,0,0.03,23.61
2025-11-21 00:37:39,0,-0.00,26.08,0,-0.05,23.52
2025-11-21 00:39:39,0,-0.00,26.03,0,-0.06,23.51
2025-11-21 00:41:39,0,-0.00,25.98,0,0.02,23.51
2025-11-21 00:43:39,0,-0.02,25.92,0,0.03,23.51
2025-11-21 00:45:39,0,-0.00,25.87,0,0.02,23.50
2025-11-21 00:47:39,0,0.01,25.83,0,-0.06,23.41
2025-11-21 00:49:39,0,0.00,25.77,0,-0.01,23.41
2025-11-21 00:51:39,0,0.00,25.77,0,0.03,23.41
2025-11-21 00:53:39,0,-0.04,25.68,0,0.03,23.41
2025-11-21 00:55:39,0,-0.00,25.66,0,-0.04,23.33
2025-11-21 00:57:39,0,-0.00,25.66,0,-0.07,23.31
2025-11-21 00:59:39,0,-0.00,25.66,0,0.02,23.31
2025-11-21 01:01:39,0,-0.00,25.66,0,0.03,23.31
2025-11-21 01:03:39,0,-0.00,25.66,0,0.02,23.30
2025-11-21 01:05:39,0,-0.00,25.66,0,-0.05,23.21
2025-11-21 01:07:39,0,-0.00,25.66,0,-0.05,23.21
2025-11-21 01:09:39,0,-0.03,25.59,0,0.02,23.21
2025-11-21 01:11:39,0,-0.00,25.56,0,0.03,23.21
2025-11-21 01:13:39,0,-0.00,25.56,0,0.03,23.21
2025-11-21 01:15:39,0,-0.00,25.56,0,-0.02,23.14
2025-11-21 01:17:39,0,-0.00,25.56,0,-0.07,23.10
2025-11-21 01:19:39,0,-0.00,25.56,0,-0.04,23.10
2025-11-21 01:21:39,0,-0.00,25.56,0,0.02,23.10
2025-11-21 01:23:39,0,-0.00,25.56,0,0.03,23.10
2025-11-21 01:25:39,0,-0.00,25.56,0,0.03,23.10
2025-11-21 01:27:39,0,-0.05,25.46,0,-0.04,23.02
2025-11-21 01:29:39,0,-0.00,25.46,0,-0.07,23.00
2025-11-21 01:31:39,0,-0.00,25.46,0,0.02,23.00
2025-11-21 01:33:39,0,-0.02,25.36,0,0.03,23.00
2025-11-21 01:35:39,0,-0.00,25.36,0,0.03,23.00
2025-11-21 01:37:39,0,-0.05,25.29,0,0.01,22.98
2025-11-21 01:39:39,0,-0.01,25.25,0,-0.06,22.90
2025-11-21 01:41:39,0,0.02,25.23,0,-0.07,22.90
2025-11-21 01:43:39,0,0.00,25.15,0,-0.01,22.90
2025-11-21 01:45:39,0,0.00,25.15,0,0.03,22.90
