Timestamp,Usage EXACT 29548,Gradient EXACT 29548,Temperature EXACT 29548,Usage EXACT 29548,Gradient EXACT 29548,Temperature EXACT 29548
2025-11-20 19:08:58,1,0.52,62.10,1,0.52,62.10
2025-11-20 19:10:58,1,0.40,59.45,1,0.40,59.45
2025-11-20 19:12:58,1,0.31,54.36,1,0.31,54.36
2025-11-20 19:14:58,1,0.40,51.41,1,0.40,51.41
2025-11-20 19:16:58,1,0.27,48.92,1,0.27,48.92
2025-11-20 19:18:58,1,0.18,46.15,1,0.18,46.15
2025-11-20 19:20:58,1,0.27,44.80,1,0.27,44.80
2025-11-20 19:22:58,1,0.36,45.06,1,0.36,45.06
2025-11-20 19:24:58,1,0.37,46.41,1,0.37,46.41
2025-11-20 19:26:58,1,0.32,47.65,1,0.32,47.65
2025-11-20 19:28:58,1,0.32,49.21,1,0.32,49.21
2025-11-20 19:30:58,1,0.46,50.08,1,0.46,50.08
2025-11-20 19:32:58,1,0.42,52.23,1,0.42,52.23
2025-11-20 19:34:58,1,0.43,52.86,1,0.43,52.86
2025-11-20 19:36:58,1,0.50,53.39,1,0.50,53.39
2025-11-20 19:38:58,1,0.36,52.61,1,0.36,52.61
2025-11-20 19:40:58,1,0.41,52.31,1,0.41,52.31
2025-11-20 19:42:58,1,0.45,52.88,1,0.45,52.88
2025-11-20 19:44:58,1,0.43,53.47,1,0.43,53.47
2025-11-20 19:46:58,0,0.43,53.62,0,0.43,53.62
2025-11-20 19:48:58,0,0.35,53.15,0,0.35,53.15
2025-11-20 19:50:58,0,0.35,52.92,0,0.35,52.92
2025-11-20 19:52:58,0,0.35,52.92,0,0.35,52.92
2025-11-20 19:54:58,0,0.35,52.70,0,0.35,52.70
2025-11-20 19:56:58,0,0.40,52.37,0,0.40,52.37
2025-11-20 19:58:58,0,0.34,51.63,0,0.34,51.63
2025-11-20 20:00:58,0,0.34,50.66,0,0.34,50.66
2025-11-20 20:02:58,0,0.33,49.86,0,0.33,49.86
2025-11-20 20:04:58,0,0.39,49.28,0,0.39,49.28
2025-11-20 20:06:58,0,0.39,49.41,0,0.39,49.41
2025-11-20 20:08:58,0,0.35,49.01,0,0.35,49.01
2025-11-20 20:10:58,0,0.33,48.56,0,0.33,48.56
2025-11-20 20:12:58,0,0.24,47.03,0,0.24,47.03
2025-11-20 20:14:58,0,0.26,45.60,0,0.26,45.60
2025-11-20 20:16:58,0,0.30,45.27,0,0.30,45.27
2025-11-20 20:18:58,0,0.20,45.07,0,0.20,45.07
2025-11-20 20:20:58,0,0.29,45.07,0,0.29,45.07
2025-11-20 20:22:58,0,0.35,44.60,0,0.35,44.60
2025-11-20 20:24:58,0,0.34,44.11,0,0.34,44.11
2025-11-20 20:26:58,0,0.40,43.87,0,0.40,43.87
2025-11-20 20:28:58,0,0.36,43.76,0,0.36,43.76
2025-11-20 20:30:58,0,0.30,43.31,0,0.30,43.31
2025-11-20 20:32:58,0,0.24,42.49,0,0.24,42.49
2025-11-20 20:34:58,0,0.17,42.47,0,0.17,42.47
2025-11-20 20:36:58,1,0.38,42.96,1,0.38,42.96
2025-11-20 20:38:58,1,0.42,43.63,1,0.42,43.63
2025-11-20 20:40:58,1,0.42,44.54,1,0.42,44.54
2025-11-20 20:42:58,1,0.43,45.47,1,0.43,45.47
2025-11-20 20:44:58,1,0.44,46.69,1,0.44,46.69
2025-11-20 20:46:58,1,0.45,48.07,1,0.45,48.07
2025-11-20 20:48:58,1,0.40,48.42,1,0.40,48.42
2025-11-20 20:50:58,1,0.40,47.51,1,0.40,47.51
2025-11-20 20:52:58,1,0.34,46.78,1,0.34,46.78
2025-11-20 20:54:58,1,0.37,46.21,1,0.37,46.21
2025-11-20 20:56:58,1,0.33,45.36,1,0.33,45.36
2025-11-20 20:58:58,1,0.42,45.60,1,0.42,45.60
2025-11-20 21:00:58,1,0.38,46.48,1,0.38,46.48
2025-11-20 21:02:58,1,0.46,47.53,1,0.46,47.53
2025-11-20 21:04:58,1,0.49,49.35,1,0.49,49.35
2025-11-20 21:06:58,1,0.48,49.85,1,0.48,49.85
2025-11-20 21:08:58,0,0.34,49.49,0,0.34,49.49
2025-11-20 21:10:58,0,0.37,48.56,0,0.37,48.56
2025-11-20 21:12:58,0,0.32,47.65,0,0.32,47.65
2025-11-20 21:14:58,0,0.38,47.17,0,0.38,47.17
2025-11-20 21:16:58,0,0.32,47.24,0,0.32,47.24
2025-11-20 21:18:58,0,0.44,47.17,0,0.44,47.17
2025-11-20 21:20:58,0,0.43,46.62,0,0.43,46.62
2025-11-20 21:22:58,0,0.32,45.81,0,0.32,45.81
2025-11-20 21:24:58,0,0.31,45.07,0,0.31,45.07
2025-11-20 21:26:58,0,0.31,44.21,0,0.31,44.21
2025-11-20 21:28:58,0,0.30,43.37,0,0.30,43.37
2025-11-20 21:30:58,0,0.28,42.46,0,0.28,42.46
2025-11-20 21:32:58,0,0.18,41.65,0,0.18,41.65
2025-11-20 21:34:58,0,0.27,40.89,0,0.27,40.89
2025-11-20 21:36:58,0,0.28,40.23,0,0.28,40.23
2025-11-20 21:38:58,0,0.21,39.54,0,0.21,39.54
2025-11-20 21:40:58,0,0.21,38.60,0,0.21,38.60
2025-11-20 21:42:58,0,0.24,38.24,0,0.24,38.24
2025-11-20 21:44:58,0,0.22,37.77,0,0.22,37.77
2025-11-20 21:46:58,0,0.27,36.94,0,0.27,36.94
2025-11-20 21:48:58,0,0.17,35.96,0,0.17,35.96
2025-11-20 21:50:58,0,0.11,34.14,0,0.11,34.14
2025-11-20 21:52:58,0,0.04,32.53,0,0.04,32.53
2025-11-20 21:54:58,0,0.04,31.60,0,0.04,31.60
2025-11-20 21:56:58,0,0.03,30.78,0,0.03,30.78
2025-11-20 21:58:58,0,0.04,30.03,0,0.04,30.03
2025-11-20 22:00:58,0,-0.00,29.28,0,-0.00,29.28
2025-11-20 22:02:58,0,0.03,28.64,0,0.03,28.64
2025-11-20 22:04:58,0,-0.05,28.01,0,-0.05,28.01
2025-11-20 22:06:58,0,-0.01,27.48,0,-0.01,27.48
2025-11-20 22:08:58,0,0.04,27.01,0,0.04,27.01
2025-11-20 22:10:58,0,0.04,26.59,0,0.04,26.59
2025-11-20 22:12:58,0,0.01,26.18,0,0.01,26.18
2025-11-20 22:14:58,0,-0.00,25.82,0,-0.00,25.82
2025-11-20 22:16:58,0,-0.00,25.53,0,-0.00,25.53
2025-11-20 22:18:58,0,0.01,25.27,0,0.01,25.27
2025-11-20 22:20:58,0,-0.02,24.99,0,-0.02,24.99
2025-11-20 22:22:58,0,0.03,24.79,0,0.03,24.79
2025-11-20 22:24:58,0,-0.05,24.58,0,-0.05,24.58
2025-11-20 22:26:58,0,0.04,24.48,0,0.04,24.48
2025-11-20 22:28:58,0,-0.00,24.33,0,-0.00,24.33
2025-11-20 22:30:58,0,0.00,24.18,0,0.00,24.18
2025-11-20 22:32:58,0,0.03,24.11,0,0.03,24.11
2025-11-20 22:34:58,0,0.04,24.02,0,0.04,24.02
2025-11-20 22:36:58,0,-0.00,23.92,0,-0.00,23.92
2025-11-20 22:38:58,0,-0.00,23.82,0,-0.00,23.82
2025-11-20 22:40:58,0,-0.00,23.76,0,-0.00,23.76
2025-11-20 22:42:58,0,0.04,23.71,0,0.04,23.71
2025-11-20 22:44:58,0,-0.01,23.65,0,-0.01,23.65
2025-11-20 22:46:58,0,0.04,23.61,0,0.04,23.61
2025-11-20 22:48:58,0,-0.00,23.56,0,-0.00,23.56
2025-11-20 22:50:58,0,-0.00,23.51,0,-0.00,23.51
2025-11-20 22:52:58,0,0.00,23.47,0,0.00,23.47
2025-11-20 22:54:58,0,-0.00,23.41,0,-0.00,23.41
2025-11-20 22:56:58,0,0.04,23.41,0,0.04,23.41
2025-11-20 22:58:58,0,-0.05,23.31,0,-0.05,23.31
2025-11-20 23:00:58,0,0.04,23.31,0,0.04,23.31
2025-11-20 23:02:58,0,0.04,23.31,0,0.04,23.31
2025-11-20 23:04:58,0,-0.05,23.21,0,-0.05,23.21
2025-11-20 23:06:58,0,0.03,23.21,0,0.03,23.21
2025-11-20 23:08:58,0,0.04,23.21,0,0.04,23.21
2025-11-20 23:10:58,0,-0.00,23.15,0,-0.00,23.15
2025-11-20 23:12:58,0,-0.01,23.10,0,-0.01,23.10
2025-11-20 23:14:58,0,0.04,23.10,0,0.04,23.10
2025-11-20 23:16:58,0,0.04,23.10,0,0.04,23.10
2025-11-20 23:18:58,0,0.04,23.10,0,0.04,23.10
2025-11-20 23:20:58,0,-0.04,23.01,0,-0.04,23.01
2025-11-20 23:22:58,0,-0.01,23.00,0,-0.01,23.00
2025-11-20 23:24:58,0,0.04,23.00,0,0.04,23.00
2025-11-20 23:26:58,0,-0.01,22.94,0,-0.01,22.94
2025-11-20 23:28:58,0,-0.05,22.90,0,-0.05,22.90
2025-11-20 23:30:58,0,0.04,22.90,0,0.04,22.90
2025-11-20 23:32:58,0,0.04,22.90,0,0.04,22.90
2025-11-20 23:34:58,0,0.04,22.90,0,0.04,22.90
2025-11-20 23:36:58,0,0.04,22.90,0,0.04,22.90
2025-11-20 23:38:58,0,0.04,22.90,0,0.04,22.90
2025-11-20 23:40:58,0,0.04,22.90,0,0.04,22.90
2025-11-20 23:42:58,0,0.03,22.87,0,0.03,22.87
2025-11-20 23:44:58,0,-0.04,22.81,0,-0.04,22.81
2025-11-20 23:46:58,0,-0.05,22.80,0,-0.05,22.80
2025-11-20 23:48:58,0,-0.05,22.80,0,-0.05,22.80
2025-11-20 23:50:58,0,-0.05,22.80,0,-0.05,22.80
2025-11-20 23:52:58,0,-0.05,22.80,0,-0.05,22.80
2025-11-20 23:54:58,0,-0.02,22.80,0,-0.02,22.80
2025-11-20 23:56:58,0,0.04,22.80,0,0.04,22.80
2025-11-20 23:58:58,0,0.04,22.80,0,0.04,22.80
2025-11-21 00:00:58,0,0.04,22.80,0,0.04,22.80
2025-11-21 00:02:58,0,0.04,22.80,0,0.04,22.80
2025-11-21 00:04:58,0,0.04,22.80,0,0.04,22.80
2025-11-21 00:06:58,0,0.04,22.80,0,0.04,22.80
2025-11-21 00:08:58,0,0.04,22.80,0,0.04,22.80
2025-11-21 00:10:58,0,0.04,22.80,0,0.04,22.80
2025-11-21 00:12:58,0,0.04,22.80,0,0.04,22.80
2025-11-21 00:14:58,0,0.04,22.80,0,0.04,22.80
2025-11-21 00:16:58,0,0.04,22.80,0,0.04,22.80
2025-11-21 00:18:58,0,0.04,22.80,0,0.04,22.80
2025-11-21 00:20:58,0,0.04,22.80,0,0.04,22.80
2025-11-21 00:22:58,0,0.02,22.76,0,0.02,22.76
2025-11-21 00:24:58,0,-0.05,22.70,0,-0.05,22.70
2025-11-21 00:26:58,0,-0.05,22.70,0,-0.05,22.70
2025-11-21 00:28:58,0,-0.05,22.70,0,-0.05,22.70
2025-11-21 00:30:58,0,-0.05,22.70,0,-0.05,22.70
2025-11-21 00:32:58,0,-0.05,22.70,0,-0.05,22.70
2025-11-21 00:34:58,0,-0.04,22.70,0,-0.04,22.70
2025-11-21 00:36:58,0,0.01,22.70,0,0.01,22.70
2025-11-21 00:38:58,0,0.04,22.70,0,0.04,22.70
2025-11-21 00:40:58,0,-0.00,22.65,0,-0.00,22.65
2025-11-21 00:42:58,0,-0.05,22.60,0,-0.05,22.60
2025-11-21 00:44:58,0,-0.00,22.60,0,-0.00,22.60
2025-11-21 00:46:58,0,0.04,22.60,0,0.04,22.60
2025-11-21 00:48:58,0,0.03,22.58,0,0.03,22.58
2025-11-21 00:50:58,0,-0.05,22.49,0,-0.05,22.49
2025-11-21 00:52:58,0,-0.05,22.49,0,-0.05,22.49
2025-11-21 00:54:58,0,0.04,22.49,0,0.04,22.49
2025-11-21 00:56:58,0,0.04,22.49,0,0.04,22.49
2025-11-21 00:58:58,0,0.04,22.49,0,0.04,22.49
2025-11-21 01:00:58,0,0.04,22.49,0,0.04,22.49
2025-11-21 01:02:58,0,-0.00,22.44,0,-0.00,22.44
2025-11-21 01:04:58,0,-0.05,22.39,0,-0.05,22.39
2025-11-21 01:06:58,0,-0.05,22.39,0,-0.05,22.39
2025-11-21 01:08:58,0,-0.05,22.39,0,-0.05,22.39
2025-11-21 01:10:58,0,-0.05,22.39,0,-0.05,22.39
2025-11-21 01:12:58,0,-0.05,22.39,0,-0.05,22.39
2025-11-21 01:14:58,0,-0.05,22.39,0,-0.05,22.39
2025-11-21 01:16:58,0,-0.05,22.39,0,-0.05,22.39
2025-11-21 01:18:58,0,-0.05,22.39,0,-0.05,22.39
2025-11-21 01:20:58,0,-0.04,22.39,0,-0.04,22.39
2025-11-21 01:22:58,0,-0.01,22.39,0,-0.01,22.39
2025-11-21 01:24:58,0,0.00,22.39,0,0.00,22.39
2025-11-21 01:26:58,0,0.04,22.39,0,0.04,22.39
2025-11-21 01:28:58,0,0.04,22.39,0,0.04,22.39
2025-11-21 01:30:58,0,0.04,22.39,0,0.04,22.39
2025-11-21 01:32:58,0,0.04,22.39,0,0.04,22.39
2025-11-21 01:34:58,0,0.04,22.39,0,0.04,22.39
2025-11-21 01:36:58,0,0.04,22.39,0,0.04,22.39
2025-11-21 01:38:58,0,0.04,22.39,0,0.04,22.39
2025-11-21 01:40:58,0,0.04,22.39,0,0.04,22.39
2025-11-21 01:42:58,0,0.04,22.39,0,0.04,22.39
2025-11-21 01:44:58,0,0.04,22.39,0,0.04,22.39
2025-11-21 01:46:58,0,0.04,22.39,0,0.04,22.39
2025-11-21 01:48:58,0,0.04,22.39,0,0.04,22.39
2025-11-21 01:50:58,0,-0.01,22.33,0,-0.01,22.33
2025-11-21 01:52:58,0,-0.05,22.29,0,-0.05,22.29
2025-11-21 01:54:58,0,0.04,22.29,0,0.04,22.29
2025-11-21 01:56:58,0,0.04,22.29,0,0.04,22.29
2025-11-21 01:58:58,0,0.04,22.29,0,0.04,22.29
2025-11-21 02:00:58,0,0.04,22.29,0,0.04,22.29
2025-11-21 02:02:58,0,-0.02,22.21,0,-0.02,22.21
2025-11-21 02:04:58,0,-0.05,22.19,0,-0.05,22.19
2025-11-21 02:06:58,0,-0.05,22.19,0,-0.05,22.19
2025-11-21 02:08:58,0,-0.05,22.19,0,-0.05,22.19
2025-11-21 02:10:58,0,-0.05,22.19,0,-0.05,22.19
2025-11-21 02:12:58,0,0.03,22.19,0,0.03,22.19
2025-11-21 02:14:58,0,0.04,22.19,0,0.04,22.19
2025-11-21 02:16:58,0,0.04,22.19,0,0.04,22.19
2025-11-21 02:18:58,0,0.04,22.19,0,0.04,22.19
2025-11-21 02:20:58,0,0.04,22.19,0,0.04,22.19
2025-11-21 02:22:58,0,0.04,22.18,0,0.04,22.18
2025-11-21 02:24:58,0,-0.05,22.09,0,-0.05,22.09
2025-11-21 02:26:58,0,-0.05,22.09,0,-0.05,22.09
2025-11-21 02:28:58,0,-0.05,22.09,0,-0.05,22.09
2025-11-21 02:30:58,0,-0.05,22.09,0,-0.05,22.09
2025-11-21 02:32:58,0,-0.05,22.09,0,-0.05,22.09
2025-11-21 02:34:58,0,-0.03,22.09,0,-0.03,22.09
2025-11-21 02:36:58,0,0.03,22.09,0,0.03,22.09
2025-11-21 02:38:58,0,0.04,22.09,0,0.04,22.09
2025-11-21 02:40:58,0,0.04,22.09,0,0.04,22.09
2025-11-21 02:42:58,0,0.04,22.09,0,0.04,22.09
2025-11-21 02:44:58,0,0.04,22.09,0,0.04,22.09
2025-11-21 02:46:58,0,0.04,22.09,0,0.04,22.09
2025-11-21 02:48:58,0,-0.02,22.02,0,-0.02,22.02
2025-11-21 02:50:58,0,-0.05,21.99,0,-0.05,21.99
2025-11-21 02:52:58,0,-0.02,21.99,0,-0.02,21.99
2025-11-21 02:54:58,0,0.04,21.99,0,0.04,21.99
2025-11-21 02:56:58,0,0.04,21.99,0,0.04,21.99
2025-11-21 02:58:58,0,0.04,21.99,0,0.04,21.99
2025-11-21 03:00:58,0,0.04,21.98,0,0.04,21.98
2025-11-21 03:02:58,0,-0.05,21.89,0,-0.05,21.89
2025-11-21 03:04:58,0,-0.05,21.89,0,-0.05,21.89
2025-11-21 03:06:58,0,-0.05,21.89,0,-0.05,21.89
2025-11-21 03:08:58,0,-0.05,21.89,0,-0.05,21.89
2025-11-21 03:10:58,0,-0.05,21.89,0,-0.05,21.89
2025-11-21 03:12:58,0,-0.05,21.89,0,-0.05,21.89
2025-11-21 03:14:58,0,-0.05,21.89,0,-0.05,21.89
2025-11-21 03:16:58,0,-0.05,21.89,0,-0.05,21.89
2025-11-21 03:18:58,0,-0.05,21.89,0,-0.05,21.89
2025-11-21 03:20:58,0,-0.05,21.89,0,-0.05,21.89
2025-11-21 03:22:58,0,-0.05,21.89,0,-0.05,21.89
2025-11-21 03:24:58,0,-0.05,21.89,0,-0.05,21.89
2025-11-21 03:26:58,0,-0.05,21.89,0,-0.05,21.89
2025-11-21 03:28:58,0,-0.05,21.89,0,-0.05,21.89
2025-11-21 03:30:58,0,-0.05,21.89,0,-0.05,21.89
2025-11-21 03:32:58,0,-0.06,21.89,0,-0.06,21.89
2025-11-21 03:34:58,0,-0.04,21.89,0,-0.04,21.89
2025-11-21 03:36:58,0,0.02,21.89,0,0.02,21.89
2025-11-21 03:38:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 03:40:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 03:42:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 03:44:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 03:46:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 03:48:58,0,0.03,21.89,0,0.03,21.89
2025-11-21 03:50:58,0,0.03,21.89,0,0.03,21.89
2025-11-21 03:52:58,0,0.03,21.89,0,0.03,21.89
2025-11-21 03:54:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 03:56:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 03:58:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 04:00:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 04:02:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 04:04:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 04:06:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 04:08:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 04:10:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 04:12:58,0,0.04,21.88,0,0.04,21.88
2025-11-21 04:14:58,0,0.01,21.84,0,0.01,21.84
2025-11-21 04:16:58,0,0.01,21.84,0,0.01,21.84
2025-11-21 04:18:58,0,0.03,21.87,0,0.03,21.87
2025-11-21 04:20:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 04:22:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 04:24:58,0,0.04,21.89,0,0.04,21.89
2025-11-21 04:26:58,0,0.04,21.88,0,0.04,21.88
2025-11-21 04:28:58,0,0.04,21.87,0,0.04,21.87
2025-11-21 04:30:58,0,0.04,21.87,0,0.04,21.87
2025-11-21 04:32:58,0,-0.01,21.82,0,-0.01,21.82
2025-11-21 04:34:58,0,0.01,21.86,0,0.01,21.86
2025-11-21 04:36:58,0,-0.01,21.83,0,-0.01,21.83
2025-11-21 04:38:58,0,-0.05,21.79,0,-0.05,21.79
2025-11-21 04:40:58,0,-0.05,21.79,0,-0.05,21.79
2025-11-21 04:42:58,0,-0.05,21.79,0,-0.05,21.79
2025-11-21 04:44:58,0,-0.05,21.79,0,-0.05,21.79
2025-11-21 04:46:58,0,-0.05,21.79,0,-0.05,21.79
2025-11-21 04:48:58,0,-0.05,21.79,0,-0.05,21.79
2025-11-21 04:50:58,0,0.04,21.79,0,0.04,21.79
2025-11-21 04:52:58,0,0.04,21.79,0,0.04,21.79
2025-11-21 04:54:58,0,0.04,21.78,0,0.04,21.78
2025-11-21 04:56:58,0,0.04,21.79,0,0.04,21.79
2025-11-21 04:58:58,0,0.04,21.78,0,0.04,21.78
2025-11-21 05:00:58,0,-0.01,21.72,0,-0.01,21.72
2025-11-21 05:02:58,0,-0.05,21.69,0,-0.05,21.69
2025-11-21 05:04:58,0,-0.05,21.69,0,-0.05,21.69
2025-11-21 05:06:58,0,-0.05,21.69,0,-0.05,21.69
2025-11-21 05:08:58,0,-0.05,21.69,0,-0.05,21.69
2025-11-21 05:10:58,0,-0.05,21.69,0,-0.05,21.69
2025-11-21 05:12:58,0,-0.05,21.69,0,-0.05,21.69
2025-11-21 05:14:58,0,-0.01,21.63,0,-0.01,21.63
2025-11-21 05:16:58,0,0.04,21.13,0,0.04,21.13
2025-11-21 05:18:58,0,-0.00,20.48,0,-0.00,20.48
2025-11-21 05:20:58,0,0.04,19.87,0,0.04,19.87
2025-11-21 05:22:58,0,0.04,19.47,0,0.04,19.47
2025-11-21 05:24:58,0,-0.03,19.07,0,-0.03,19.07
2025-11-21 05:26:58,0,0.03,18.91,0,0.03,18.91
2025-11-21 05:28:58,0,0.04,18.77,0,0.04,18.77
2025-11-21 05:30:58,0,-0.03,18.64,0,-0.03,18.64
2025-11-21 05:32:58,0,0.04,18.57,0,0.04,18.57
2025-11-21 05:34:58,0,0.04,18.72,0,0.04,18.72
