Timestamp,Weight (kg),w_smooth,consumption (kg),Usage EXACT 29533,Gradient EXACT 29533,Temperature EXACT 29533,Usage EXACT 29545,Gradient EXACT 29545,Temperature EXACT 29545,Weight (kg),w_smooth,consumption (kg)
2025-11-21 15:24:59,0.072565,,0.0,0,0.05,33.75,0,0.00,31.54,-0.001272,,0.0
2025-11-21 15:26:59,0.075442,0.075442,0.0,0,0.05,32.47,0,0.00,30.94,-0.002217,-0.002055,0.0
2025-11-21 15:28:59,0.075518,0.075518,0.0,0,0.01,31.27,0,0.04,30.67,-0.001272,-0.001272,0.0
2025-11-21 15:30:59,0.611525,0.611525,0.0,0,0.03,30.46,0,0.00,30.50,0.099834,0.099834,0.0
2025-11-21 15:32:59,0.611525,0.611525,0.0,0,0.09,29.81,0,0.01,30.20,3.455568,3.455568,0.0
2025-11-21 15:34:59,0.610808,0.610808,0.0,0,0.01,29.22,0,0.00,29.76,3.455568,3.455568,0.0
2025-11-21 15:36:59,0.610586,0.610586,0.0,0,0.01,28.82,0,0.00,29.33,3.451322,3.451322,0.0
2025-11-21 15:38:59,0.610586,0.610395,0.0,0,0.00,28.54,0,0.02,29.01,3.450041,3.450041,0.0
2025-11-21 15:40:59,0.610395,0.610395,0.0,0,0.04,28.32,0,0.00,28.75,3.448693,3.448702,0.0
2025-11-21 15:42:59,0.610637,0.610395,0.0,0,0.05,28.22,0,0.00,28.54,3.448702,3.448693,0.0
2025-11-21 15:44:59,0.610732,0.610386,0.0,0,0.05,28.06,0,0.00,28.32,3.44854,3.44854,0.0
2025-11-21 15:46:59,0.610186,0.610186,0.0,0,0.00,27.90,0,0.00,28.06,3.448156,3.448156,0.0
2025-11-21 15:48:59,0.609159,0.609159,0.0,0,0.05,27.75,0,0.04,27.74,3.447349,3.447349,0.0
2025-11-21 15:50:59,0.608695,0.608695,0.0,0,0.05,27.64,0,0.03,27.48,3.447349,3.447349,0.0
2025-11-21 15:52:59,0.60802,0.608213,0.0,0,0.02,27.77,0,0.00,27.17,3.447262,3.447262,0.0
2025-11-21 15:54:59,0.608318,0.608318,0.0,0,0.05,27.80,0,0.00,26.96,3.447262,3.447262,0.0
2025-11-21 15:56:59,0.608886,0.60886,0.0,0,0.00,27.75,0,0.00,26.75,3.447199,3.447199,0.0
2025-11-21 15:58:59,0.60886,0.608886,0.0,0,0.08,27.74,0,0.00,26.54,3.446722,3.446722,0.0
2025-11-21 16:00:59,0.608883,0.608883,0.0,0,0.01,27.64,0,0.00,26.34,3.446722,3.446722,0.0
2025-11-21 16:02:59,0.608883,0.608883,0.0,0,0.05,27.64,0,0.00,26.23,3.446494,3.446494,0.0
2025-11-21 16:04:59,0.608553,0.608553,0.0,0,0.01,27.54,0,0.05,26.13,3.445753,3.446044,0.0
2025-11-21 16:06:59,0.608553,0.608553,0.0,0,0.05,27.43,0,0.00,26.08,3.446044,3.446044,0.0
2025-11-21 16:08:59,1.903923,1.903923,0.0,0,0.05,27.22,0,0.00,26.13,3.449897,3.449897,0.0
2025-11-21 16:10:59,1.904548,1.904548,0.0,0,0.05,27.17,0,0.00,26.34,3.449897,3.449897,0.0
2025-11-21 16:12:59,1.904548,1.904548,0.0,0,0.00,27.12,0,0.00,26.49,3.448267,3.448267,0.0
2025-11-21 16:14:59,1.904482,1.904482,0.0,0,0.00,27.12,0,0.00,26.49,3.447883,3.447883,0.0
2025-11-21 16:16:59,1.903936,1.903936,0.0,0,0.03,27.20,0,0.05,26.65,3.446707,3.446707,0.0
2025-11-21 16:18:59,1.903657,1.903657,0.0,0,0.05,27.38,0,0.09,26.80,3.446698,3.446707,0.0
2025-11-21 16:20:59,1.903644,1.903644,0.0,0,0.05,27.48,0,0.02,26.71,3.448951,3.448951,0.0
2025-11-21 16:22:59,1.902728,1.902728,0.0,0,0.09,27.54,0,0.00,26.65,3.449626,3.448951,0.0
2025-11-21 16:24:59,1.90262,1.90262,0.0,0,0.10,27.54,0,0.05,26.60,3.448714,3.448714,0.0
2025-11-21 16:26:59,1.90235,1.90261,0.0,0,0.05,27.54,0,0.00,26.49,3.448219,3.448219,0.0
2025-11-21 16:28:59,1.902797,1.902617,0.0,0,0.05,27.59,0,0.00,26.39,3.448897,3.448897,0.0
2025-11-21 16:30:59,1.902797,1.902797,0.0,0,0.05,27.69,0,0.00,26.39,3.449827,3.449827,0.0
2025-11-21 16:32:59,1.903197,1.903197,0.0,0,0.05,27.85,0,-0.05,26.39,3.449888,3.449888,0.0
2025-11-21 16:34:59,1.903736,1.903514,0.0,0,0.01,28.01,0,-0.02,26.39,3.449524,3.449524,0.0
2025-11-21 16:36:59,1.903004,1.903004,0.0,0,0.00,28.22,0,-0.00,26.34,3.449266,3.449266,0.0
2025-11-21 16:38:59,1.902598,1.902598,0.0,1,0.09,28.54,0,-0.00,26.29,3.448474,3.448474,0.0
2025-11-21 16:40:59,1.901437,1.901437,0.0,1,0.05,28.85,0,-0.00,26.23,3.448192,3.448192,0.0
2025-11-21 16:42:59,1.901437,1.901427,0.0,1,0.10,29.22,0,-0.00,26.18,3.446131,3.446137,0.0
2025-11-21 16:44:59,1.901427,1.901427,0.0,1,0.05,29.54,0,-0.00,26.18,3.446137,3.446131,0.0
2025-11-21 16:46:59,1.901427,1.901427,0.0,1,0.10,29.97,0,-0.00,26.23,3.446131,3.446137,0.0
2025-11-21 16:48:59,1.902207,1.902207,0.0,1,0.10,30.30,0,-0.00,26.29,3.446224,3.446224,0.0
2025-11-21 16:50:59,1.902553,1.902553,0.0,1,0.11,30.57,0,-0.00,26.29,3.446935,3.446935,0.0
2025-11-21 16:52:59,1.902671,1.902553,0.0,1,0.10,30.94,0,-0.00,26.29,3.446935,3.446935,0.0
2025-11-21 16:54:59,1.902357,1.902372,0.0,1,0.10,31.38,0,0.06,26.39,3.446878,3.446878,0.0
2025-11-21 16:56:59,1.902372,1.902357,0.0,1,0.20,31.82,0,0.01,26.39,3.445792,3.445792,0.0
2025-11-21 16:58:59,1.901376,1.901376,0.0,1,0.15,32.19,0,0.00,26.39,3.445411,3.445411,0.0
2025-11-21 17:00:59,1.901246,1.901376,0.0,1,0.16,32.52,0,0.00,26.39,3.44536,3.44536,0.0
2025-11-21 17:02:59,1.901376,1.901376,0.0,1,0.21,32.75,0,0.00,26.39,3.44505,3.44505,0.0
2025-11-21 17:04:59,1.901636,1.901636,0.0,1,0.17,32.92,0,0.05,26.34,3.444102,3.444114,0.0
2025-11-21 17:06:59,1.901633,1.901633,0.0,1,0.22,33.19,0,0.01,26.28,3.444114,3.444114,0.0
2025-11-21 17:08:59,1.900847,1.900847,0.0,1,0.22,33.47,0,0.00,26.18,3.446113,3.446113,0.0
2025-11-21 17:10:59,1.900733,1.900847,0.0,1,0.26,34.08,0,0.00,26.18,3.44533,3.44533,0.0
2025-11-21 17:12:59,1.90125,1.90125,0.0,1,0.22,34.65,0,0.01,26.18,3.445081,3.445081,0.0
2025-11-21 17:14:59,1.90125,1.90125,0.0,1,0.27,35.38,0,0.07,26.18,3.444705,3.444705,0.0
2025-11-21 17:16:59,1.901018,1.901018,0.0,1,0.23,35.84,0,0.04,26.13,3.444522,3.444522,0.0
2025-11-21 17:18:59,1.901018,1.900923,0.0,1,0.33,36.25,0,0.00,26.08,3.444522,3.444522,0.0
2025-11-21 17:20:59,1.900916,1.900872,0.0,1,0.25,36.37,0,0.00,26.08,3.445135,3.445135,0.0
2025-11-21 17:22:59,1.900818,1.900818,0.0,1,0.23,36.60,0,0.00,26.08,3.445024,3.445024,0.0
2025-11-21 17:24:59,1.900742,1.900742,0.0,1,0.23,36.83,0,0.01,26.13,3.444225,3.444225,0.0
2025-11-21 17:26:59,1.900742,1.900742,0.0,0,0.23,36.89,0,0.00,26.18,3.444225,3.444225,0.0
2025-11-21 17:28:59,1.900583,1.900583,0.0,0,0.23,36.95,0,0.00,26.18,3.444225,3.444225,0.0
2025-11-21 17:30:59,1.900583,1.900583,0.0,0,0.28,37.06,0,0.00,26.18,3.444156,3.444156,0.0
2025-11-21 17:32:59,1.899794,1.899794,0.0,0,0.23,36.77,0,0.00,26.18,3.443988,3.443988,0.0
2025-11-21 17:34:59,1.899794,1.899794,0.0,0,0.23,36.48,0,0.02,26.13,3.443289,3.443679,0.0
2025-11-21 17:36:59,1.899794,1.899794,0.0,0,0.20,36.07,0,0.00,26.08,3.443679,3.443679,0.0
2025-11-21 17:38:59,1.899883,1.899883,0.0,0,0.16,35.73,0,0.00,26.08,3.443679,3.443289,0.0
2025-11-21 17:40:59,1.899883,1.899883,0.0,0,0.12,35.27,0,0.00,25.98,3.443019,3.443019,0.0
2025-11-21 17:42:59,1.901183,1.901183,0.0,0,0.11,34.82,0,0.00,25.98,3.442884,3.442884,0.0
2025-11-21 17:44:59,1.901183,1.901183,0.0,0,0.11,34.31,0,0.05,25.98,3.442323,3.442323,0.0
2025-11-21 17:46:59,1.901005,1.901005,0.0,0,0.13,33.75,0,0.00,25.87,3.442179,3.442179,0.0
2025-11-21 17:48:59,1.900495,1.900495,0.0,0,0.11,33.19,0,0.00,25.92,3.441492,3.441492,0.0
2025-11-21 17:50:59,1.900304,1.900304,0.0,0,0.06,32.69,0,0.00,25.98,3.10582,3.10582,0.0
2025-11-21 17:52:59,1.900133,1.900133,0.0,0,0.08,32.25,0,0.05,25.92,3.103407,3.103407,0.0
2025-11-21 17:54:59,1.899841,1.89986,0.0,0,0.05,31.76,0,0.00,25.82,3.103153,3.103153,0.0
2025-11-21 17:56:59,1.89986,1.89986,0.0,0,0.05,31.32,0,0.00,25.77,3.103131,3.103131,0.0
2025-11-21 17:58:59,1.900219,1.89986,0.0,0,0.05,31.00,0,0.00,25.82,3.102483,3.102483,0.0
2025-11-21 18:00:59,1.89986,1.900019,0.0,0,0.10,30.78,0,0.00,25.87,3.101289,3.101289,0.0
2025-11-21 18:02:59,1.900019,1.899959,0.0,0,0.01,30.40,0,0.00,25.87,3.100968,3.100968,0.0
2025-11-21 18:04:59,1.899959,1.899959,0.0,0,0.00,30.13,0,0.00,25.87,3.099363,3.099363,0.0
2025-11-21 18:06:59,1.899959,1.899959,0.0,0,0.09,29.92,0,0.00,26.08,3.098348,3.098348,0.0
2025-11-21 18:08:59,1.900977,1.900977,0.0,0,0.05,29.60,0,0.05,26.60,3.0983,3.098348,0.0
2025-11-21 18:10:59,1.900361,1.900361,0.0,0,0.10,29.33,0,0.09,27.38,3.10128,3.10128,0.0
2025-11-21 18:12:59,1.899965,1.899981,0.0,0,0.05,28.90,0,0.14,27.89,3.101331,3.101331,0.0
2025-11-21 18:14:59,1.899981,1.899981,0.0,0,0.05,28.70,1,0.19,29.55,3.100425,3.100425,0.0
2025-11-21 18:16:59,1.900492,1.900492,0.0,0,0.04,28.54,1,0.20,30.94,3.098897,3.098897,0.0
2025-11-21 18:18:59,1.90032,1.90032,0.0,0,0.05,28.27,1,0.15,31.87,3.09833,3.098522,0.0
2025-11-21 18:20:59,1.899664,1.899664,0.0,0,0.00,27.85,1,0.20,32.24,3.098348,3.09833,0.0
2025-11-21 18:22:59,1.899223,1.899388,0.0,0,0.08,27.58,1,0.25,32.75,3.098327,3.098327,0.0
2025-11-21 18:24:59,1.899388,1.899388,0.0,0,0.01,27.38,1,0.21,33.86,3.096872,3.096872,0.0
2025-11-21 18:26:59,1.899597,1.899388,0.0,0,0.04,27.21,1,0.31,34.99,3.096728,3.096728,0.0
2025-11-21 18:28:59,1.899032,1.899032,0.0,0,0.09,26.96,1,0.32,36.07,3.096509,3.096509,0.0
2025-11-21 18:30:59,1.899032,1.899032,0.0,0,0.07,26.75,1,0.38,37.89,3.096404,3.096425,0.0
2025-11-21 18:32:59,1.899032,1.899032,0.0,0,0.01,26.54,1,0.53,40.45,3.096179,3.096179,0.0
2025-11-21 18:34:59,1.899061,1.899061,0.0,0,0.05,26.44,1,0.66,43.70,3.096095,3.096095,0.0
2025-11-21 18:36:59,1.899061,1.899143,0.0,0,0.05,26.34,1,0.70,46.69,3.095642,3.095642,0.0
2025-11-21 18:38:59,1.900701,1.899746,0.0,0,0.05,26.23,1,0.66,49.43,3.095009,3.095009,0.0
2025-11-21 18:40:59,1.899746,1.899984,0.0,0,0.05,26.13,1,0.76,52.01,3.095354,3.095354,0.0
2025-11-21 18:42:59,1.899746,1.899746,0.0,0,0.05,26.08,1,0.75,54.05,3.095795,3.095354,0.0
2025-11-21 18:44:59,1.899984,1.899917,0.0,0,0.00,25.98,1,0.83,56.28,3.09445,3.09445,0.0
2025-11-21 18:46:59,1.899917,1.899984,0.0,0,0.09,25.98,1,0.92,58.05,3.093665,3.093665,0.0
2025-11-21 18:48:59,1.900212,1.900028,0.0,0,0.01,25.87,1,0.94,59.99,3.093665,3.093665,0.0
2025-11-21 18:50:59,1.900028,1.900212,0.0,0,0.09,25.87,1,1.02,62.32,3.093739,3.093739,0.0
2025-11-21 18:52:59,1.900288,1.900288,0.0,0,0.01,25.77,1,0.99,63.97,3.093766,3.093739,0.0
2025-11-21 18:54:59,1.900304,1.900304,0.0,0,0.05,25.77,1,1.00,65.73,3.093343,3.093343,0.0
2025-11-21 18:56:59,1.900358,1.900304,0.0,0,0.09,25.77,1,1.05,68.04,3.093226,3.093226,0.0
2025-11-21 18:58:59,1.900085,1.900174,0.0,0,0.05,25.71,1,1.19,69.59,3.093112,3.093112,0.0
2025-11-21 19:00:59,1.900317,1.900269,0.0,0,0.01,25.66,1,1.56,74.47,3.093112,3.093112,0.0
2025-11-21 19:02:59,1.900308,1.900308,0.0,0,0.09,25.66,1,1.74,80.59,3.093232,3.092461,0.0
2025-11-21 19:04:59,1.900308,1.900308,0.0,0,0.10,25.66,1,1.84,84.90,3.092284,3.092284,0.0
2025-11-21 19:06:59,1.899451,1.900269,0.0,0,0.06,25.63,1,1.82,87.96,3.091492,3.091714,0.0
2025-11-21 19:08:59,1.900317,1.900317,0.0,0,0.01,25.56,1,1.82,92.84,3.091714,3.091714,0.0
2025-11-21 19:10:59,1.900345,1.900345,0.0,0,0.00,25.56,1,1.82,96.81,3.091858,3.091858,0.0
2025-11-21 19:12:59,1.900894,1.900894,0.0,0,0.07,25.56,1,1.91,99.07,3.091858,3.091858,0.0
2025-11-21 19:14:59,1.900894,1.900894,0.0,0,0.10,25.56,1,1.93,99.30,3.091987,3.091987,0.0
2025-11-21 19:16:59,1.902261,1.902261,0.0,0,0.10,25.56,0,1.70,98.61,3.092356,3.092356,0.0
2025-11-21 19:18:59,1.902978,1.902978,0.0,0,0.08,25.54,0,1.46,97.92,3.093037,3.093037,0.0
2025-11-21 19:20:59,1.903131,1.903131,0.0,0,0.01,25.46,0,1.61,97.25,3.092875,3.092875,0.0
2025-11-21 19:22:59,1.903131,1.903026,0.0,0,0.00,25.46,0,1.57,95.72,3.092815,3.092875,0.0
2025-11-21 19:24:59,1.903026,1.903026,0.0,0,0.09,25.46,0,1.53,95.33,3.093031,3.093031,0.0
2025-11-21 19:26:59,1.902671,1.902671,0.0,0,0.10,25.46,0,1.55,95.29,3.093031,3.093031,0.0
2025-11-21 19:28:59,1.902176,1.902176,0.0,0,0.05,25.40,0,1.40,95.29,3.092605,3.092605,0.0
2025-11-21 19:30:59,1.902176,1.902176,0.0,0,0.00,25.36,0,1.50,94.03,3.092017,3.092017,0.0
2025-11-21 19:32:59,1.901538,1.901538,0.0,0,0.02,25.36,0,1.30,93.22,3.091216,3.091216,0.0
2025-11-21 19:34:59,1.9013,1.9013,0.0,0,0.09,25.36,0,1.50,92.72,3.090931,3.091216,0.0
2025-11-21 19:36:59,1.900815,1.900815,0.0,0,0.10,25.36,0,1.33,88.31,3.091261,3.091261,0.0
2025-11-21 19:38:59,1.900815,1.900815,0.0,0,0.05,25.30,0,1.11,85.89,3.091588,3.091588,0.0
2025-11-21 19:40:59,1.901525,1.901525,0.0,0,0.01,25.25,0,1.04,83.77,3.091744,3.091744,0.0
2025-11-21 19:42:59,1.901624,1.901624,0.0,0,0.00,25.25,0,0.98,81.01,3.091792,3.091744,0.0
2025-11-21 19:44:59,1.901535,1.901535,0.0,0,0.06,25.25,0,1.02,78.87,3.091792,3.091792,0.0
2025-11-21 19:46:59,1.901487,1.901487,0.0,0,0.10,25.25,0,1.04,78.01,3.091552,3.091552,0.0
2025-11-21 19:48:59,1.901465,1.901465,0.0,0,0.10,25.25,0,0.90,76.79,3.090547,3.090547,0.0
2025-11-21 19:50:59,1.901465,1.901392,0.0,0,0.09,25.24,0,1.01,76.92,3.090003,3.090003,0.0
2025-11-21 19:52:59,1.901008,1.901262,0.0,0,0.06,25.22,0,0.88,75.99,3.089566,3.089602,0.0
2025-11-21 19:54:59,1.900764,1.900764,0.0,0,0.01,25.15,0,0.98,72.79,3.088932,3.088932,0.0
2025-11-21 19:56:59,1.90071,1.90071,0.0,0,0.00,25.15,0,0.92,69.85,3.088557,3.088932,0.0
2025-11-21 19:58:59,1.900568,1.90071,0.0,0,0.00,25.15,0,0.86,68.70,3.088557,3.088557,0.0
2025-11-21 20:00:59,1.900748,1.900748,0.0,0,0.00,25.15,0,0.84,67.71,3.088272,3.088284,0.0
2025-11-21 20:02:59,1.900939,1.900916,0.0,0,0.09,25.15,0,0.82,66.45,3.088284,3.088284,0.0
2025-11-21 20:04:59,1.900916,1.900916,0.0,0,0.10,25.15,0,0.84,65.17,3.088902,3.088902,0.0
2025-11-21 20:06:59,1.900916,1.900916,0.0,0,0.10,25.15,0,0.76,63.71,3.088509,3.088509,0.0
2025-11-21 20:08:59,1.900837,1.900916,0.0,0,0.10,25.15,0,0.67,62.57,3.088173,3.088173,0.0
2025-11-21 20:10:59,1.900974,1.900974,0.0,0,0.07,25.12,0,0.66,61.44,3.088173,3.088173,0.0
2025-11-21 20:12:59,1.901158,1.901319,0.0,0,0.01,25.05,0,0.69,59.88,3.088264,3.088264,0.0
2025-11-21 20:14:59,1.901319,1.901319,0.0,0,0.00,25.05,0,0.64,58.86,3.087669,3.087669,0.0
2025-11-21 20:16:59,1.901158,1.901319,0.0,0,0.07,25.05,0,0.65,58.09,3.087276,3.087276,0.0
2025-11-21 20:18:59,1.90125,1.90125,0.0,0,0.10,25.05,0,0.60,57.20,3.086526,3.086526,0.0
2025-11-21 20:20:59,1.90125,1.90125,0.0,0,0.10,25.05,0,0.56,56.99,3.086481,3.086481,0.0
2025-11-21 20:22:59,1.901935,1.901935,0.0,0,0.10,25.05,0,0.59,56.36,3.086253,3.086481,0.0
2025-11-21 20:24:59,1.904542,1.904542,0.0,0,0.10,25.05,0,0.51,55.54,3.08655,3.08655,0.0
2025-11-21 20:26:59,1.90556,1.90556,0.0,0,0.10,25.05,0,0.55,54.65,3.08655,3.08655,0.0
2025-11-21 20:28:59,1.90556,1.90556,0.0,0,0.01,24.94,0,0.51,53.93,3.085878,3.085878,0.0
2025-11-21 20:30:59,1.905205,1.905205,0.0,0,0.00,24.94,0,0.55,52.77,3.085878,3.085878,0.0
2025-11-21 20:32:59,1.904774,1.904783,0.0,0,0.02,24.94,0,0.49,52.32,3.085776,3.085878,0.0
2025-11-21 20:34:59,1.90557,1.905367,0.0,0,0.08,24.94,0,0.49,51.70,3.086916,3.086916,0.0
2025-11-21 20:36:59,1.90557,1.90557,0.0,0,0.10,24.94,0,0.50,51.25,3.086916,3.086916,0.0
2025-11-21 20:38:59,1.90557,1.90557,0.0,0,0.10,24.94,0,0.47,50.44,3.086862,3.086862,0.0
2025-11-21 20:40:59,1.905893,1.905373,0.0,0,0.09,24.93,0,0.39,49.71,3.086217,3.086622,0.0
2025-11-21 20:42:59,1.905373,1.905576,0.0,0,0.01,24.85,0,0.44,49.35,3.085869,3.086217,0.0
2025-11-21 20:44:59,1.905576,1.905576,0.0,0,0.00,24.84,0,0.51,49.06,3.085869,3.085869,0.0
2025-11-21 20:46:59,1.905576,1.905373,0.0,0,0.00,24.84,0,0.41,48.21,3.0848,3.0848,0.0
2025-11-21 20:48:59,1.905373,1.905576,0.0,0,0.05,24.84,0,0.43,47.65,3.084726,3.084726,0.0
2025-11-21 20:50:59,1.906518,1.906439,0.0,0,0.09,24.83,0,0.38,46.82,3.084744,3.084744,0.0
2025-11-21 20:52:59,1.906518,1.906518,0.0,0,0.01,24.74,0,0.36,45.94,3.084855,3.084855,0.0
2025-11-21 20:54:59,1.906439,1.906518,0.0,0,0.07,24.74,0,0.36,45.40,3.088242,3.088242,0.0
2025-11-21 20:56:59,1.906534,1.906496,0.0,0,0.05,24.69,1,0.49,47.17,3.088467,3.088467,0.0
2025-11-21 20:58:59,1.906534,1.906534,0.0,0,0.01,24.64,1,0.65,50.23,3.088524,3.088467,0.0
2025-11-21 21:00:59,1.906496,1.906496,0.0,0,0.00,24.64,1,0.61,52.54,3.087783,3.087783,0.0
2025-11-21 21:02:59,1.906347,1.906347,0.0,0,0.04,24.68,1,0.64,54.33,3.087774,3.087774,0.0
2025-11-21 21:04:59,1.906223,1.906347,0.0,0,0.09,24.74,1,0.57,55.28,3.08739,3.08739,0.0
2025-11-21 21:06:59,1.906429,1.906239,0.0,0,0.10,24.74,0,0.51,55.38,3.087306,3.087306,0.0
2025-11-21 21:08:59,1.905995,1.906239,0.0,0,0.09,24.74,0,0.55,55.38,3.087159,3.087159,0.0
2025-11-21 21:10:59,1.906239,1.906239,0.0,0,0.04,24.74,0,0.50,54.97,3.086259,3.086259,0.0
2025-11-21 21:12:59,1.906464,1.906464,0.0,0,0.00,24.74,0,0.42,54.49,3.08592,3.08592,0.0
2025-11-21 21:14:59,1.906464,1.906464,0.0,0,0.00,24.74,0,0.41,54.01,3.0852,3.0852,0.0
2025-11-21 21:16:59,1.90662,1.906512,0.0,0,0.00,24.74,0,0.40,53.39,3.085136,3.085136,0.0
2025-11-21 21:18:59,1.906512,1.906512,0.0,0,0.00,24.74,0,0.40,52.61,3.085136,3.085115,0.0
2025-11-21 21:20:59,1.906347,1.906512,0.0,0,0.00,24.74,0,0.40,51.85,3.084537,3.084537,0.0
2025-11-21 21:22:59,1.906632,1.906347,0.0,0,0.00,24.74,0,0.39,51.10,3.0842,3.0842,0.0
2025-11-21 21:24:59,1.906204,1.906632,0.0,0,0.00,24.74,0,0.34,50.44,3.083582,3.083582,0.0
2025-11-21 21:26:59,1.906946,1.906632,0.0,0,0.01,24.74,0,0.31,49.49,3.083582,3.083582,0.0
2025-11-21 21:28:59,1.907194,1.907159,0.0,0,0.08,24.74,0,0.24,48.21,3.083078,3.083078,0.0
2025-11-21 21:30:59,1.907159,1.907159,0.0,0,0.10,24.74,0,0.29,47.24,3.082829,3.082829,0.0
2025-11-21 21:32:59,1.907159,1.907159,0.0,0,0.10,24.74,0,0.30,46.01,3.08198,3.08198,0.0
2025-11-21 21:34:59,1.906921,1.906921,0.0,0,0.10,24.74,0,0.21,44.61,3.081842,3.081842,0.0
2025-11-21 21:36:59,1.90654,1.90654,0.0,0,0.05,24.68,0,0.22,43.50,3.08144,3.081524,0.0
2025-11-21 21:38:59,1.90654,1.90654,0.0,0,0.00,24.64,0,0.22,42.47,3.081524,3.08144,0.0
2025-11-21 21:40:59,1.907339,1.906918,0.0,0,0.00,24.64,0,0.21,41.46,3.08144,3.08144,0.0
2025-11-21 21:42:59,1.907339,1.907339,0.0,0,0.06,24.64,0,0.22,40.35,3.080528,3.080528,0.0
2025-11-21 21:44:59,1.90747,1.907339,0.0,0,0.10,24.64,0,0.22,39.38,3.080168,3.080528,0.0
2025-11-21 21:46:59,1.9066,1.9066,0.0,0,0.10,24.64,0,0.16,38.48,3.081104,3.081104,0.0
2025-11-21 21:48:59,1.906591,1.9066,0.0,0,0.10,24.64,0,0.15,37.77,3.081254,3.081104,0.0
2025-11-21 21:50:59,1.907336,1.907336,0.0,0,0.04,24.57,0,0.20,37.18,3.081026,3.081026,0.0
2025-11-21 21:52:59,1.907666,1.907666,0.0,0,0.00,24.53,0,0.16,36.42,3.080924,3.080924,0.0
2025-11-21 21:54:59,1.907666,1.907666,0.0,0,0.00,24.53,0,0.15,35.73,3.08059,3.08059,0.0
2025-11-21 21:56:59,1.907955,1.907666,0.0,0,0.00,24.53,0,0.15,35.21,3.08059,3.08059,0.0
2025-11-21 21:58:59,1.907438,1.907438,0.0,0,0.00,24.53,0,0.12,35.02,3.080122,3.080122,0.0
2025-11-21 22:00:59,1.90733,1.907438,0.0,0,0.00,24.53,0,0.10,34.87,3.07987,3.07987,0.0
2025-11-21 22:02:59,1.90733,1.907438,0.0,0,0.00,24.53,0,0.15,34.76,3.079504,3.079586,0.0
2025-11-21 22:04:59,1.907463,1.907463,0.0,0,0.03,24.53,0,0.15,34.76,3.079586,3.079504,0.0
2025-11-21 22:06:59,1.907933,1.907933,0.0,0,0.08,24.53,0,0.15,34.48,3.079447,3.079118,0.0
2025-11-21 22:08:59,1.908101,1.908101,0.0,0,0.10,24.53,0,0.15,34.25,3.079021,3.079021,0.0
2025-11-21 22:10:59,1.908145,1.908123,0.0,0,0.10,24.53,0,0.15,33.86,3.079021,3.079021,0.0
2025-11-21 22:12:59,1.908123,1.908123,0.0,0,0.09,24.52,0,0.10,33.47,3.07855,3.07855,0.0
2025-11-21 22:14:59,1.908145,1.908145,0.0,0,0.01,24.43,0,0.15,33.14,3.07855,3.078058,0.0
2025-11-21 22:16:59,1.908554,1.908554,0.0,0,0.00,24.43,0,0.10,32.69,3.077833,3.078058,0.0
2025-11-21 22:18:59,1.90863,1.908554,0.0,0,0.02,24.43,0,0.10,32.25,3.078523,3.078523,0.0
2025-11-21 22:20:59,1.907895,1.907895,0.0,0,0.09,24.43,0,0.10,31.82,3.07951,3.07951,0.0
2025-11-21 22:22:59,1.907248,1.907248,0.0,0,0.09,24.42,0,0.10,31.49,3.07951,3.07951,0.0
2025-11-21 22:24:59,1.907073,1.907248,0.0,0,0.05,24.38,0,0.10,31.05,3.079177,3.079177,0.0
2025-11-21 22:26:59,1.907248,1.907248,0.0,0,0.01,24.33,0,0.06,30.69,3.079177,3.079177,0.0
2025-11-21 22:28:59,1.907825,1.907825,0.0,0,0.00,24.33,0,0.10,30.40,3.079177,3.079177,0.0
2025-11-21 22:30:59,1.907825,1.907825,0.0,0,0.06,24.33,0,0.10,30.03,3.078655,3.078655,0.0
2025-11-21 22:32:59,1.907825,1.907825,0.0,0,0.10,24.33,0,0.06,29.77,3.077986,3.077986,0.0
2025-11-21 22:34:59,1.907872,1.90785,0.0,0,0.09,24.32,0,0.06,29.45,3.077668,3.077668,0.0
2025-11-21 22:36:59,1.90785,1.90785,0.0,0,0.01,24.23,0,0.03,29.17,3.077668,3.077668,0.0
2025-11-21 22:38:59,1.90785,1.90785,0.0,0,0.00,24.23,0,0.09,28.96,3.076834,3.076834,0.0
2025-11-21 22:40:59,1.908256,1.908256,0.0,0,0.00,24.23,0,0.10,28.75,3.076834,3.076834,0.0
2025-11-21 22:42:59,1.908256,1.908256,0.0,0,0.02,24.23,0,0.10,28.54,3.077401,3.076984,0.0
2025-11-21 22:44:59,1.908005,1.908005,0.0,0,0.06,24.23,0,0.10,28.32,3.076984,3.076984,0.0
2025-11-21 22:46:59,1.908005,1.908005,0.0,0,0.10,24.23,0,0.10,28.11,3.076501,3.076501,0.0
2025-11-21 22:48:59,1.908304,1.908304,0.0,0,0.10,24.23,0,0.10,27.90,3.076276,3.076276,0.0
2025-11-21 22:50:59,1.907803,1.907803,0.0,0,0.05,24.17,0,0.01,27.69,3.076102,3.076102,0.0
2025-11-21 22:52:59,1.907765,1.907803,0.0,0,0.00,24.12,0,0.00,27.48,3.076054,3.076054,0.0
2025-11-21 22:54:59,1.908348,1.908348,0.0,0,0.00,24.12,0,0.09,27.38,3.075442,3.075442,0.0
2025-11-21 22:56:59,1.9085,1.9085,0.0,0,0.00,24.12,0,0.05,27.17,3.075189,3.075189,0.0
