sep=,

firmware launcher:,8.02
firmware GUI,6.70

Household ID:,369
Sensor ID:,29427
Sensor Type:,EXACTv2 
Start time:,2025-11-12 11:20:58
Stop time:,2025-11-19 11:43:58
Total number of logs:,10102
Maximum temperature:,55.97
Errors:,0
Stove Name:,supamoto
Cooking Events per day:,2.42
Cooking Time (min/day):,118.03
Number of days of cooking:,7

Timestamp,Usage EXACT 29427,Gradient EXACT 29427,Temperature EXACT 29427
2025-11-12 11:22:58,0,-0.10,30.24
2025-11-12 11:24:58,0,-0.05,30.35
2025-11-12 11:26:58,0,-0.09,29.92
2025-11-12 11:28:58,0,-0.05,30.08
2025-11-12 11:30:58,0,-0.09,30.13
2025-11-12 11:32:58,0,-0.10,30.83
2025-11-12 11:34:58,0,-0.07,32.12
2025-11-12 11:36:58,0,-0.07,32.64
2025-11-12 11:38:58,0,-0.08,32.77
2025-11-12 11:40:58,0,-0.11,32.75
2025-11-12 11:42:58,0,-0.07,32.78
2025-11-12 11:44:58,0,-0.11,32.58
2025-11-12 11:46:58,0,-0.05,32.25
2025-11-12 11:48:58,0,-0.05,31.93
2025-11-12 11:50:58,0,-0.09,31.65
2025-11-12 11:52:58,0,-0.05,31.54
2025-11-12 11:54:58,0,-0.05,31.49
2025-11-12 11:56:58,0,-0.05,31.27
2025-11-12 11:58:58,0,-0.05,30.62
2025-11-12 12:00:58,0,-0.04,29.98
2025-11-12 12:02:58,0,-0.00,29.39
2025-11-12 12:04:58,0,-0.00,28.80
2025-11-12 12:06:58,0,-0.04,28.34
2025-11-12 12:08:58,0,-0.00,27.90
2025-11-12 12:10:58,0,-0.00,27.53
2025-11-12 12:12:58,0,-0.00,27.22
2025-11-12 12:14:58,0,-0.04,26.91
2025-11-12 12:16:58,0,-0.00,26.65
2025-11-12 12:18:58,0,-0.00,26.39
2025-11-12 12:20:58,0,-0.03,26.08
2025-11-12 12:22:58,0,-0.00,25.82
2025-11-12 12:24:58,0,-0.03,25.51
2025-11-12 12:26:58,0,-0.05,25.20
2025-11-12 12:28:58,0,-0.05,24.89
2025-11-12 12:30:58,0,-0.00,24.69
2025-11-12 12:32:58,0,-0.00,24.53
2025-11-12 12:34:58,0,-0.00,24.53
2025-11-12 12:36:58,0,-0.00,24.53
2025-11-12 12:38:58,0,-0.00,24.53
2025-11-12 12:40:58,0,-0.00,24.53
2025-11-12 12:42:58,0,-0.00,24.53
2025-11-12 12:44:58,0,-0.00,24.53
2025-11-12 12:46:58,0,-0.00,24.53
2025-11-12 12:48:58,0,-0.02,24.48
2025-11-12 12:50:58,0,-0.00,24.43
2025-11-12 12:52:58,0,-0.00,24.38
2025-11-12 12:54:58,0,-0.00,24.33
2025-11-12 12:56:58,0,-0.03,24.23
2025-11-12 12:58:58,0,-0.03,24.17
2025-11-12 13:00:58,0,-0.00,24.12
2025-11-12 13:02:58,0,-0.02,24.02
2025-11-12 13:04:58,0,-0.03,23.98
2025-11-12 13:06:58,0,-0.00,23.92
2025-11-12 13:08:58,0,-0.04,23.82
2025-11-12 13:10:58,0,-0.01,23.81
2025-11-12 13:12:58,0,-0.00,23.71
2025-11-12 13:14:58,0,-0.00,23.71
2025-11-12 13:16:58,0,-0.05,23.73
2025-11-12 13:18:58,0,-0.03,23.78
2025-11-12 13:20:58,0,-0.00,23.82
2025-11-12 13:22:58,0,-0.01,23.81
2025-11-12 13:24:58,0,-0.00,23.71
2025-11-12 13:26:58,0,-0.00,23.71
2025-11-12 13:28:58,0,-0.00,23.71
2025-11-12 13:30:58,0,-0.00,23.71
2025-11-12 13:32:58,0,-0.03,23.63
2025-11-12 13:34:58,0,-0.00,23.61
2025-11-12 13:36:58,0,-0.00,23.61
2025-11-12 13:38:58,0,-0.00,23.61
2025-11-12 13:40:58,0,-0.00,23.61
2025-11-12 13:42:58,0,-0.03,23.56
2025-11-12 13:44:58,0,-0.00,23.51
2025-11-12 13:46:58,0,-0.00,23.51
2025-11-12 13:48:58,0,-0.00,23.51
2025-11-12 13:50:58,0,-0.04,23.45
2025-11-12 13:52:58,0,-0.00,23.41
2025-11-12 13:54:58,0,-0.00,23.41
2025-11-12 13:56:58,0,-0.00,23.41
2025-11-12 13:58:58,0,-0.05,23.35
2025-11-12 14:00:58,0,-0.00,23.31
2025-11-12 14:02:58,0,-0.00,23.31
2025-11-12 14:04:58,0,-0.03,23.16
2025-11-12 14:06:58,0,-0.01,22.89
2025-11-12 14:08:58,0,-0.02,22.54
2025-11-12 14:10:58,0,-0.00,22.34
2025-11-12 14:12:58,0,-0.00,22.24
2025-11-12 14:14:58,0,-0.00,22.34
2025-11-12 14:16:58,0,0.04,22.90
2025-11-12 14:18:58,1,0.15,24.04
2025-11-12 14:20:58,1,0.19,25.87
2025-11-12 14:22:58,1,0.24,28.01
2025-11-12 14:24:58,1,0.21,29.28
2025-11-12 14:26:58,1,0.21,29.76
2025-11-12 14:28:58,1,0.21,30.19
2025-11-12 14:30:58,1,0.16,30.73
2025-11-12 14:32:58,1,0.24,31.76
2025-11-12 14:34:58,1,0.24,32.50
2025-11-12 14:36:58,1,0.11,31.71
2025-11-12 14:38:58,1,0.10,30.73
2025-11-12 14:40:58,1,0.09,29.85
2025-11-12 14:42:58,1,0.10,29.28
2025-11-12 14:44:58,1,0.19,29.62
2025-11-12 14:46:58,1,0.21,30.62
2025-11-12 14:48:58,1,0.25,31.87
2025-11-12 14:50:58,1,0.32,33.03
2025-11-12 14:52:58,1,0.33,33.75
2025-11-12 14:54:58,1,0.33,34.25
2025-11-12 14:56:58,1,0.33,34.70
2025-11-12 14:58:58,1,0.34,35.16
2025-11-12 15:00:58,1,0.34,35.39
2025-11-12 15:02:58,0,0.29,35.21
2025-11-12 15:04:58,0,0.28,35.10
2025-11-12 15:06:58,0,0.23,34.70
2025-11-12 15:08:58,0,0.22,34.25
2025-11-12 15:10:58,0,0.13,33.71
2025-11-12 15:12:58,0,0.16,33.14
2025-11-12 15:14:58,0,0.11,32.52
2025-11-12 15:16:58,0,0.15,31.87
2025-11-12 15:18:58,0,0.12,31.38
2025-11-12 15:20:58,0,0.10,30.94
2025-11-12 15:22:58,0,0.10,30.51
2025-11-12 15:24:58,0,0.10,30.08
2025-11-12 15:26:58,0,0.09,29.75
2025-11-12 15:28:58,0,0.10,29.49
2025-11-12 15:30:58,0,0.09,29.22
