sep=,

firmware launcher:,8.02
firmware GUI,6.70

Household ID:,10298
Sensor ID:,29361
Sensor Type:,EXACTv2 
Start time:,2025-11-12 16:30:03
Stop time:,2025-11-19 18:07:03
Total number of logs:,10176
Maximum temperature:,49.06
Errors:,0
Stove Name:,Electric
Cooking Events per day:,0.71
Cooking Time (min/day):,25.47
Number of days of cooking:,3

Timestamp,Usage EXACT 29361,Gradient EXACT 29361,Temperature EXACT 29361
2025-11-12 16:34:03,0,0.00,26.49
2025-11-12 16:38:03,0,-0.01,26.48
2025-11-12 16:42:03,0,-0.01,26.48
2025-11-12 16:46:03,0,-0.05,26.45
2025-11-12 16:50:03,0,-0.02,26.39
2025-11-12 16:54:03,0,-0.00,26.39
2025-11-12 16:58:03,0,-0.05,26.34
2025-11-12 17:02:03,0,-0.00,26.29
2025-11-12 17:06:03,0,-0.00,26.29
2025-11-12 17:10:03,0,-0.05,26.23
2025-11-12 17:14:03,0,-0.05,26.18
2025-11-12 17:18:03,0,-0.07,26.18
2025-11-12 17:22:03,0,-0.01,26.18
2025-11-12 17:26:03,0,-0.00,26.18
2025-11-12 17:30:03,0,-0.00,26.18
2025-11-12 17:34:03,0,-0.00,26.18
2025-11-12 17:38:03,0,-0.00,26.18
2025-11-12 17:42:03,0,-0.00,26.18
2025-11-12 17:46:03,0,-0.09,26.18
2025-11-12 17:50:03,0,-0.01,26.18
2025-11-12 17:54:03,0,-0.00,26.18
2025-11-12 17:58:03,0,-0.00,26.13
2025-11-12 18:02:03,0,-0.04,25.98
2025-11-12 18:06:03,0,-0.00,25.98
2025-11-12 18:10:03,0,-0.00,25.98
2025-11-12 18:14:03,0,-0.04,25.98
2025-11-12 18:18:03,0,-0.02,25.98
2025-11-12 18:22:03,0,-0.01,25.91
2025-11-12 18:26:03,0,-0.00,25.82
2025-11-12 18:30:03,0,-0.05,25.71
2025-11-12 18:34:03,0,-0.00,25.66
2025-11-12 18:38:03,0,-0.01,25.65
2025-11-12 18:42:03,0,-0.00,25.56
2025-11-12 18:46:03,0,-0.01,25.55
2025-11-12 18:50:03,0,-0.00,25.46
2025-11-12 18:54:03,0,-0.00,25.46
2025-11-12 18:58:03,0,-0.00,25.46
2025-11-12 19:02:03,0,-0.00,25.46
2025-11-12 19:06:03,0,-0.00,25.46
2025-11-12 19:10:03,0,-0.05,25.41
2025-11-12 19:14:03,0,-0.05,25.36
2025-11-12 19:18:03,0,-0.05,25.36
2025-11-12 19:22:03,0,-0.02,25.44
2025-11-12 19:26:03,0,-0.00,25.36
2025-11-12 19:30:03,0,-0.00,25.36
2025-11-12 19:34:03,0,-0.00,25.36
2025-11-12 19:38:03,0,-0.00,25.36
2025-11-12 19:42:03,0,-0.05,25.41
2025-11-12 19:46:03,0,-0.00,25.46
2025-11-12 19:50:03,0,-0.04,25.46
2025-11-12 19:54:03,0,-0.05,25.51
2025-11-12 19:58:03,0,-0.00,25.56
2025-11-12 20:02:03,0,-0.00,25.56
2025-11-12 20:06:03,0,-0.00,25.56
2025-11-12 20:10:03,0,-0.00,25.56
2025-11-12 20:14:03,0,-0.06,25.56
2025-11-12 20:18:03,0,-0.03,25.63
2025-11-12 20:22:03,0,-0.00,25.66
2025-11-12 20:26:03,0,-0.00,25.66
2025-11-12 20:30:03,0,-0.00,25.66
2025-11-12 20:34:03,0,-0.00,25.66
2025-11-12 20:38:03,0,-0.00,25.66
2025-11-12 20:42:03,0,-0.00,25.66
2025-11-12 20:46:03,0,-0.00,25.66
2025-11-12 20:50:03,0,-0.00,25.66
2025-11-12 20:54:03,0,-0.05,25.66
2025-11-12 20:58:03,0,-0.04,25.72
2025-11-12 21:02:03,0,-0.05,25.66
