Timestamp,Usage EXACT 29333,Gradient EXACT 29333,Temperature EXACT 29333,Usage EXACT 29282,Gradient EXACT 29282,Temperature EXACT 29282,Weight (kg),w_smooth,consumption (kg),Usage EXACT 29323,Gradient EXACT 29323,Temperature EXACT 29323,Weight (kg),w_smooth,consumption (kg)
2025-11-14 11:49:47,0,-0.09,29.60,0,0.00,30.24,0.001067,,0.0,0,-0.05,30.84,-0.000113,,0.0
2025-11-14 11:51:47,0,-0.06,30.44,0,0.00,31.16,7.829777,7.829777,0.0,0,-0.01,31.16,1.601211,1.601211,0.0
2025-11-14 11:53:47,0,-0.09,31.05,0,-0.02,32.09,7.655607,7.655607,0.17417000000000016,0,-0.05,31.49,4.051929,4.051929,0.0
2025-11-14 11:55:47,0,-0.09,31.92,0,-0.00,32.03,7.655045,7.655607,0.0,0,-0.00,32.25,4.052824,4.051929,0.0
2025-11-14 11:57:47,0,-0.04,32.52,0,-0.05,32.91,7.655045,7.655454,0.0,0,-0.00,31.76,3.212488,3.212488,0.8394410000000003
2025-11-14 11:59:47,0,-0.08,33.36,0,-0.01,34.42,7.655454,7.655454,0.0,0,-0.00,31.21,3.212154,3.212164,0.0
2025-11-14 12:01:47,0,-0.08,33.86,0,0.04,35.62,7.655819,7.655819,0.0,0,-0.00,31.21,3.212154,3.212154,0.0
2025-11-14 12:03:47,0,-0.08,33.97,0,-0.05,36.08,7.656399,7.655872,0.0,0,-0.05,31.16,3.212154,3.212154,0.0
2025-11-14 12:05:47,0,-0.13,33.92,0,0.04,36.54,7.656399,7.656399,0.0,0,-0.00,31.32,3.212189,3.212267,0.0
2025-11-14 12:07:47,0,-0.09,33.97,0,0.05,37.18,7.657224,7.656429,0.0,0,-0.02,31.47,3.21239,3.21239,0.0
2025-11-14 12:09:47,0,-0.15,33.83,0,-0.05,37.47,7.657224,7.657224,0.0,0,-0.00,31.27,3.21239,3.21239,0.0
2025-11-14 12:11:47,0,-0.09,33.86,0,-0.01,37.94,7.658758,7.658758,0.0,0,-0.00,31.00,3.212239,3.212239,0.0
2025-11-14 12:13:47,0,-0.08,33.81,0,-0.01,38.42,7.65897,7.65897,0.0,0,0.04,32.25,3.211918,3.211918,0.0
2025-11-14 12:15:47,0,-0.08,33.81,0,-0.06,38.42,7.65897,7.65897,0.0,0,0.01,33.19,3.211545,3.211545,0.0
2025-11-14 12:17:47,0,0.01,33.68,0,-0.04,38.72,7.658997,7.658997,0.0,0,0.06,34.70,3.211186,3.211186,0.0
2025-11-14 12:19:47,0,0.00,32.91,0,-0.01,37.48,7.659227,7.659227,0.0,0,0.02,34.94,3.211079,3.211079,0.0
2025-11-14 12:21:47,0,-0.08,32.25,0,0.04,36.02,7.659781,7.659781,0.0,0,-0.04,33.80,3.211,3.211,0.0
2025-11-14 12:23:47,0,-0.04,31.49,0,0.05,34.87,7.659781,7.659781,0.0,0,-0.01,32.75,3.210522,3.210714,0.0
2025-11-14 12:25:47,0,-0.04,30.84,0,-0.00,33.86,7.659706,7.660238,0.0,0,-0.00,31.98,3.210384,3.210384,0.0
2025-11-14 12:27:47,0,-0.09,30.35,0,-0.05,32.91,7.660285,7.660285,0.0,0,-0.00,31.16,3.210384,3.210384,0.0
2025-11-14 12:29:47,0,-0.08,29.72,0,-0.01,32.14,7.65993,7.660285,0.0,0,-0.02,30.29,3.210384,3.210384,0.0
2025-11-14 12:31:47,0,-0.04,29.18,0,-0.05,31.54,7.660582,7.660582,0.0,0,-0.00,29.60,3.210884,3.210884,0.0
2025-11-14 12:33:47,0,-0.00,28.69,0,0.01,30.83,7.660749,7.660749,0.0,0,-0.05,29.01,3.211016,3.210868,0.0
2025-11-14 12:35:47,0,-0.05,28.29,0,-0.04,29.92,7.66036,7.66036,0.0,0,-0.00,28.59,3.210868,3.210868,0.0
2025-11-14 12:37:47,0,0.01,28.01,0,-0.05,29.33,7.659661,7.660355,0.0,0,-0.02,28.16,3.21095,3.21095,0.0
2025-11-14 12:39:47,0,-0.02,27.69,0,0.02,29.05,7.660355,7.66036,0.0,0,-0.04,27.87,3.210972,3.210972,0.0
2025-11-14 12:41:47,0,-0.02,27.48,0,0.00,28.80,7.660644,7.660644,0.0,0,-0.02,27.59,3.211696,3.211696,0.0
2025-11-14 12:43:47,0,-0.03,27.34,0,0.05,28.80,7.661697,7.661697,0.0,0,-0.02,27.38,3.211711,3.211711,0.0
2025-11-14 12:45:47,0,-0.01,27.22,0,-0.04,28.80,7.661813,7.661697,0.0,0,-0.04,27.24,3.211711,3.211711,0.0
2025-11-14 12:47:47,0,0.01,27.12,0,-0.00,28.85,7.661981,7.661981,0.0,0,-0.00,27.12,3.211592,3.211592,0.0
2025-11-14 12:49:47,0,0.00,27.01,0,0.01,28.85,7.66202,7.661981,0.0,0,-0.02,26.96,3.210469,3.210469,0.0
2025-11-14 12:51:47,0,-0.03,26.92,0,-0.04,28.71,7.661861,7.661861,0.0,0,-0.03,26.86,3.210051,3.210051,0.0
2025-11-14 12:53:47,0,-0.03,26.87,0,0.03,28.63,7.661822,7.661822,0.0,0,-0.00,26.81,3.210051,3.210051,0.0
2025-11-14 12:55:47,0,-0.01,26.81,0,-0.04,28.32,7.661822,7.661822,0.0,0,-0.03,26.70,3.210041,3.210041,0.0
2025-11-14 12:57:47,0,-0.03,26.77,0,-0.00,28.11,7.661676,7.661676,0.0,0,-0.00,26.70,3.210277,3.210041,0.0
2025-11-14 12:59:47,0,-0.01,26.70,0,0.04,27.90,7.661676,7.661676,0.0,0,-0.00,26.70,3.210277,3.210277,0.0
2025-11-14 13:01:47,0,0.01,26.70,0,0.00,27.75,7.661487,7.661487,0.0,0,-0.00,26.70,3.210274,3.210274,0.0
2025-11-14 13:03:47,0,-0.03,26.66,0,-0.02,27.64,7.661446,7.661446,0.0,0,-0.00,26.70,3.210148,3.210148,0.0
2025-11-14 13:05:47,0,-0.01,26.60,0,-0.00,27.59,7.660926,7.660926,0.0,0,-0.00,26.70,3.209724,3.210148,0.0
2025-11-14 13:07:47,0,0.01,26.60,0,-0.01,27.38,7.660668,7.660668,0.0,0,-0.01,26.70,3.210173,3.210173,0.0
2025-11-14 13:09:47,0,0.01,26.60,0,0.04,27.17,7.660444,7.660444,0.0,0,-0.05,26.72,3.210173,3.210173,0.0
2025-11-14 13:11:47,0,0.00,26.59,0,0.00,27.01,7.660016,7.660016,0.0,0,-0.01,26.70,3.210567,3.210567,0.0
2025-11-14 13:13:47,0,-0.03,26.52,0,0.02,26.86,7.659906,7.659906,0.0,0,-0.00,26.60,3.210567,3.210567,0.0
2025-11-14 13:15:47,0,-0.00,26.49,0,0.00,26.74,7.65967,7.65967,0.0,0,-0.04,26.51,3.210431,3.210516,0.0
2025-11-14 13:17:47,0,0.01,26.49,0,0.04,26.64,7.659446,7.659446,0.0,0,-0.01,26.48,3.210516,3.210516,0.0
2025-11-14 13:19:47,0,0.01,26.49,0,0.00,26.54,7.65944,7.65944,0.0,0,-0.00,26.39,3.210516,3.210516,0.0
2025-11-14 13:21:47,0,0.01,26.49,0,0.00,26.44,7.659323,7.659323,0.0,0,-0.02,26.37,3.211126,3.211126,0.0
2025-11-14 13:23:47,0,-0.04,26.44,0,0.05,26.39,7.659323,7.6595,0.0,0,-0.01,26.29,3.211507,3.211507,0.0
2025-11-14 13:25:47,0,-0.04,26.42,0,-0.00,26.33,7.6595,7.6595,0.0,0,-0.00,26.29,3.211865,3.211865,0.0
2025-11-14 13:27:47,0,0.01,26.39,0,0.04,26.29,7.659069,7.659069,0.0,0,-0.02,26.23,3.212686,3.212686,0.0
2025-11-14 13:29:47,0,0.01,26.39,0,-0.04,26.18,7.659069,7.659069,0.0,0,-0.00,26.18,3.21322,3.21322,0.0
2025-11-14 13:31:47,0,0.01,26.39,0,0.01,26.18,7.658764,7.659069,0.0,0,-0.00,26.18,3.21322,3.21322,0.0
2025-11-14 13:33:47,0,0.01,26.39,0,0.05,26.18,7.659518,7.65937,0.0,0,-0.00,26.18,3.213431,3.213431,0.0
2025-11-14 13:35:47,0,0.01,26.39,0,0.05,26.18,7.65937,7.65937,0.0,0,-0.00,26.18,3.213868,3.213868,0.0
2025-11-14 13:37:47,0,0.01,26.39,0,0.03,26.16,7.65937,7.65937,0.0,0,-0.00,26.18,3.213868,3.213868,0.0
2025-11-14 13:39:47,0,0.01,26.39,0,-0.04,26.08,7.659412,7.659412,0.0,0,-0.00,26.18,3.213535,3.213535,0.0
2025-11-14 13:41:47,0,0.01,26.39,0,-0.05,26.08,7.659717,7.659717,0.0,0,-0.05,26.14,3.213337,3.213478,0.0
2025-11-14 13:43:47,0,0.01,26.39,0,-0.03,26.08,7.659717,7.659717,0.0,0,-0.05,26.11,3.213478,3.213478,0.0
2025-11-14 13:45:47,0,0.01,26.39,0,-0.05,26.08,7.660091,7.660091,0.0,0,-0.06,26.12,3.213478,3.213478,0.0
2025-11-14 13:47:47,0,0.01,26.39,0,-0.05,26.08,7.660797,7.660797,0.0,0,-0.01,26.17,3.214516,3.214494,0.0
2025-11-14 13:49:47,0,0.01,26.39,0,-0.05,26.08,7.660797,7.660797,0.0,0,-0.00,26.18,3.214494,3.214494,0.0
2025-11-14 13:51:47,0,0.00,26.40,0,0.04,26.18,7.661012,7.661242,0.0,0,-0.00,26.18,3.214494,3.214494,0.0
2025-11-14 13:53:47,0,-0.04,26.44,0,0.05,26.18,7.661242,7.661242,0.0,0,-0.00,26.18,3.214286,3.214324,0.0
2025-11-14 13:55:47,0,0.01,26.49,0,0.04,26.18,7.661885,7.661885,0.0,0,-0.04,26.18,3.214324,3.214324,0.0
2025-11-14 13:57:47,0,0.01,26.49,0,-0.02,26.18,7.661948,7.661948,0.0,0,-0.03,26.19,3.214909,3.214324,0.0
2025-11-14 13:59:47,0,0.01,26.49,0,-0.04,26.18,7.662516,7.662516,0.0,0,-0.06,26.18,3.214173,3.214173,0.0
2025-11-14 14:01:47,0,0.01,26.49,0,-0.05,26.18,7.662516,7.662516,0.0,0,-0.03,26.26,3.214173,3.214173,0.0
2025-11-14 14:03:47,0,0.01,26.49,0,0.03,26.28,7.662896,7.662896,0.0,0,-0.00,26.29,3.214173,3.214173,0.0
2025-11-14 14:05:47,0,0.01,26.49,0,0.05,26.29,7.662929,7.662929,0.0,0,-0.00,26.29,3.214333,3.214192,0.0
2025-11-14 14:07:47,0,0.00,26.49,0,0.05,26.29,7.663362,7.663362,0.0,0,-0.00,26.29,3.213824,3.213824,0.0
2025-11-14 14:09:47,0,-0.02,26.49,0,0.05,26.29,7.664095,7.663362,0.0,0,-0.00,26.29,3.213412,3.213412,0.0
2025-11-14 14:11:47,0,-0.02,26.49,0,0.05,26.29,7.663272,7.66344,0.0,0,-0.00,26.29,3.213088,3.213088,0.0
2025-11-14 14:13:47,0,-0.02,26.49,0,0.05,26.29,7.66344,7.66344,0.0,0,-0.00,26.29,3.212532,3.212847,0.0
2025-11-14 14:15:47,0,-0.02,26.49,0,0.05,26.29,7.66344,7.66344,0.0,0,-0.00,26.29,3.213088,3.213088,0.0
2025-11-14 14:17:47,0,-0.06,26.51,0,0.04,26.29,7.663742,7.663742,0.0,0,-0.00,26.29,3.213512,3.213512,0.0
2025-11-14 14:19:47,0,-0.06,26.53,0,0.04,26.29,7.663999,7.663999,0.0,0,-0.00,26.29,3.213538,3.213538,0.0
2025-11-14 14:21:47,0,-0.04,26.54,0,-0.02,26.29,7.664585,7.664585,0.0,0,-0.00,26.29,3.212569,3.212569,0.0
2025-11-14 14:23:47,0,0.00,26.60,0,-0.05,26.29,7.664585,7.664585,0.0,0,-0.00,26.29,2.122684,2.122684,0.6582979999999998
2025-11-14 14:25:47,0,0.01,26.60,0,-0.05,26.29,7.664827,7.664827,0.0,0,-0.00,26.29,2.121655,2.121655,0.0
2025-11-14 14:27:47,0,0.01,26.60,0,-0.03,26.30,7.664848,7.664827,0.0,0,-0.01,26.29,2.121536,2.121536,0.0
2025-11-14 14:29:47,0,0.01,26.60,0,0.04,26.39,7.664812,7.664848,0.0,0,-0.06,26.29,2.121143,2.121165,0.0
2025-11-14 14:31:47,0,0.01,26.60,0,0.05,26.39,7.665801,7.665389,0.0,0,-0.05,26.32,2.121165,2.121165,0.0
2025-11-14 14:33:47,0,0.01,26.60,0,0.05,26.39,7.665505,7.665801,0.0,0,-0.06,26.33,2.12158,2.12158,0.0
2025-11-14 14:35:47,0,0.01,26.60,0,0.05,26.39,7.665939,7.665939,0.0,0,-0.01,26.39,2.121932,2.121684,0.0
2025-11-14 14:37:47,0,0.01,26.60,0,0.05,26.39,7.666668,7.666364,0.0,0,-0.00,26.39,2.121684,2.121684,0.0
2025-11-14 14:39:47,0,-0.02,26.60,0,0.05,26.39,7.666364,7.666364,0.0,0,-0.00,26.39,2.12129,2.12129,0.0
2025-11-14 14:41:47,0,-0.03,26.60,0,0.05,26.39,7.665925,7.665925,0.0,0,-0.00,26.39,2.120813,2.120813,0.0
2025-11-14 14:43:47,0,-0.01,26.60,0,0.05,26.39,7.665634,7.665634,0.0,0,-0.00,26.39,2.120646,2.120813,0.0
2025-11-14 14:45:47,0,-0.00,26.60,0,0.05,26.39,7.665395,7.665395,0.0,0,-0.00,26.39,2.12129,2.12129,0.0
2025-11-14 14:47:47,0,0.01,26.60,0,0.05,26.39,7.665395,7.665395,0.0,0,-0.00,26.39,2.120806,2.12085,0.0
2025-11-14 14:49:47,0,0.01,26.60,0,0.05,26.39,7.665243,7.665248,0.0,0,-0.00,26.39,2.12085,2.12085,0.0
2025-11-14 14:51:47,0,0.01,26.60,0,0.05,26.39,7.665248,7.665449,0.0,0,-0.00,26.39,2.121379,2.121379,0.0
2025-11-14 14:53:47,0,-0.01,26.60,0,0.05,26.39,7.665449,7.665449,0.0,0,-0.00,26.39,2.12164,2.12164,0.0
2025-11-14 14:55:47,0,-0.03,26.60,0,0.05,26.39,7.665754,7.665754,0.0,0,-0.00,26.39,2.121872,2.12164,0.0
2025-11-14 14:57:47,0,-0.02,26.60,0,0.05,26.39,7.666083,7.665754,0.0,0,-0.00,26.39,2.121495,2.121649,0.0
2025-11-14 14:59:47,0,-0.02,26.60,0,0.05,26.39,7.665404,7.665404,0.0,0,-0.00,26.39,2.121649,2.121495,0.0
2025-11-14 15:01:47,0,-0.01,26.60,0,0.05,26.39,7.665404,7.665123,0.0,0,-0.00,26.39,2.121391,2.121649,0.0
2025-11-14 15:03:47,0,0.01,26.60,0,0.05,26.39,7.665123,7.665123,0.0,0,-0.00,26.39,2.122064,2.122064,0.0
2025-11-14 15:05:47,0,0.01,26.60,0,0.05,26.39,7.664998,7.664998,0.0,0,0.00,26.39,2.122237,2.122139,0.0
2025-11-14 15:07:47,0,0.01,26.60,0,0.05,26.39,7.664998,7.664998,0.0,0,0.00,26.39,2.122139,2.122139,0.0
2025-11-14 15:09:47,0,0.01,26.60,0,0.05,26.39,7.665524,7.665524,0.0,0,0.00,26.39,2.121926,2.121926,0.0
2025-11-14 15:11:47,0,0.01,26.60,0,0.05,26.39,7.665524,7.665524,0.0,0,0.00,26.39,2.121926,2.121926,0.0
2025-11-14 15:13:47,0,0.01,26.60,0,0.05,26.39,7.665811,7.665811,0.0,0,0.00,26.39,2.121926,2.121926,0.0
2025-11-14 15:15:47,0,0.01,26.60,0,0.05,26.39,7.665811,7.665811,0.0,0,0.00,26.39,2.121863,2.12203,0.0
2025-11-14 15:17:47,0,0.01,26.60,0,0.05,26.39,7.665545,7.665545,0.0,0,0.00,26.39,2.12203,2.12203,0.0
2025-11-14 15:19:47,0,0.01,26.60,0,0.05,26.39,7.665545,7.665545,0.0,0,0.00,26.39,2.122586,2.122586,0.0
2025-11-14 15:21:47,0,0.01,26.60,0,0.05,26.39,7.665903,7.665846,0.0,0,0.00,26.39,2.122665,2.122665,0.0
2025-11-14 15:23:47,0,0.01,26.60,0,0.05,26.39,7.665846,7.665846,0.0,0,0.00,26.39,2.122555,2.122555,0.0
2025-11-14 15:25:47,0,0.01,26.60,0,0.05,26.39,7.665512,7.665512,0.0,0,0.00,26.39,2.121592,2.121979,0.0
2025-11-14 15:27:47,0,0.01,26.60,0,0.05,26.39,7.66515,7.66515,0.0,0,0.00,26.39,2.121979,2.121979,0.0
2025-11-14 15:29:47,0,0.01,26.60,0,0.05,26.39,7.66515,7.66515,0.0,0,0.00,26.39,2.121979,2.121979,0.0
2025-11-14 15:31:47,0,0.01,26.60,0,0.04,26.38,7.665156,7.66515,0.0,0,0.00,26.39,2.122495,2.122224,0.0
2025-11-14 15:33:47,0,0.01,26.60,0,0.04,26.38,7.664845,7.664845,0.0,0,0.00,26.39,2.122224,2.122008,0.0
2025-11-14 15:35:47,0,-0.02,26.60,0,0.05,26.39,7.664145,7.66428,0.0,0,0.00,26.39,2.122008,2.122008,0.0
2025-11-14 15:37:47,0,-0.07,26.61,0,0.05,26.39,7.66428,7.66428,0.0,0,0.00,26.39,2.122008,2.122008,0.0
2025-11-14 15:39:47,0,-0.04,26.65,0,0.05,26.39,7.66428,7.66428,0.0,0,0.00,26.39,2.121432,2.121432,0.0
2025-11-14 15:41:47,0,-0.02,26.66,0,0.05,26.39,7.66428,7.66428,0.0,0,0.00,26.39,2.121401,2.121417,0.0
2025-11-14 15:43:47,0,-0.04,26.61,0,0.05,26.39,7.662594,7.662594,0.0,0,0.00,26.39,2.121687,2.121687,0.0
2025-11-14 15:45:47,0,-0.01,26.60,0,0.05,26.39,7.66219,7.662594,0.0,0,0.00,26.39,2.121841,2.121841,0.0
2025-11-14 15:47:47,0,0.01,26.60,0,-0.02,26.30,7.662722,7.662722,0.0,0,0.00,26.39,2.12225,2.122221,0.0
2025-11-14 15:49:47,0,0.01,26.54,0,0.03,26.29,7.662722,7.662722,0.0,0,-0.03,26.29,2.122162,2.122221,0.0
2025-11-14 15:51:47,0,0.01,26.34,0,0.05,26.29,7.660519,7.660519,0.0,0,-0.00,26.29,2.122221,2.122221,0.0
2025-11-14 15:53:47,0,0.01,26.13,0,0.04,26.28,7.659604,7.659604,0.0,0,-0.02,26.27,2.122938,2.122938,0.0
2025-11-14 15:55:47,0,-0.03,25.99,0,-0.04,26.18,7.659299,7.659299,0.0,0,-0.02,26.18,2.123036,2.123209,0.0
2025-11-14 15:57:47,0,0.01,25.87,0,-0.00,26.18,7.658893,7.659045,0.0,0,-0.00,26.18,2.12335,2.12335,0.0
2025-11-14 15:59:47,0,0.01,25.87,0,0.04,26.18,7.658617,7.658617,0.0,0,-0.00,26.18,2.123816,2.123816,0.0
2025-11-14 16:01:47,0,0.01,26.03,0,0.05,26.18,7.658617,7.658617,0.0,0,-0.00,26.18,2.123816,2.123816,0.0
2025-11-14 16:03:47,0,0.00,26.14,0,0.05,26.18,7.658509,7.658509,0.0,0,-0.05,26.13,2.123816,2.124023,0.0
2025-11-14 16:05:47,0,0.01,26.34,0,0.05,26.18,7.658249,7.658435,0.0,0,-0.04,26.11,2.124498,2.124498,0.0
2025-11-14 16:07:47,0,-0.01,26.44,0,0.05,26.18,7.658199,7.658199,0.0,0,-0.00,26.11,2.124941,2.124941,0.0
2025-11-14 16:09:47,0,-0.03,26.61,0,0.05,26.18,7.658199,7.658199,0.0,0,-0.02,26.11,2.12551,2.12551,0.0
2025-11-14 16:11:47,0,0.01,26.75,0,0.05,26.18,7.658079,7.658079,0.0,0,-0.01,26.11,2.12551,2.125526,0.0
2025-11-14 16:13:47,0,-0.01,26.86,0,0.05,26.18,7.657547,7.657814,0.0,0,-0.06,26.11,2.125863,2.12551,0.0
2025-11-14 16:15:47,0,0.01,26.96,0,0.05,26.18,7.657814,7.657547,0.0,0,-0.05,26.13,2.12546,2.12546,0.0
2025-11-14 16:17:47,0,-0.01,27.01,0,0.05,26.18,7.657547,7.657547,0.0,0,-0.03,26.11,2.12546,2.12546,0.0
2025-11-14 16:19:47,0,-0.01,26.91,0,0.05,26.18,7.657469,7.657469,0.0,0,-0.01,26.09,2.126391,2.126391,0.0
2025-11-14 16:21:47,0,-0.00,26.81,0,0.02,26.15,7.657448,7.657469,0.0,0,-0.00,26.08,2.126545,2.126545,0.0
2025-11-14 16:23:47,0,-0.00,26.70,0,-0.04,26.08,7.657672,7.657672,0.0,0,-0.03,26.05,2.126545,2.126545,0.0
2025-11-14 16:25:47,0,0.01,26.70,0,-0.04,26.08,7.657735,7.657735,0.0,0,-0.03,26.00,2.126545,2.126545,0.0
2025-11-14 16:27:47,0,0.00,26.69,0,0.03,26.08,7.657672,7.657735,0.0,0,-0.02,25.98,2.126897,2.126897,0.0
2025-11-14 16:29:47,0,-0.03,26.61,0,0.05,26.08,7.65758,7.65758,0.0,0,-0.00,25.98,2.126897,2.126897,0.0
2025-11-14 16:31:47,0,0.01,26.60,0,0.05,26.08,7.656818,7.656818,0.0,0,-0.00,25.98,2.127158,2.126897,0.0
2025-11-14 16:33:47,0,0.01,26.60,0,0.04,26.07,7.656758,7.656818,0.0,0,-0.00,25.98,2.126256,2.127158,0.0
2025-11-14 16:35:47,0,-0.02,26.67,0,-0.04,25.98,7.656704,7.656758,0.0,0,-0.00,25.98,2.127158,2.127158,0.0
2025-11-14 16:37:47,0,-0.03,26.72,0,-0.05,25.98,7.656928,7.656928,0.0,0,-0.00,25.98,2.127708,2.127548,0.0
2025-11-14 16:39:47,0,0.01,26.81,0,-0.05,25.98,7.656928,7.657448,0.0,0,-0.00,25.98,2.127548,2.127548,0.0
2025-11-14 16:41:47,0,-0.01,26.81,0,-0.05,25.98,7.657448,7.656928,0.0,0,-0.01,25.97,2.127548,2.127548,0.0
2025-11-14 16:43:47,0,-0.01,26.86,0,-0.05,25.98,7.656904,7.656904,0.0,0,-0.05,25.93,2.127149,2.127149,0.0
2025-11-14 16:45:47,0,0.01,26.91,0,-0.05,25.98,7.656605,7.656605,0.0,0,-0.03,25.95,2.127039,2.127039,0.0
2025-11-14 16:47:47,0,0.01,26.91,0,-0.04,25.98,7.65639,7.65639,0.0,0,-0.01,25.90,2.126944,2.126944,0.0
2025-11-14 16:49:47,0,0.01,26.91,0,-0.05,25.98,7.655953,7.65616,0.0,0,-0.03,25.87,2.126413,2.126498,0.0
2025-11-14 16:51:47,0,0.01,26.91,0,-0.01,25.98,7.65616,7.65616,0.0,0,-0.02,25.87,2.126498,2.126882,0.0
2025-11-14 16:53:47,0,-0.02,26.95,0,0.02,25.98,7.657054,7.657054,0.0,0,-0.00,25.87,2.126882,2.126882,0.0
2025-11-14 16:55:47,0,-0.00,26.91,0,0.04,25.98,7.657182,7.657182,0.0,0,-0.00,25.87,2.126982,2.126982,0.0
2025-11-14 16:57:47,0,-0.01,26.92,0,0.05,25.98,7.657182,7.657182,0.0,0,-0.00,25.87,2.127359,2.127359,0.0
2025-11-14 16:59:47,0,0.01,27.06,0,-0.02,25.98,7.65723,7.657182,0.0,0,-0.02,25.87,2.127774,2.127624,0.0
2025-11-14 17:01:47,0,0.01,27.18,0,-0.05,25.98,7.656976,7.656976,0.0,0,-0.01,25.93,2.127624,2.127624,0.0
2025-11-14 17:03:47,0,0.01,27.38,0,-0.05,25.98,7.656845,7.656845,0.0,0,-0.00,25.98,2.127573,2.127573,0.0
2025-11-14 17:05:47,0,0.01,27.54,0,0.01,26.05,7.656794,7.656794,0.0,0,-0.00,25.98,2.126985,2.12752,0.0
2025-11-14 17:07:47,0,0.01,27.64,0,0.05,26.08,7.656812,7.656632,0.0,0,-0.00,25.98,2.12752,2.12752,0.0
2025-11-14 17:09:47,0,0.00,27.65,0,-0.03,25.98,7.656632,7.656632,0.0,0,-0.00,25.98,2.127646,2.127646,0.0
2025-11-14 17:11:47,0,-0.01,27.66,0,-0.04,25.98,7.656632,7.656608,0.0,0,-0.00,25.98,2.127583,2.127583,0.0
2025-11-14 17:13:47,0,0.01,27.75,0,0.03,25.98,7.656608,7.65656,0.0,0,-0.00,25.98,2.127558,2.127583,0.0
2025-11-14 17:15:47,0,0.02,27.84,0,0.03,25.98,7.65656,7.65656,0.0,0,-0.00,25.98,2.12762,2.12762,0.0
2025-11-14 17:17:47,0,0.02,27.96,0,-0.04,25.98,7.65656,7.655998,0.0,0,-0.00,25.98,2.128249,2.128249,0.0
2025-11-14 17:19:47,0,0.00,28.02,0,-0.00,26.03,7.655846,7.655846,0.0,0,-0.00,25.98,2.128491,2.128249,0.0
2025-11-14 17:21:47,0,0.02,28.11,0,0.04,26.08,7.655846,7.655846,0.0,0,-0.00,25.98,2.128086,2.128086,0.0
2025-11-14 17:23:47,0,0.02,28.17,0,0.05,26.08,7.655765,7.655825,0.0,0,-0.02,25.98,2.127586,2.127586,0.0
2025-11-14 17:25:47,0,-0.01,28.19,0,0.05,26.08,7.655825,7.655825,0.0,0,-0.01,25.98,2.127586,2.127586,0.0
2025-11-14 17:27:47,0,0.02,28.17,0,0.00,26.03,7.65575,7.65575,0.0,0,-0.00,25.98,2.12747,2.12747,0.0
2025-11-14 17:29:47,0,0.02,28.17,0,-0.04,25.98,7.654787,7.654787,0.0,0,-0.00,25.98,2.127149,2.127149,0.0
2025-11-14 17:31:47,0,0.02,28.24,0,-0.05,25.98,7.654787,7.654787,0.0,0,-0.00,25.98,2.127561,2.127561,0.0
2025-11-14 17:33:47,0,0.02,28.27,0,-0.00,26.03,7.655418,7.655418,0.0,0,-0.00,25.98,2.127774,2.127774,0.0
2025-11-14 17:35:47,0,0.02,28.27,0,0.04,26.08,7.655694,7.655463,0.0,0,-0.00,25.98,2.128517,2.128517,0.0
2025-11-14 17:37:47,0,-0.01,28.31,0,0.01,26.29,7.655463,7.655463,0.0,0,-0.03,26.05,2.128517,2.128517,0.0
2025-11-14 17:39:47,0,0.02,28.38,0,0.02,26.29,7.655164,7.655164,0.0,0,-0.00,26.08,2.127759,2.128375,0.0
2025-11-14 17:41:47,0,0.02,28.38,0,0.05,26.29,7.654733,7.654733,0.0,0,-0.04,26.04,2.128375,2.128375,0.0
2025-11-14 17:43:47,0,0.02,28.38,0,0.00,26.23,7.653942,7.654106,0.0,0,-0.05,26.01,2.128375,2.128375,0.0
2025-11-14 17:45:47,0,0.01,28.32,0,0.04,26.18,7.654106,7.653986,0.0,0,-0.01,25.98,2.128375,2.128375,0.0
2025-11-14 17:47:47,0,0.02,28.22,0,-0.02,26.08,7.654106,7.654106,0.0,0,-0.00,25.98,2.129032,2.129032,0.0
2025-11-14 17:49:47,0,0.02,28.17,0,-0.00,26.03,7.654294,7.654106,0.0,0,-0.03,25.89,2.131139,2.130073,0.0
2025-11-14 17:51:47,0,0.02,28.06,0,0.01,25.92,7.652584,7.652584,0.0,0,-0.03,25.84,2.130073,2.130655,0.0
2025-11-14 17:53:47,0,-0.02,27.99,0,0.00,25.82,7.652584,7.652584,0.0,0,-0.00,25.77,2.130655,2.130073,0.0
2025-11-14 17:55:47,0,0.02,27.97,0,0.02,25.74,7.653048,7.653048,0.0,0,-0.00,25.71,2.12984,2.12984,0.0
2025-11-14 17:57:47,0,0.01,27.85,0,0.00,25.61,7.653048,7.653048,0.0,0,-0.04,25.63,2.129822,2.12984,0.0
2025-11-14 17:59:47,0,0.02,27.85,0,0.05,25.56,7.652079,7.652079,0.0,0,-0.00,25.56,2.130256,2.130256,0.0
2025-11-14 18:01:47,0,0.02,27.85,0,0.05,25.56,7.65175,7.65175,0.0,0,-0.00,25.56,2.130322,2.130322,0.0
2025-11-14 18:03:47,0,0.01,27.80,0,0.05,25.56,7.651744,7.651744,0.0,0,-0.01,25.55,2.130759,2.130759,0.0
2025-11-14 18:05:47,0,0.01,27.43,0,0.00,25.51,7.651484,7.651484,0.0,0,-0.00,25.41,2.131255,2.13084,0.0
2025-11-14 18:07:47,0,-0.01,27.06,0,0.00,25.41,7.651197,7.651197,0.0,0,-0.03,25.24,2.131255,2.131255,0.0
