Timestamp,Weight (kg),w_smooth,consumption (kg),Usage EXACT 29300,Gradient EXACT 29300,Temperature EXACT 29300
2025-11-18 13:57:27,-0.000779,,0.0,0,0.10,25.36
2025-11-18 13:59:27,-0.001162,-0.001162,0.0,0,0.10,25.36
2025-11-18 14:01:27,-0.001585,-0.001585,0.0,0,0.10,25.36
2025-11-18 14:03:27,-0.001585,-0.001585,0.0,0,0.10,25.36
2025-11-18 14:05:27,-0.001585,-0.001585,0.0,0,0.10,25.36
2025-11-18 14:07:27,-0.002002,-0.002002,0.0,0,0.10,25.36
2025-11-18 14:09:27,-0.002185,-0.002175,0.0,0,0.04,25.28
2025-11-18 14:11:27,-0.002175,-0.002175,0.0,0,0.05,25.25
2025-11-18 14:13:27,-0.002342,-0.002342,0.0,0,0.09,25.25
2025-11-18 14:15:27,-0.002651,-0.002651,0.0,0,0.10,25.25
2025-11-18 14:17:27,-0.002901,-0.002901,0.0,0,0.10,25.25
2025-11-18 14:19:27,-0.003343,-0.003186,0.0,0,0.10,25.25
2025-11-18 14:21:27,-0.003186,-0.003343,0.0,0,0.10,25.25
2025-11-18 14:23:27,-0.003343,-0.003343,0.0,0,0.08,25.23
2025-11-18 14:25:27,-0.003476,-0.003476,0.0,0,0.02,25.16
2025-11-18 14:27:27,-0.003918,-0.003918,0.0,0,0.00,25.15
2025-11-18 14:29:27,-0.004016,-0.004016,0.0,0,0.00,25.15
2025-11-18 14:31:27,-0.004016,-0.004016,0.0,0,0.00,25.15
2025-11-18 14:33:27,-0.003872,-0.004004,0.0,0,0.00,25.15
2025-11-18 14:35:27,-0.004004,-0.003872,0.0,0,0.07,25.15
2025-11-18 14:37:27,-0.004029,-0.004004,0.0,0,0.10,25.15
2025-11-18 14:39:27,-0.00393,-0.00393,0.0,0,0.10,25.15
2025-11-18 14:41:27,-0.00393,-0.00393,0.0,0,0.10,25.15
2025-11-18 14:43:27,-0.00393,-0.003816,0.0,0,0.03,25.15
2025-11-18 14:45:27,-0.003816,-0.003566,0.0,0,0.00,25.15
2025-11-18 14:47:27,-0.003566,-0.003566,0.0,0,0.08,25.15
