Timestamp,Usage EXACT 29482,Gradient EXACT 29482,Temperature EXACT 29482,Weight (kg),w_smooth,consumption (kg)
2025-11-12 14:43:55,0,0.10,34.48,0.932201,,0.0
2025-11-12 14:45:55,0,0.19,33.96,0.932082,0.932082,0.0
2025-11-12 14:47:55,0,0.15,33.81,0.931767,0.931767,0.0
2025-11-12 14:49:55,0,0.11,33.69,0.930978,0.930978,0.0
2025-11-12 14:51:55,0,0.13,33.28,0.930645,0.930645,0.0
2025-11-12 14:53:55,0,0.20,33.08,0.92956,0.92956,0.0
2025-11-12 14:55:55,0,0.16,32.75,0.92873,0.92873,0.0
2025-11-12 14:57:55,0,0.11,32.36,0.928693,0.928693,0.0
2025-11-12 14:59:55,0,0.15,32.03,0.928589,0.928589,0.0
2025-11-12 15:01:55,0,0.14,31.75,0.928384,0.928384,0.0
2025-11-12 15:03:55,0,0.13,31.47,0.928111,0.928111,0.0
2025-11-12 15:05:55,0,0.10,31.32,0.927297,0.927297,0.0
2025-11-12 15:07:55,0,0.15,31.32,0.927297,0.927297,0.0
2025-11-12 15:09:55,0,0.15,31.27,0.927624,0.927624,0.0
2025-11-12 15:11:55,0,0.10,31.10,0.927643,0.927643,0.0
2025-11-12 15:13:55,0,0.10,31.00,0.927752,0.927752,0.0
2025-11-12 15:15:55,0,0.10,30.84,0.927752,0.927752,0.0
2025-11-12 15:17:55,0,0.10,30.73,0.927922,0.927922,0.0
2025-11-12 15:19:55,0,0.10,30.78,0.928994,0.928994,0.0
2025-11-12 15:21:55,0,0.10,30.84,0.929554,0.929554,0.0
2025-11-12 15:23:55,0,0.10,30.84,0.930022,0.930022,0.0
2025-11-12 15:25:55,0,0.10,30.78,0.9309,0.930683,0.0
2025-11-12 15:27:55,0,0.09,30.72,0.930683,0.930683,0.0
2025-11-12 15:29:55,0,0.10,30.46,0.930959,0.930683,0.0
2025-11-12 15:31:55,0,0.05,30.24,0.930834,0.930834,0.0
2025-11-12 15:33:55,0,0.05,30.03,0.930538,0.930544,0.0
2025-11-12 15:35:55,0,0.10,29.70,0.930544,0.930538,0.0
2025-11-12 15:37:55,0,0.05,29.44,0.930544,0.930544,0.0
2025-11-12 15:39:55,0,0.07,29.38,0.930422,0.930422,0.0
2025-11-12 15:41:55,0,0.10,29.33,0.930406,0.930406,0.0
2025-11-12 15:43:55,0,0.05,29.28,0.930422,0.930422,0.0
