Timestamp,Usage EXACT 29529,Gradient EXACT 29529,Temperature EXACT 29529,Usage EXACT 29535,Gradient EXACT 29535,Temperature EXACT 29535
2025-11-23 07:08:30,0,-0.01,27.13,0,0.05,24.74
2025-11-23 07:26:30,0,-0.00,27.12,0,0.00,24.94
2025-11-23 07:44:30,0,-0.05,27.01,0,0.00,25.25
2025-11-23 08:02:30,0,-0.00,27.01,0,0.00,25.36
2025-11-23 08:20:30,0,-0.00,27.01,0,0.00,25.56
2025-11-23 08:38:30,0,-0.04,26.92,0,0.00,25.56
2025-11-23 08:56:30,0,-0.01,26.90,0,0.00,25.41
2025-11-23 09:14:30,0,-0.00,26.81,0,0.00,25.77
2025-11-23 09:32:30,0,-0.00,26.81,0,0.00,26.39
2025-11-23 09:50:30,0,-0.05,26.70,0,0.03,27.10
2025-11-23 10:08:30,0,-0.00,26.70,0,0.05,27.80
2025-11-23 10:26:30,0,-0.01,26.64,0,0.00,28.38
2025-11-23 10:44:30,0,-0.00,26.60,0,0.03,28.96
2025-11-23 11:02:30,0,-0.01,26.59,0,0.11,29.12
2025-11-23 11:20:30,0,-0.00,26.49,0,0.02,29.02
2025-11-23 11:38:30,0,-0.00,26.49,0,0.11,29.55
2025-11-23 11:56:30,0,-0.00,26.44,0,0.03,29.55
2025-11-23 12:14:30,0,-0.00,26.39,0,0.01,30.09
2025-11-23 12:32:30,0,-0.00,26.39,0,0.00,30.62
2025-11-23 12:50:30,0,-0.00,26.39,0,0.00,30.95
2025-11-23 13:08:30,0,-0.00,26.39,0,0.05,31.21
2025-11-23 13:26:30,0,-0.00,26.39,0,0.00,31.60
2025-11-23 13:44:30,0,-0.00,26.39,0,0.03,31.73
2025-11-23 14:02:30,0,0.01,26.43,0,-0.01,31.97
2025-11-23 14:20:30,0,0.00,26.49,0,0.01,32.47
2025-11-23 14:38:30,0,0.00,26.49,0,0.01,32.58
2025-11-23 14:56:30,0,0.00,26.49,0,0.01,32.58
2025-11-23 15:14:30,0,-0.02,26.49,0,0.01,32.58
2025-11-23 15:32:30,0,0.01,26.60,0,0.01,32.69
2025-11-23 15:50:30,0,0.00,26.60,0,0.05,32.14
2025-11-23 16:08:30,0,0.00,26.60,0,0.00,31.49
2025-11-23 16:26:30,0,0.00,26.60,0,0.00,31.16
2025-11-23 16:44:30,0,-0.02,26.65,0,0.00,31.05
2025-11-23 17:02:30,0,-0.01,26.69,0,0.00,31.16
2025-11-23 17:20:30,0,-0.00,26.70,0,0.00,30.95
2025-11-23 17:38:30,0,-0.00,26.70,0,0.00,30.62
2025-11-23 17:56:30,0,-0.00,26.70,0,0.08,30.39
2025-11-23 18:14:30,0,-0.00,26.70,0,0.00,30.08
2025-11-23 18:32:30,0,-0.00,26.70,0,0.02,29.81
2025-11-23 18:50:30,0,-0.00,26.70,0,0.00,29.55
2025-11-23 19:08:30,0,-0.00,26.70,0,0.00,29.33
2025-11-23 19:26:30,0,-0.03,26.75,0,0.00,29.12
2025-11-23 19:44:30,0,-0.00,26.81,0,0.00,29.02
2025-11-23 20:02:30,0,-0.00,26.81,0,0.05,29.06
2025-11-23 20:20:30,0,-0.00,26.81,0,0.00,28.91
2025-11-23 20:38:30,0,-0.00,26.81,0,0.00,28.70
2025-11-23 20:56:30,0,-0.00,26.81,0,0.00,28.59
2025-11-23 21:14:30,0,-0.04,26.72,0,0.00,28.49
2025-11-23 21:32:30,0,-0.00,26.70,0,0.00,28.38
2025-11-23 21:50:30,0,-0.00,26.70,0,0.00,28.38
2025-11-23 22:08:30,0,-0.00,26.70,0,0.00,28.27
2025-11-23 22:26:30,0,-0.00,26.69,0,0.00,28.06
2025-11-23 22:44:30,0,-0.00,26.61,0,0.01,27.96
2025-11-23 23:02:30,0,-0.00,26.60,0,0.00,27.75
2025-11-23 23:20:30,0,-0.00,26.60,0,0.00,27.54
2025-11-23 23:38:30,0,-0.00,26.59,0,0.00,27.33
2025-11-23 23:56:30,0,-0.02,26.49,0,0.00,27.22
2025-11-24 00:14:30,0,-0.00,26.49,0,0.00,27.01
2025-11-24 00:32:30,0,-0.00,26.48,0,0.00,26.91
2025-11-24 00:50:30,0,0.01,26.40,0,0.00,26.81
2025-11-24 01:08:30,0,0.00,26.39,0,0.00,26.70
2025-11-24 01:26:30,0,0.00,26.39,0,0.05,26.54
2025-11-24 01:44:30,0,-0.01,26.33,0,0.00,26.39
2025-11-24 02:02:30,0,-0.00,26.29,0,0.05,26.25
2025-11-24 02:20:30,0,-0.00,26.29,0,0.00,26.08
2025-11-24 02:38:30,0,-0.04,26.23,0,0.00,25.98
2025-11-24 02:56:30,0,-0.00,26.18,0,0.02,25.78
2025-11-24 03:14:30,0,-0.00,26.18,0,0.00,25.66
2025-11-24 03:32:30,0,-0.00,26.18,0,0.00,25.56
2025-11-24 03:50:30,0,-0.00,26.08,0,0.00,25.46
2025-11-24 04:08:30,0,-0.00,26.08,0,0.00,25.36
2025-11-24 04:26:30,0,-0.00,26.08,0,0.00,25.25
2025-11-24 04:44:30,0,-0.00,26.03,0,0.00,25.15
2025-11-24 05:02:30,0,-0.00,25.98,0,0.00,25.05
2025-11-24 05:20:30,0,-0.00,25.98,0,0.00,24.94
2025-11-24 05:38:30,0,-0.00,25.98,0,0.00,24.84
2025-11-24 05:56:30,0,0.01,25.92,0,0.00,24.74
2025-11-24 06:14:30,0,0.00,25.87,0,0.00,24.53
2025-11-24 06:32:30,0,0.00,25.87,0,0.01,24.64
2025-11-24 06:50:30,0,0.00,25.87,0,0.00,24.58
2025-11-24 07:08:30,0,0.00,25.87,0,0.00,24.94
2025-11-24 07:26:30,0,-0.01,25.81,0,0.00,25.66
2025-11-24 07:44:30,0,-0.00,25.77,0,0.05,26.18
2025-11-24 08:02:30,0,-0.00,25.77,0,0.00,26.44
2025-11-24 08:20:30,0,-0.00,25.77,0,0.05,26.75
2025-11-24 08:38:30,0,-0.00,25.77,0,0.00,27.33
2025-11-24 08:56:30,0,-0.00,25.77,0,0.03,28.01
2025-11-24 09:14:30,0,-0.00,25.77,0,0.00,28.59
2025-11-24 09:32:30,0,0.01,25.77,0,0.05,29.12
2025-11-24 09:50:30,0,-0.01,25.66,0,0.04,29.64
2025-11-24 10:08:30,0,-0.00,25.66,0,0.00,29.98
2025-11-24 10:26:30,0,-0.00,25.66,0,0.00,30.30
2025-11-24 10:44:30,0,-0.00,25.61,0,0.00,30.62
2025-11-24 11:02:30,0,-0.00,25.56,0,0.00,30.95
2025-11-24 11:20:30,0,-0.00,25.56,0,0.05,31.05
2025-11-24 11:38:30,0,-0.00,25.51,0,0.00,31.05
2025-11-24 11:56:30,0,-0.00,25.46,0,0.00,31.60
2025-11-24 12:14:30,0,-0.00,25.46,0,0.05,32.14
2025-11-24 12:32:30,0,-0.02,25.41,0,0.00,32.14
2025-11-24 12:50:30,0,-0.00,25.36,0,0.01,32.58
2025-11-24 13:08:30,0,-0.00,25.36,0,0.03,32.63
2025-11-24 13:26:30,0,0.01,25.36,0,0.01,32.69
2025-11-24 13:44:30,0,-0.04,25.25,0,0.01,32.69
2025-11-24 14:02:30,0,-0.00,25.25,0,0.01,32.69
2025-11-24 14:20:30,0,-0.00,25.25,0,0.01,32.47
2025-11-24 14:38:30,0,-0.00,25.25,0,0.01,32.47
2025-11-24 14:56:30,0,-0.01,25.18,0,0.01,32.58
2025-11-24 15:14:30,0,-0.00,25.15,0,0.01,32.81
2025-11-24 15:32:30,0,-0.00,25.15,0,0.01,32.92
2025-11-24 15:50:30,0,0.01,25.15,0,0.01,33.03
2025-11-24 16:08:30,0,0.05,25.15,0,0.01,32.81
2025-11-24 16:26:30,0,0.00,25.05,0,0.01,32.69
2025-11-24 16:44:30,0,0.00,25.05,0,0.01,32.58
2025-11-24 17:02:30,0,0.00,25.05,0,0.00,32.19
2025-11-24 17:20:30,0,0.00,25.05,0,0.00,31.82
2025-11-24 17:38:30,0,0.00,25.05,0,0.04,31.41
2025-11-24 17:56:30,0,0.05,24.99,0,0.02,31.16
2025-11-24 18:14:30,0,0.00,24.94,0,0.00,30.95
2025-11-24 18:32:30,0,0.00,24.94,0,0.02,30.58
2025-11-24 18:50:30,0,0.00,24.94,0,0.01,30.30
2025-11-24 19:08:30,0,-0.01,24.88,0,0.00,30.19
2025-11-24 19:26:30,0,-0.00,24.84,0,-0.00,29.98
2025-11-24 19:44:30,0,-0.00,24.84,0,-0.00,29.98
2025-11-24 20:02:30,0,-0.00,24.84,0,0.08,29.95
2025-11-24 20:20:30,0,-0.01,24.79,0,0.05,29.70
2025-11-24 20:38:30,0,-0.00,24.74,0,0.00,29.44
2025-11-24 20:56:30,0,-0.00,24.74,0,0.00,29.33
2025-11-24 21:14:30,0,-0.00,24.74,0,0.00,29.33
2025-11-24 21:32:30,0,0.02,24.72,0,0.10,29.33
2025-11-24 21:50:30,0,0.00,24.64,0,0.00,29.23
2025-11-24 22:08:30,0,0.00,24.64,0,0.00,29.02
2025-11-24 22:26:30,0,0.00,24.64,0,0.00,28.80
2025-11-24 22:44:30,0,-0.01,24.63,0,0.00,28.70
2025-11-24 23:02:30,0,-0.05,24.57,0,0.02,28.49
2025-11-24 23:20:30,0,-0.01,24.53,0,0.03,28.33
2025-11-24 23:38:30,0,-0.00,24.53,0,0.06,28.23
2025-11-24 23:56:30,0,-0.00,24.53,0,0.00,28.06
2025-11-25 00:14:30,0,-0.00,24.53,0,0.03,27.98
2025-11-25 00:32:30,0,-0.00,24.53,0,0.06,27.93
2025-11-25 00:50:30,0,-0.00,24.48,0,0.10,27.84
2025-11-25 01:08:30,0,-0.00,24.43,0,0.00,27.64
2025-11-25 01:26:30,0,-0.00,24.43,0,0.00,27.54
2025-11-25 01:44:30,0,-0.00,24.43,0,0.00,27.43
2025-11-25 02:02:30,0,-0.00,24.43,0,0.00,27.43
2025-11-25 02:20:30,0,-0.01,24.42,0,0.00,27.43
2025-11-25 02:38:30,0,-0.04,24.35,0,0.00,27.33
2025-11-25 02:56:30,0,-0.00,24.33,0,0.00,27.33
2025-11-25 03:14:30,0,-0.00,24.33,0,0.00,27.22
2025-11-25 03:32:30,0,-0.00,24.33,0,0.00,27.12
2025-11-25 03:50:30,0,-0.00,24.33,0,0.00,27.01
2025-11-25 04:08:30,0,-0.00,24.29,0,0.05,26.96
2025-11-25 04:26:30,0,-0.00,24.23,0,0.00,26.91
2025-11-25 04:44:30,0,-0.00,24.23,0,0.02,26.81
2025-11-25 05:02:30,0,-0.00,24.23,0,0.00,26.69
2025-11-25 05:20:30,0,-0.00,24.23,0,0.00,26.60
2025-11-25 05:38:30,0,-0.03,24.20,0,0.00,26.49
2025-11-25 05:56:30,0,-0.05,24.12,0,0.10,26.60
2025-11-25 06:14:30,0,-0.00,24.12,0,0.00,26.39
2025-11-25 06:32:30,0,-0.00,24.12,0,0.00,26.29
2025-11-25 06:50:30,0,-0.00,24.12,0,0.00,26.29
2025-11-25 07:08:30,0,-0.00,24.12,0,0.00,26.29
2025-11-25 07:26:30,0,-0.00,24.07,0,0.00,26.39
2025-11-25 07:44:30,0,-0.00,24.02,0,0.00,26.60
2025-11-25 08:02:30,0,-0.00,24.02,0,0.00,26.91
2025-11-25 08:20:30,0,-0.00,24.02,0,0.00,27.12
2025-11-25 08:38:30,0,-0.00,24.02,0,0.00,27.22
2025-11-25 08:56:30,0,-0.00,24.02,0,0.00,27.54
2025-11-25 09:14:30,0,-0.00,24.02,0,0.01,27.75
2025-11-25 09:32:30,0,-0.01,24.01,0,0.01,27.96
2025-11-25 09:50:30,0,-0.01,23.94,0,0.09,28.26
2025-11-25 10:08:30,0,0.01,23.88,0,0.00,28.49
2025-11-25 10:26:30,0,0.00,23.82,0,0.05,28.27
2025-11-25 10:44:30,0,-0.04,23.71,0,0.05,28.01
2025-11-25 11:02:30,0,-0.00,23.71,0,0.00,27.48
2025-11-25 11:20:30,0,-0.00,23.71,0,0.04,27.37
2025-11-25 11:38:30,0,-0.00,23.71,0,0.00,27.64
2025-11-25 11:56:30,0,-0.00,23.71,0,0.00,27.85
2025-11-25 12:14:30,0,-0.00,23.71,0,0.01,28.18
2025-11-25 12:32:30,0,-0.01,23.70,0,0.00,28.49
2025-11-25 12:50:30,0,-0.02,23.61,0,0.00,28.91
2025-11-25 13:08:30,0,-0.00,23.61,0,0.00,29.02
2025-11-25 13:26:30,0,-0.00,23.61,0,0.00,28.70
2025-11-25 13:44:30,0,-0.00,23.61,0,0.00,28.70
2025-11-25 14:02:30,0,-0.00,23.61,0,0.00,28.70
2025-11-25 14:20:30,0,-0.00,23.61,0,0.05,28.27
2025-11-25 14:38:30,0,-0.00,23.61,0,0.01,27.76
2025-11-25 14:56:30,0,-0.00,23.61,0,0.09,27.64
2025-11-25 15:14:30,0,-0.01,23.58,0,0.00,27.75
2025-11-25 15:32:30,0,-0.00,23.51,0,0.02,27.88
2025-11-25 15:50:30,0,-0.00,23.51,0,0.04,27.89
2025-11-25 16:08:30,0,-0.00,23.51,0,0.00,27.96
2025-11-25 16:26:30,0,-0.00,23.51,0,0.00,27.85
2025-11-25 16:44:30,0,-0.00,23.51,0,0.00,27.85
2025-11-25 17:02:30,0,-0.00,23.51,0,0.02,27.76
2025-11-25 17:20:30,0,-0.00,23.51,0,0.00,27.64
2025-11-25 17:38:30,0,-0.00,23.51,0,0.01,27.45
2025-11-25 17:56:30,0,-0.05,23.43,0,0.01,27.22
2025-11-25 18:14:30,0,-0.01,23.41,0,0.01,27.13
2025-11-25 18:32:30,0,-0.00,23.41,0,0.00,27.43
2025-11-25 18:50:30,0,-0.00,23.41,0,0.05,27.59
2025-11-25 19:08:30,0,-0.00,23.41,0,0.05,27.85
2025-11-25 19:26:30,0,-0.00,23.41,0,0.00,28.06
2025-11-25 19:44:30,0,-0.00,23.41,0,0.00,28.27
2025-11-25 20:02:30,0,-0.04,23.35,0,0.00,28.27
2025-11-25 20:20:30,0,-0.00,23.31,0,0.00,28.06
2025-11-25 20:38:30,0,-0.00,23.31,0,0.00,27.85
2025-11-25 20:56:30,0,-0.00,23.31,0,0.01,27.75
2025-11-25 21:14:30,0,-0.00,23.31,0,0.00,27.54
2025-11-25 21:32:30,0,-0.00,23.31,0,0.00,27.43
2025-11-25 21:50:30,0,-0.00,23.31,0,0.00,27.33
2025-11-25 22:08:30,0,-0.00,23.31,0,0.02,27.30
2025-11-25 22:26:30,0,-0.02,23.28,0,0.00,27.12
2025-11-25 22:44:30,0,-0.00,23.21,0,0.00,27.01
2025-11-25 23:02:30,0,-0.00,23.21,0,0.00,26.91
2025-11-25 23:20:30,0,-0.00,23.21,0,0.00,26.81
2025-11-25 23:38:30,0,-0.00,23.21,0,0.00,26.70
2025-11-25 23:56:30,0,-0.00,23.21,0,-0.00,26.60
2025-11-26 00:14:30,0,-0.00,23.21,0,0.00,26.49
2025-11-26 00:32:30,0,-0.00,23.21,0,0.00,26.39
2025-11-26 00:50:30,0,-0.00,23.20,0,0.00,26.29
2025-11-26 01:08:30,0,-0.00,23.12,0,0.00,26.18
2025-11-26 01:26:30,0,-0.00,23.10,0,0.00,26.08
2025-11-26 01:44:30,0,-0.00,23.10,0,0.00,25.98
2025-11-26 02:02:30,0,-0.00,23.10,0,0.00,25.98
2025-11-26 02:20:30,0,-0.00,23.10,0,0.00,25.87
2025-11-26 02:38:30,0,-0.00,23.10,0,0.01,25.77
2025-11-26 02:56:30,0,0.01,23.07,0,0.05,25.77
2025-11-26 03:14:30,0,0.00,23.00,0,0.00,25.66
2025-11-26 03:32:30,0,0.00,23.00,0,0.00,25.56
2025-11-26 03:50:30,0,0.00,23.00,0,0.00,25.46
2025-11-26 04:08:30,0,0.00,23.00,0,0.00,25.36
2025-11-26 04:26:30,0,0.00,23.00,0,0.00,25.36
2025-11-26 04:44:30,0,0.00,23.00,0,0.00,25.25
2025-11-26 05:02:30,0,-0.02,22.99,0,0.00,25.15
2025-11-26 05:20:30,0,-0.06,22.91,0,0.10,25.15
2025-11-26 05:38:30,0,-0.02,22.90,0,0.00,25.05
2025-11-26 05:56:30,0,-0.00,22.90,0,0.10,25.05
2025-11-26 06:14:30,0,-0.00,22.90,0,0.09,25.05
2025-11-26 06:32:30,0,-0.00,22.90,0,0.05,25.36
2025-11-26 06:50:30,0,-0.00,22.90,0,0.00,25.46
2025-11-26 07:08:30,0,-0.00,22.90,0,0.00,25.56
2025-11-26 07:26:30,0,-0.00,22.90,0,0.05,25.98
2025-11-26 07:44:30,0,-0.04,22.82,0,0.01,26.40
2025-11-26 08:02:30,0,-0.00,22.80,0,0.00,27.01
2025-11-26 08:20:30,0,-0.00,22.80,0,0.00,27.90
2025-11-26 08:38:30,0,-0.00,22.80,0,0.04,28.21
2025-11-26 08:56:30,0,-0.00,22.80,0,0.00,28.38
2025-11-26 09:14:30,0,-0.00,22.80,0,0.04,28.74
2025-11-26 09:32:30,0,-0.00,22.80,0,0.00,28.91
2025-11-26 09:50:30,0,-0.00,22.80,0,0.01,29.12
2025-11-26 10:08:30,0,-0.00,22.80,0,0.00,29.44
2025-11-26 10:26:30,0,-0.00,22.80,0,0.10,29.65
2025-11-26 10:44:30,0,-0.01,22.79,0,0.01,29.44
2025-11-26 11:02:30,0,-0.05,22.70,0,0.04,29.54
2025-11-26 11:20:30,0,-0.00,22.70,0,0.01,30.09
2025-11-26 11:38:30,0,-0.00,22.70,0,0.00,30.30
2025-11-26 11:56:30,0,-0.00,22.70,0,0.00,30.51
2025-11-26 12:14:30,0,-0.00,22.70,0,0.00,30.67
2025-11-26 12:32:30,0,-0.00,22.70,0,0.00,31.16
2025-11-26 12:50:30,0,-0.00,22.70,0,0.00,31.38
2025-11-26 13:08:30,0,-0.00,22.70,0,0.09,31.04
2025-11-26 13:26:30,0,-0.00,22.64,0,0.00,31.27
2025-11-26 13:44:30,0,-0.00,22.60,0,0.04,31.74
2025-11-26 14:02:30,0,-0.00,22.60,0,0.00,31.82
2025-11-26 14:20:30,0,-0.00,22.60,0,0.05,31.65
2025-11-26 14:38:30,0,-0.00,22.60,0,0.00,31.93
2025-11-26 14:56:30,0,-0.00,22.60,0,0.03,31.73
2025-11-26 15:14:30,0,-0.00,22.60,0,0.00,31.49
2025-11-26 15:32:30,0,-0.00,22.60,0,0.00,31.05
2025-11-26 15:50:30,0,-0.01,22.59,0,0.04,30.84
2025-11-26 16:08:30,0,-0.05,22.52,0,0.00,30.73
2025-11-26 16:26:30,0,-0.01,22.49,0,0.00,30.73
