Timestamp,Usage EXACT 29567,Gradient EXACT 29567,Temperature EXACT 29567,Weight (kg),w_smooth,consumption (kg),Weight (kg),w_smooth,consumption (kg),Usage EXACT 29344,Gradient EXACT 29344,Temperature EXACT 29344
2025-11-11 14:15:24,0,0.00,24.94,-0.000494,,0.0,-0.001569,,0.0,0,0.01,23.36
2025-11-11 14:17:24,0,0.00,25.20,-0.000389,-0.000389,0.0,-0.002133,-0.002133,0.0,0,0.00,23.41
2025-11-11 14:19:24,0,0.00,24.99,0.063725,0.063725,0.0,-0.002335,-0.002335,0.0,0,0.05,23.51
2025-11-11 14:21:24,0,0.04,24.79,3.841834,3.84165,0.0,-0.003282,-0.003282,0.0,0,0.00,23.51
2025-11-11 14:23:24,0,-0.04,24.58,3.84165,3.84165,0.0,-0.003493,-0.003493,0.0,0,0.05,23.56
2025-11-11 14:25:24,0,-0.00,24.48,3.840951,3.840951,0.0,-0.003959,-0.003959,0.0,0,0.03,23.61
2025-11-11 14:27:24,0,-0.05,24.43,3.840918,3.840918,0.0,-0.004609,-0.004609,0.0,0,0.03,23.68
2025-11-11 14:29:24,0,0.00,24.49,3.840056,3.840056,0.0,-0.004609,-0.004609,0.0,0,0.00,23.71
2025-11-11 14:31:24,0,0.01,24.64,3.107105,3.107105,0.0,-0.004946,-0.004946,0.0,0,0.00,23.82
2025-11-11 14:33:24,0,0.01,24.99,3.107105,3.107105,0.0,-0.005215,-0.005215,0.0,0,0.02,23.84
2025-11-11 14:35:24,0,0.00,25.41,3.106777,3.106777,0.0,-0.005356,-0.005356,0.0,0,0.00,23.82
2025-11-11 14:37:24,0,0.05,25.71,3.106168,3.106777,0.0,-0.005801,-0.005801,0.0,0,0.00,23.87
2025-11-11 14:39:24,0,0.05,25.77,3.106777,3.106168,0.0,-0.005801,-0.005801,0.0,0,0.00,23.97
2025-11-11 14:41:24,0,0.05,25.82,3.106075,3.10609,0.0,-0.00509,-0.00509,0.0,0,0.00,24.17
2025-11-11 14:43:24,0,0.01,25.92,3.106556,3.106556,0.0,-0.004863,-0.004863,0.0,0,0.04,24.43
2025-11-11 14:45:24,0,0.05,26.18,3.106653,3.106653,0.0,-0.004612,-0.004612,0.0,0,0.00,24.69
2025-11-11 14:47:24,0,0.05,26.59,3.106918,3.106653,0.0,-0.004658,-0.004658,0.0,0,0.05,24.99
2025-11-11 14:49:24,0,0.09,27.06,3.106201,3.106451,0.0,-0.00528,-0.00528,0.0,0,0.00,25.26
2025-11-11 14:51:24,0,0.05,27.60,3.106451,3.106451,0.0,-0.006248,-0.006248,0.0,0,0.05,25.61
2025-11-11 14:53:24,0,0.10,28.27,3.106511,3.106511,0.0,-0.006591,-0.006591,0.0,0,0.01,25.94
2025-11-11 14:55:24,0,0.14,28.96,3.10665,3.106511,0.0,-0.006597,-0.006591,0.0,0,0.00,26.23
2025-11-11 14:57:24,0,0.10,29.49,3.106511,3.106511,0.0,-0.006331,-0.006331,0.0,0,0.00,26.44
2025-11-11 14:59:24,0,0.15,29.97,3.10643,3.106511,0.0,-0.006331,-0.006331,0.0,0,0.00,26.65
2025-11-11 15:01:24,0,0.15,30.40,3.106626,3.106626,0.0,-0.006674,-0.006674,0.0,0,0.00,26.70
2025-11-11 15:03:24,0,0.15,30.94,3.107135,3.106843,0.0,-0.006643,-0.006643,0.0,0,0.01,26.66
2025-11-11 15:05:24,0,0.15,31.43,3.106843,3.106843,0.0,-0.005997,-0.006643,0.0,0,0.05,26.60
2025-11-11 15:07:24,0,0.10,31.87,3.106113,3.106397,0.0,-0.006643,-0.006643,0.0,0,0.00,26.49
2025-11-11 15:09:24,0,0.15,32.19,3.106397,3.106397,0.0,-0.006839,-0.006839,0.0,0,0.03,26.45
2025-11-11 15:11:24,0,0.15,32.41,3.106617,3.106617,0.0,-0.007363,-0.00733,0.0,0,0.00,26.39
2025-11-11 15:13:24,0,0.16,32.63,3.10674,3.10674,0.0,-0.0074,-0.0074,0.0,0,0.06,26.36
2025-11-11 15:15:24,0,0.11,32.81,3.106162,3.106162,0.0,-0.0074,-0.0074,0.0,0,0.01,26.29
2025-11-11 15:17:24,0,0.15,33.08,3.105349,3.105837,0.0,-0.0074,-0.0074,0.0,0,0.02,26.29
2025-11-11 15:19:24,0,0.16,33.30,3.105837,3.105837,0.0,-0.006272,-0.006272,0.0,0,0.00,26.18
2025-11-11 15:21:24,0,0.16,33.52,3.106122,3.106122,0.0,-0.005727,-0.005941,0.0,0,0.00,26.03
2025-11-11 15:23:24,0,0.16,33.75,3.106255,3.106255,0.0,-0.005941,-0.005941,0.0,0,0.04,25.92
2025-11-11 15:25:24,0,0.16,33.92,3.106255,3.106255,0.0,-0.005941,-0.005941,0.0,0,0.00,25.77
2025-11-11 15:27:24,0,0.11,33.92,3.105867,3.105867,0.0,-0.005727,-0.005727,0.0,0,0.01,25.66
2025-11-11 15:29:24,0,0.11,33.87,3.105343,3.105837,0.0,-0.005727,-0.005727,0.0,0,0.00,25.56
2025-11-11 15:31:24,0,0.16,33.75,3.105837,3.105837,0.0,-0.005724,-0.005724,0.0,0,0.00,25.47
2025-11-11 15:33:24,0,0.06,33.41,3.106641,3.106641,0.0,-0.005724,-0.005724,0.0,0,0.03,25.41
2025-11-11 15:35:24,0,0.05,33.14,3.106641,3.106743,0.0,-0.006024,-0.006024,0.0,0,0.00,25.36
2025-11-11 15:37:24,0,0.05,32.69,3.106921,3.106743,0.0,-0.006098,-0.006046,0.0,0,0.01,25.27
2025-11-11 15:39:24,0,0.05,32.19,3.106686,3.106686,0.0,-0.006046,-0.006067,0.0,0,0.04,25.20
2025-11-11 15:41:24,0,0.08,31.63,3.106632,3.106632,0.0,-0.006251,-0.006251,0.0,0,0.04,25.14
2025-11-11 15:43:24,0,0.05,31.05,3.106608,3.106608,0.0,-0.006484,-0.006444,0.0,0,0.04,25.03
2025-11-11 15:45:24,0,0.05,30.51,3.106433,3.106433,0.0,-0.006444,-0.006444,0.0,0,0.00,24.94
2025-11-11 15:47:24,0,0.04,30.03,3.106358,3.106433,0.0,-0.006426,-0.006426,0.0,0,0.00,24.84
2025-11-11 15:49:24,0,0.05,29.54,3.106433,3.106433,0.0,-0.006413,-0.006426,0.0,0,0.00,24.84
2025-11-11 15:51:24,0,0.05,29.12,3.106439,3.106433,0.0,-0.006481,-0.006481,0.0,0,0.00,24.89
2025-11-11 15:53:24,0,0.05,28.69,3.105677,3.105927,0.0,-0.006511,-0.006511,0.0,0,0.07,25.08
2025-11-11 15:55:24,0,0.00,28.32,3.105927,3.10621,0.0,-0.006784,-0.0066,0.0,0,0.04,25.21
2025-11-11 15:57:24,0,0.05,28.01,3.10621,3.105927,0.0,-0.0066,-0.006784,0.0,0,0.05,25.30
2025-11-11 15:59:24,0,0.05,27.69,3.105927,3.105927,0.0,-0.0066,-0.0066,0.0,0,0.00,25.36
2025-11-11 16:01:24,0,0.00,27.38,3.105788,3.105927,0.0,-0.0066,-0.0066,0.0,0,0.06,25.46
2025-11-11 16:03:24,0,0.00,27.11,3.106267,3.105788,0.0,-0.006901,-0.006901,0.0,0,0.10,25.46
2025-11-11 16:05:24,0,0.00,26.86,3.105788,3.105891,0.0,-0.007302,-0.006901,0.0,0,0.05,25.41
2025-11-11 16:07:24,0,0.05,26.65,3.105891,3.105647,0.0,-0.006631,-0.006631,0.0,0,0.01,25.36
2025-11-11 16:09:24,0,0.05,26.44,3.105647,3.105647,0.0,-0.0066,-0.0066,0.0,0,0.05,25.30
2025-11-11 16:11:24,0,0.05,26.23,3.105891,3.105647,0.0,-0.006852,-0.006852,0.0,0,0.04,25.16
2025-11-11 16:13:24,0,-0.04,25.92,3.106032,3.105403,0.0,-0.006996,-0.006996,0.0,0,0.02,24.91
2025-11-11 16:15:24,0,-0.05,25.71,3.105249,3.105249,0.0,-0.006732,-0.006732,0.0,0,0.09,24.79
2025-11-11 16:17:24,0,-0.05,25.51,3.105195,3.105195,0.0,-0.006613,-0.006613,0.0,0,0.01,24.58
2025-11-11 16:19:24,0,-0.05,25.30,3.105056,3.105056,0.0,-0.006613,-0.006613,0.0,0,0.09,24.48
2025-11-11 16:21:24,0,0.04,25.20,3.105056,3.105056,0.0,-0.007008,-0.007008,0.0,0,0.05,24.33
2025-11-11 16:23:24,0,0.02,24.99,3.105126,3.105126,0.0,-0.007057,-0.007008,0.0,0,0.04,24.22
2025-11-11 16:25:24,0,0.00,24.84,3.10452,3.10452,0.0,-0.006836,-0.006836,0.0,0,0.05,24.12
2025-11-11 16:27:24,0,0.03,24.72,3.10452,3.10452,0.0,-0.006836,-0.006836,0.0,0,0.05,24.02
2025-11-11 16:29:24,0,0.03,24.58,3.104231,3.104231,0.0,-0.007091,-0.007091,0.0,0,0.00,23.92
2025-11-11 16:31:24,0,0.00,24.48,3.104179,3.104179,0.0,-0.007256,-0.007256,0.0,0,0.05,23.87
2025-11-11 16:33:24,0,0.02,24.40,3.104179,3.104179,0.0,-0.007501,-0.007501,0.0,0,0.00,23.82
2025-11-11 16:35:24,0,0.04,24.33,3.104252,3.104252,0.0,-0.007501,-0.007501,0.0,0,0.09,23.82
2025-11-11 16:37:24,0,0.00,24.28,3.104568,3.104538,0.0,-0.007455,-0.007455,0.0,0,0.07,23.79
2025-11-11 16:39:24,0,0.05,24.23,3.104538,3.104538,0.0,-0.00714,-0.00714,0.0,0,0.01,23.71
2025-11-11 16:41:24,0,-0.00,24.16,3.104445,3.104538,0.0,-0.006904,-0.00714,0.0,0,0.00,23.71
2025-11-11 16:43:24,0,0.04,24.12,3.104333,3.104333,0.0,-0.007366,-0.007231,0.0,0,0.00,23.71
2025-11-11 16:45:24,0,0.05,24.12,3.104222,3.104252,0.0,-0.007366,-0.007366,0.0,0,0.00,23.71
2025-11-11 16:47:24,0,0.05,24.12,3.104222,3.104222,0.0,-0.0077,-0.0077,0.0,0,0.00,23.71
2025-11-11 16:49:24,0,-0.02,24.04,3.104412,3.104412,0.0,-0.008019,-0.007768,0.0,0,0.06,23.79
2025-11-11 16:51:24,0,-0.00,24.02,3.104412,3.104412,0.0,-0.00812,-0.008019,0.0,0,0.09,23.81
2025-11-11 16:53:24,0,0.04,24.02,3.104412,3.104412,0.0,-0.007817,-0.007817,0.0,0,0.06,23.78
2025-11-11 16:55:24,0,-0.02,23.94,3.104324,3.104836,0.0,-0.007817,-0.007817,0.0,0,0.04,23.75
2025-11-11 16:57:24,0,0.02,23.92,3.104836,3.10449,0.0,-0.007991,-0.007991,0.0,0,0.00,23.71
2025-11-11 16:59:24,0,0.05,23.92,3.10449,3.10449,0.0,-0.007991,-0.007991,0.0,0,0.00,23.71
2025-11-11 17:01:24,0,-0.02,23.84,3.10449,3.10449,0.0,-0.007624,-0.007624,0.0,0,0.05,23.71
2025-11-11 17:03:24,0,0.02,23.82,3.103942,3.103942,0.0,-0.007624,-0.007624,0.0,0,0.05,23.66
2025-11-11 17:05:24,0,0.05,23.82,3.1037,3.103731,0.0,-0.007872,-0.007872,0.0,0,0.00,23.61
2025-11-11 17:07:24,0,-0.04,23.71,3.103731,3.103731,0.0,-0.007872,-0.007872,0.0,0,0.00,23.61
2025-11-11 17:09:24,0,0.04,23.71,3.103731,3.103731,0.0,-0.007578,-0.007578,0.0,0,0.05,23.57
2025-11-11 17:11:24,0,0.05,23.71,3.103794,3.103794,0.0,-0.007654,-0.007654,0.0,0,0.01,23.51
2025-11-11 17:13:24,0,0.01,23.67,3.104146,3.10383,0.0,-0.00816,-0.008148,0.0,0,0.00,23.51
2025-11-11 17:15:24,0,-0.04,23.61,3.104146,3.104146,0.0,-0.008148,-0.008148,0.0,0,0.08,23.50
2025-11-11 17:17:24,0,0.02,23.61,3.104146,3.104146,0.0,-0.007872,-0.007921,0.0,0,0.03,23.43
2025-11-11 17:19:24,0,0.04,23.60,3.104418,3.104017,0.0,-0.007921,-0.007921,0.0,0,0.00,23.41
2025-11-11 17:21:24,0,-0.02,23.52,3.104005,3.104017,0.0,-0.007982,-0.007982,0.0,0,0.05,23.41
2025-11-11 17:23:24,0,0.03,23.51,3.104165,3.104038,0.0,-0.007982,-0.007982,0.0,0,0.09,23.41
2025-11-11 17:25:24,0,0.05,23.51,3.104038,3.104038,0.0,-0.007893,-0.007982,0.0,0,0.10,23.41
2025-11-11 17:27:24,0,0.05,23.51,3.104023,3.104023,0.0,-0.008013,-0.008013,0.0,0,0.10,23.41
2025-11-11 17:29:24,0,0.04,23.50,3.104023,3.104023,0.0,-0.008304,-0.008304,0.0,0,0.08,23.41
2025-11-11 17:31:24,0,-0.04,23.41,3.104023,3.104023,0.0,-0.00842,-0.00842,0.0,0,0.04,23.35
2025-11-11 17:33:24,0,-0.02,23.41,3.103963,3.103963,0.0,-0.008552,-0.008552,0.0,0,0.00,23.31
2025-11-11 17:35:24,0,0.04,23.41,3.103926,3.103963,0.0,-0.007746,-0.008276,0.0,0,0.00,23.31
2025-11-11 17:37:24,0,0.05,23.41,3.104032,3.103884,0.0,-0.008276,-0.008276,0.0,0,0.00,23.21
2025-11-11 17:39:24,0,-0.02,23.33,3.103734,3.103884,0.0,-0.008276,-0.008276,0.0,0,0.00,23.21
2025-11-11 17:41:24,0,-0.03,23.31,3.103734,3.103734,0.0,-0.008724,-0.008402,0.0,0,0.00,23.21
2025-11-11 17:43:24,0,0.04,23.31,3.103734,3.103571,0.0,-0.008724,-0.008724,0.0,0,0.05,23.21
2025-11-11 17:45:24,0,0.05,23.31,3.103219,3.103433,0.0,-0.008488,-0.008488,0.0,0,0.00,23.10
2025-11-11 17:47:24,0,-0.04,23.21,3.103433,3.103433,0.0,-0.008436,-0.008436,0.0,0,0.00,23.10
2025-11-11 17:49:24,0,-0.03,23.21,3.103438,3.103438,0.0,-0.008436,-0.008436,0.0,0,0.02,23.10
2025-11-11 17:51:24,0,0.04,23.21,3.103438,3.103438,0.0,-0.008785,-0.008785,0.0,0,0.09,23.10
2025-11-11 17:53:24,0,0.05,23.21,3.103384,3.103393,0.0,-0.009049,-0.009049,0.0,0,0.05,23.04
2025-11-11 17:55:24,0,0.04,23.20,3.103393,3.103393,0.0,-0.008767,-0.008767,0.0,0,0.00,23.00
2025-11-11 17:57:24,0,-0.02,23.12,3.103393,3.103393,0.0,-0.008638,-0.008638,0.0,0,0.05,22.95
2025-11-11 17:59:24,0,-0.00,23.10,3.103438,3.103417,0.0,-0.008629,-0.008638,0.0,0,0.00,22.90
2025-11-11 18:01:24,0,0.04,23.10,3.103237,3.103237,0.0,-0.009416,-0.009416,0.0,0,0.00,22.90
2025-11-11 18:03:24,0,0.05,23.10,3.102987,3.102987,0.0,-0.009441,-0.009441,0.0,0,0.00,22.90
2025-11-11 18:05:24,0,0.05,23.10,3.102896,3.102987,0.0,-0.009738,-0.009738,0.0,0,0.06,22.87
2025-11-11 18:07:24,0,0.01,23.06,3.103194,3.103194,0.0,-0.009772,-0.009738,0.0,0,0.01,22.80
2025-11-11 18:09:24,0,-0.04,23.00,3.103194,3.103194,0.0,-0.00971,-0.00971,0.0,0,0.00,22.80
2025-11-11 18:11:24,0,-0.05,23.00,3.102677,3.102677,0.0,-0.00971,-0.00971,0.0,0,0.01,22.80
2025-11-11 18:13:24,0,0.00,23.00,3.102677,3.102677,0.0,-0.009842,-0.009842,0.0,0,0.07,22.80
2025-11-11 18:15:24,0,0.05,23.00,3.102842,3.102842,0.0,-0.009842,-0.009674,0.0,0,0.10,22.80
2025-11-11 18:17:24,0,0.05,23.00,3.102833,3.102833,0.0,-0.009337,-0.009674,0.0,0,0.10,22.80
2025-11-11 18:19:24,0,0.05,23.00,3.10277,3.10277,0.0,-0.00918,-0.009337,0.0,0,0.02,22.71
2025-11-11 18:21:24,0,-0.01,22.93,3.10277,3.10277,0.0,-0.009646,-0.009646,0.0,0,0.00,22.70
2025-11-11 18:23:24,0,-0.05,22.90,3.103297,3.10277,0.0,-0.009646,-0.009646,0.0,0,0.04,22.84
2025-11-11 18:25:24,0,-0.05,22.90,3.102733,3.102806,0.0,-0.009646,-0.009646,0.0,0,0.05,22.95
2025-11-11 18:27:24,0,-0.05,22.90,3.102806,3.102733,0.0,-0.009839,-0.009949,0.0,0,0.05,23.05
2025-11-11 18:29:24,0,-0.05,22.90,3.102733,3.102733,0.0,-0.009974,-0.009974,0.0,0,0.00,23.10
2025-11-11 18:31:24,0,-0.04,22.91,3.102366,3.102366,0.0,-0.009983,-0.009983,0.0,0,0.09,23.21
2025-11-11 18:33:24,0,0.04,23.00,3.102987,3.102312,0.0,-0.009983,-0.009983,0.0,0,0.05,23.21
2025-11-11 18:35:24,0,0.05,23.00,3.102312,3.102312,0.0,-0.010161,-0.010161,0.0,0,0.01,23.21
2025-11-11 18:37:24,0,0.05,23.00,3.102423,3.102423,0.0,-0.010605,-0.010605,0.0,0,0.02,23.21
2025-11-11 18:39:24,0,0.02,23.00,3.102423,3.102423,0.0,-0.010605,-0.010605,0.0,0,0.00,23.21
2025-11-11 18:41:24,0,-0.04,23.00,3.102619,3.102619,0.0,-0.010302,-0.010302,0.0,0,0.00,23.21
2025-11-11 18:43:24,0,-0.05,23.00,3.102619,3.102619,0.0,-0.009897,-0.010302,0.0,0,0.00,23.21
2025-11-11 18:45:24,0,-0.04,23.01,3.102649,3.102619,0.0,-0.01029,-0.01029,0.0,0,0.04,23.25
2025-11-11 18:47:24,0,-0.05,23.00,3.102369,3.102369,0.0,-0.01029,-0.01029,0.0,0,0.08,23.30
2025-11-11 18:49:24,0,-0.05,23.00,3.102065,3.102065,0.0,-0.01029,-0.01029,0.0,0,0.01,23.21
2025-11-11 18:51:24,0,-0.05,23.00,3.101342,3.101342,0.0,-0.010265,-0.010265,0.0,0,0.04,23.25
2025-11-11 18:53:24,0,-0.05,23.00,3.102803,3.102803,0.0,-0.00994,-0.010461,0.0,0,0.09,23.31
2025-11-11 18:55:24,0,-0.05,23.00,3.102803,3.102803,0.0,-0.0107,-0.0107,0.0,0,0.07,23.31
2025-11-11 18:57:24,0,-0.02,23.00,3.102457,3.102457,0.0,-0.011108,-0.010896,0.0,0,0.09,23.31
2025-11-11 18:59:24,0,0.03,23.00,3.102457,3.102457,0.0,-0.010896,-0.010896,0.0,0,0.09,23.31
2025-11-11 19:01:24,0,0.04,23.00,3.102261,3.102261,0.0,-0.010771,-0.010771,0.0,0,0.04,23.31
2025-11-11 19:03:24,0,0.05,23.00,3.101987,3.102001,0.0,-0.010771,-0.010771,0.0,0,0.05,23.31
2025-11-11 19:05:24,0,0.05,23.00,3.102001,3.102128,0.0,-0.01097,-0.010872,0.0,0,0.09,23.31
2025-11-11 19:07:24,0,0.05,23.00,3.102218,3.102218,0.0,-0.01097,-0.01097,0.0,0,0.04,23.24
2025-11-11 19:09:24,0,0.05,23.00,3.102303,3.102303,0.0,-0.01097,-0.01097,0.0,0,0.00,23.21
2025-11-11 19:11:24,0,0.05,23.00,3.102393,3.102303,0.0,-0.010529,-0.010529,0.0,0,0.00,23.21
2025-11-11 19:13:24,0,0.05,23.00,3.102216,3.102393,0.0,-0.010529,-0.010529,0.0,0,0.00,23.21
2025-11-11 19:15:24,0,0.04,22.99,3.102393,3.102216,0.0,-0.010985,-0.010985,0.0,0,0.00,23.21
2025-11-11 19:17:24,0,-0.02,22.91,3.102197,3.102197,0.0,-0.011126,-0.011126,0.0,0,0.00,23.21
2025-11-11 19:19:24,0,-0.05,22.90,3.102125,3.102125,0.0,-0.011169,-0.011126,0.0,0,0.00,23.21
2025-11-11 19:21:24,0,-0.05,22.90,3.101766,3.102125,0.0,-0.011092,-0.011092,0.0,0,0.00,23.21
2025-11-11 19:23:24,0,-0.05,22.90,3.102125,3.101815,0.0,-0.010961,-0.010961,0.0,0,0.00,23.21
2025-11-11 19:25:24,0,-0.05,22.90,3.101815,3.101815,0.0,-0.010501,-0.010602,0.0,0,0.03,23.24
2025-11-11 19:27:24,0,-0.05,22.90,3.101809,3.101809,0.0,-0.010602,-0.010602,0.0,0,0.07,23.28
2025-11-11 19:29:24,0,-0.04,22.90,3.101429,3.101429,0.0,-0.010602,-0.010602,0.0,0,0.08,23.29
2025-11-11 19:31:24,0,0.01,22.90,3.101218,3.101429,0.0,-0.010639,-0.010807,0.0,0,0.10,23.31
2025-11-11 19:33:24,0,0.03,22.90,3.101218,3.101218,0.0,-0.011197,-0.011098,0.0,0,0.10,23.31
2025-11-11 19:35:24,0,0.05,22.90,3.100992,3.100992,0.0,-0.011098,-0.011098,0.0,0,0.05,23.31
2025-11-11 19:37:24,0,0.05,22.90,3.100971,3.100971,0.0,-0.010755,-0.010755,0.0,0,0.08,23.31
2025-11-11 19:39:24,0,0.05,22.90,3.100971,3.100971,0.0,-0.010755,-0.010755,0.0,0,0.08,23.31
2025-11-11 19:41:24,0,0.05,22.90,3.100971,3.100971,0.0,-0.010722,-0.010755,0.0,0,0.10,23.31
2025-11-11 19:43:24,0,0.05,22.90,3.101022,3.101022,0.0,-0.010722,-0.010722,0.0,0,0.06,23.30
2025-11-11 19:45:24,0,0.04,22.90,3.101381,3.101381,0.0,-0.011095,-0.011095,0.0,0,0.08,23.29
2025-11-11 19:47:24,0,0.05,22.90,3.101245,3.101245,0.0,-0.011451,-0.011451,0.0,0,0.10,23.31
2025-11-11 19:49:24,0,0.00,22.85,3.101125,3.101213,0.0,-0.011347,-0.011347,0.0,0,0.01,23.31
2025-11-11 19:51:24,0,0.02,22.80,3.101213,3.101213,0.0,-0.011325,-0.011325,0.0,0,0.00,23.31
2025-11-11 19:53:24,0,-0.01,22.74,3.101185,3.101213,0.0,-0.011322,-0.011344,0.0,0,0.00,23.31
2025-11-11 19:55:24,0,-0.00,22.70,3.101185,3.101185,0.0,-0.01176,-0.01176,0.0,0,0.00,23.31
2025-11-11 19:57:24,0,0.04,22.70,3.101185,3.101185,0.0,-0.011963,-0.011963,0.0,0,0.00,23.31
2025-11-11 19:59:24,0,-0.03,22.60,3.101637,3.101637,0.0,-0.012018,-0.012018,0.0,0,0.00,23.31
2025-11-11 20:01:24,0,0.02,22.60,3.101649,3.101649,0.0,-0.012474,-0.012134,0.0,0,0.00,23.31
2025-11-11 20:03:24,0,0.05,22.60,3.101779,3.101649,0.0,-0.012134,-0.012134,0.0,0,0.00,23.31
2025-11-11 20:05:24,0,0.01,22.55,3.101541,3.101541,0.0,-0.012018,-0.012076,0.0,0,0.03,23.34
2025-11-11 20:07:24,0,-0.04,22.49,2.510874,2.510874,0.0,-0.012076,-0.012076,0.0,0,0.07,23.39
2025-11-11 20:09:24,0,0.00,22.49,2.510678,2.510678,0.0,-0.01211,-0.01211,0.0,0,0.04,23.35
2025-11-11 20:11:24,0,0.05,22.34,2.510678,2.510678,0.0,-0.012569,-0.01211,0.0,0,0.08,23.39
2025-11-11 20:13:24,0,-0.04,22.04,2.510049,2.510049,0.0,-0.012104,-0.012104,0.0,0,0.03,23.33
2025-11-11 20:15:24,0,0.00,21.89,2.509759,2.509759,0.0,-0.012015,-0.012015,0.0,0,0.00,23.31
2025-11-11 20:17:24,0,0.01,21.79,2.509759,2.509759,0.0,-0.011969,-0.012015,0.0,0,0.00,23.31
2025-11-11 20:19:24,0,0.01,21.89,2.509964,2.509645,0.0,-0.012389,-0.012162,0.0,0,0.00,23.31
2025-11-11 20:21:24,0,-0.04,22.04,2.509645,2.509645,0.0,-0.012162,-0.012389,0.0,0,0.00,23.31
2025-11-11 20:23:24,0,0.04,22.39,2.509645,2.509645,0.0,-0.012456,-0.012456,0.0,0,0.03,23.34
2025-11-11 20:25:24,0,0.05,22.80,2.509593,2.509593,0.0,-0.012652,-0.012652,0.0,0,0.09,23.41
2025-11-11 20:27:24,0,0.09,23.30,2.509591,2.509591,0.0,-0.01271,-0.01271,0.0,0,0.10,23.41
2025-11-11 20:29:24,0,0.11,23.86,2.509591,2.509627,0.0,-0.01271,-0.01271,0.0,0,0.10,23.41
2025-11-11 20:31:24,0,0.15,24.48,2.509636,2.509636,0.0,-0.012912,-0.012912,0.0,0,0.10,23.41
2025-11-11 20:33:24,0,0.06,25.15,2.509636,2.509636,0.0,-0.013225,-0.013225,0.0,0,0.09,23.41
2025-11-11 20:35:24,0,0.05,25.82,2.509699,2.509699,0.0,-0.0134,-0.013225,0.0,0,0.01,23.41
2025-11-11 20:37:24,0,0.10,26.49,2.509699,2.509699,0.0,-0.013378,-0.013378,0.0,0,0.00,23.41
2025-11-11 20:39:24,0,0.14,27.06,2.509488,2.509488,0.0,-0.013314,-0.013314,0.0,0,0.00,23.41
2025-11-11 20:41:24,0,0.15,27.64,2.50938,2.50938,0.0,-0.013314,-0.013314,0.0,0,0.00,23.41
2025-11-11 20:43:24,0,0.15,28.16,2.50938,2.50938,0.0,-0.013314,-0.013314,0.0,0,0.00,23.41
2025-11-11 20:45:24,0,0.15,28.54,2.509524,2.509524,0.0,-0.013011,-0.013311,0.0,0,0.03,23.45
2025-11-11 20:47:24,0,0.15,28.75,2.509524,2.509524,0.0,-0.013311,-0.013311,0.0,0,0.07,23.51
2025-11-11 20:49:24,0,0.15,28.96,2.509395,2.509395,0.0,-0.013504,-0.013504,0.0,0,0.01,23.51
2025-11-11 20:51:24,0,0.15,29.17,2.509063,2.509392,0.0,-0.013173,-0.013173,0.0,0,0.00,23.51
2025-11-11 20:53:24,0,0.15,29.38,2.509392,2.509133,0.0,-0.013102,-0.013102,0.0,0,0.09,23.61
2025-11-11 20:55:24,0,0.15,29.49,2.509133,2.509392,0.0,-0.012661,-0.012661,0.0,0,0.05,23.61
2025-11-11 20:57:24,0,0.15,29.60,2.509401,2.509292,0.0,-0.013142,-0.013142,0.0,0,0.01,23.61
2025-11-11 20:59:24,0,0.19,29.70,2.509292,2.509401,0.0,-0.013296,-0.013296,0.0,0,0.00,23.61
2025-11-11 21:01:24,0,0.20,29.76,2.509575,2.509326,0.0,-0.013455,-0.013296,0.0,0,0.00,23.61
2025-11-11 21:03:24,0,0.17,30.05,2.509326,2.509326,0.0,-0.013029,-0.013029,0.0,0,0.05,23.61
2025-11-11 21:05:24,0,0.25,30.35,2.509326,2.509326,0.0,-0.013029,-0.013029,0.0,0,0.09,23.60
2025-11-11 21:07:24,0,0.17,30.46,2.50897,2.50897,0.0,-0.013761,-0.013761,0.0,0,0.02,23.52
2025-11-11 21:09:24,0,0.15,30.67,2.508958,2.508958,0.0,-0.013761,-0.013761,0.0,0,0.00,23.51
2025-11-11 21:11:24,0,0.19,30.94,2.508594,2.508958,0.0,-0.013167,-0.013167,0.0,0,0.04,23.55
2025-11-11 21:13:24,1,0.25,31.38,2.509115,2.509115,0.0,-0.013167,-0.013167,0.0,0,0.08,23.60
2025-11-11 21:15:24,1,0.26,31.87,2.509115,2.509115,0.0,-0.01328,-0.013936,0.0,0,0.10,23.61
2025-11-11 21:17:24,1,0.26,32.58,2.509115,2.509115,0.0,-0.013936,-0.013936,0.0,0,0.10,23.61
2025-11-11 21:19:24,1,0.37,33.64,2.276498,2.276498,0.2324630000000001,-0.013688,-0.013688,0.0,0,0.05,23.61
2025-11-11 21:21:24,1,0.35,34.45,2.273428,2.273762,0.0,-0.013571,-0.013584,0.0,0,0.01,23.61
2025-11-11 21:23:24,1,0.32,34.82,2.273762,2.273533,0.0,-0.013584,-0.013584,0.0,0,0.00,23.61
2025-11-11 21:25:24,1,0.28,34.76,2.273533,2.273533,0.0,-0.013584,-0.013584,0.0,0,0.00,23.61
2025-11-11 21:27:24,1,0.22,34.48,2.273482,2.273482,0.0,-0.013642,-0.013642,0.0,0,0.00,23.61
2025-11-11 21:29:24,1,0.21,34.03,2.273482,2.273482,0.0,-0.013905,-0.013905,0.0,0,0.00,23.61
2025-11-11 21:31:24,1,0.17,33.41,2.274136,2.274136,0.0,-0.013905,-0.013905,0.0,0,0.00,23.61
