sep=,

firmware launcher:,8.02
firmware GUI,6.70

Household ID:,301
Sensor ID:,25061
Sensor Type:,FUELv2 
Start time:,2025-11-13 11:12:53
Stop time:,2025-11-20 13:52:53
Total number of logs:,10240
Study arm:,0

Fuel type:,charcoal
Fuel calibration value:,0.00
Fuel resolution (gram):,1.00
Fuel consumption (kg/day):,0.43

Timestamp,Weight (kg),w_smooth,consumption (kg)
2025-11-13 11:13:53,0.37178,,0.0
2025-11-13 11:14:53,-0.000153,,0.0
2025-11-13 11:15:53,-0.000153,-0.000153,0.0
2025-11-13 11:16:53,-0.000153,-0.000153,0.0
2025-11-13 11:17:53,-0.000153,-0.000153,0.0
2025-11-13 11:18:53,0.137172,0.137172,0.0
2025-11-13 11:19:53,2.026438,2.026438,0.0
2025-11-13 11:20:53,5.597819,5.597819,0.0
2025-11-13 11:21:53,5.697873,5.697873,0.0
2025-11-13 11:22:53,5.698056,5.698056,0.0
2025-11-13 11:23:53,5.698297,5.698297,0.0
2025-11-13 11:24:53,5.698328,5.698328,0.0
2025-11-13 11:25:53,5.698725,5.698725,0.0
2025-11-13 11:26:53,5.699121,5.699121,0.0
2025-11-13 11:27:53,5.699121,5.699121,0.0
2025-11-13 11:28:53,5.699171,5.699171,0.0
2025-11-13 11:29:53,5.699171,5.699171,0.0
2025-11-13 11:30:53,5.699629,5.699217,0.0
2025-11-13 11:31:53,5.699437,5.699217,0.0
2025-11-13 11:32:53,5.699217,5.699286,0.0
2025-11-13 11:33:53,5.699217,5.699286,0.0
2025-11-13 11:34:53,5.699286,5.699217,0.0
2025-11-13 11:35:53,5.699286,5.699217,0.0
2025-11-13 11:36:53,5.699217,5.699217,0.0
2025-11-13 11:37:53,5.699198,5.699198,0.0
2025-11-13 11:38:53,5.699049,5.699049,0.0
2025-11-13 11:39:53,5.699002,5.699049,0.0
2025-11-13 11:40:53,5.699002,5.699049,0.0
2025-11-13 11:41:53,5.699049,5.699049,0.0
2025-11-13 11:42:53,5.699632,5.699632,0.0
2025-11-13 11:43:53,5.699632,5.699632,0.0
2025-11-13 11:44:53,5.699684,5.699684,0.0
2025-11-13 11:45:53,5.699803,5.699684,0.0
2025-11-13 11:46:53,5.699803,5.699684,0.0
2025-11-13 11:47:53,5.699238,5.699543,0.0
2025-11-13 11:48:53,5.699543,5.699265,0.0
2025-11-13 11:49:53,5.699265,5.699265,0.0
2025-11-13 11:50:53,5.699265,5.699451,0.0
2025-11-13 11:51:53,5.699451,5.699265,0.0
2025-11-13 11:52:53,5.699451,5.699451,0.0
2025-11-13 11:53:53,5.699265,5.699451,0.0
2025-11-13 11:54:53,5.699451,5.699451,0.0
2025-11-13 11:55:53,5.699543,5.699451,0.0
2025-11-13 11:56:53,5.699064,5.699543,0.0
2025-11-13 11:57:53,5.699831,5.699831,0.0
2025-11-13 11:58:53,5.699864,5.699864,0.0
2025-11-13 11:59:53,5.699868,5.699868,0.0
2025-11-13 12:00:53,5.699868,5.699868,0.0
2025-11-13 12:01:53,5.699868,5.699868,0.0
2025-11-13 12:02:53,5.699868,5.699868,0.0
2025-11-13 12:03:53,5.699868,5.699868,0.0
2025-11-13 12:04:53,5.699904,5.699904,0.0
2025-11-13 12:05:53,5.699904,5.699904,0.0
2025-11-13 12:06:53,5.700001,5.700001,0.0
2025-11-13 12:07:53,5.700014,5.700001,0.0
2025-11-13 12:08:53,5.700001,5.700014,0.0
2025-11-13 12:09:53,5.700014,5.700014,0.0
2025-11-13 12:10:53,5.700253,5.700253,0.0
2025-11-13 12:11:53,5.700665,5.700665,0.0
2025-11-13 12:12:53,5.700665,5.700665,0.0
2025-11-13 12:13:53,5.700665,5.700665,0.0
2025-11-13 12:14:53,5.700292,5.700292,0.0
2025-11-13 12:15:53,5.700249,5.700249,0.0
2025-11-13 12:16:53,5.699825,5.700088,0.0
2025-11-13 12:17:53,5.699825,5.700088,0.0
2025-11-13 12:18:53,5.700088,5.700088,0.0
2025-11-13 12:19:53,5.700088,5.700088,0.0
2025-11-13 12:20:53,5.701089,5.701089,0.0
2025-11-13 12:21:53,5.70122,5.701101,0.0
2025-11-13 12:22:53,5.70122,5.701101,0.0
2025-11-13 12:23:53,5.701101,5.70122,0.0
2025-11-13 12:24:53,5.701101,5.701202,0.0
2025-11-13 12:25:53,5.70122,5.701202,0.0
2025-11-13 12:26:53,5.701202,5.70122,0.0
2025-11-13 12:27:53,5.701303,5.701303,0.0
2025-11-13 12:28:53,5.701719,5.701719,0.0
2025-11-13 12:29:53,5.702235,5.702235,0.0
2025-11-13 12:30:53,5.702247,5.702247,0.0
2025-11-13 12:31:53,5.702726,5.702247,0.0
2025-11-13 12:32:53,5.702247,5.702247,0.0
