Timestamp,Usage EXACT 29462,Gradient EXACT 29462,Temperature EXACT 29462,Weight (kg),w_smooth,consumption (kg)
2025-11-19 13:18:41,1,1.61,93.42,0.001464,,0.0
2025-11-19 13:20:41,1,1.86,95.08,2.201498,2.201498,0.0
2025-11-19 13:22:41,1,1.56,96.15,2.212475,2.212475,0.0
2025-11-19 13:24:41,1,1.97,97.70,2.212659,2.212659,0.0
2025-11-19 13:26:41,1,1.70,99.54,2.213075,2.213075,0.0
2025-11-19 13:28:41,1,1.92,101.19,2.213633,2.213514,0.0
2025-11-19 13:30:41,1,2.02,102.23,2.213514,2.213514,0.0
2025-11-19 13:32:41,1,1.86,103.26,2.213027,2.213027,0.0
2025-11-19 13:34:41,1,1.86,103.52,2.212279,2.212279,0.0
2025-11-19 13:36:41,1,1.86,103.52,1.891419,1.891419,0.1532110000000002
2025-11-19 13:38:41,1,1.77,103.86,1.770918,1.770918,0.0
2025-11-19 13:40:41,1,2.04,105.02,1.77103,1.77103,0.0
2025-11-19 13:42:41,1,2.13,107.06,1.771479,1.771479,0.0
2025-11-19 13:44:41,1,2.22,110.34,1.781676,1.781676,0.0
2025-11-19 13:46:41,1,2.50,115.26,1.782727,1.782727,0.0
2025-11-19 13:48:41,1,2.79,119.69,1.876043,1.876043,0.0
2025-11-19 13:50:41,1,2.35,123.34,3.825087,3.825087,0.0
2025-11-19 13:52:41,1,2.64,125.97,3.825087,3.825087,0.0
2025-11-19 13:54:41,1,2.61,128.29,3.822004,3.822004,0.0
2025-11-19 13:56:41,1,2.22,128.77,3.7941,3.7941,0.0
2025-11-19 13:58:41,1,2.66,129.75,3.791259,3.791259,0.0
2025-11-19 14:00:41,0,2.66,129.26,3.79062,3.79062,0.0
2025-11-19 14:02:41,0,1.83,127.34,3.789743,3.789743,0.0
2025-11-19 14:04:41,0,2.01,125.96,3.789459,3.789459,0.0
2025-11-19 14:06:41,0,2.34,124.63,3.788718,3.788718,0.0
2025-11-19 14:08:41,0,2.31,123.33,3.788392,3.788392,0.0
2025-11-19 14:10:41,0,2.26,122.49,3.787976,3.787976,0.0
2025-11-19 14:12:41,0,2.19,121.26,3.787189,3.787189,0.0
2025-11-19 14:14:41,0,2.15,120.46,3.786838,3.786838,0.0
2025-11-19 14:16:41,0,2.43,119.67,3.786838,3.786838,0.0
2025-11-19 14:18:41,0,2.11,119.29,3.786412,3.786412,0.0
2025-11-19 14:20:41,0,2.08,119.29,3.785605,3.785605,0.0
2025-11-19 14:22:41,0,2.08,119.29,3.785435,3.785435,0.0
2025-11-19 14:24:41,0,2.04,118.52,3.785225,3.785225,0.0
2025-11-19 14:26:41,0,2.02,118.14,3.785225,3.785225,0.0
2025-11-19 14:28:41,0,1.87,114.91,3.785061,3.785061,0.0
2025-11-19 14:30:41,0,1.77,112.88,3.784929,3.784929,0.0
2025-11-19 14:32:41,0,1.69,111.26,3.784767,3.784767,0.0
2025-11-19 14:34:41,0,1.63,110.02,3.784009,3.784009,0.0
2025-11-19 14:36:41,0,1.85,109.11,3.784009,3.784009,0.0
2025-11-19 14:38:41,0,1.84,108.21,3.783668,3.783668,0.0
2025-11-19 14:40:41,0,1.54,107.06,3.783668,3.783668,0.0
2025-11-19 14:42:41,0,1.70,105.66,3.783064,3.783064,0.0
2025-11-19 14:44:41,0,1.42,104.04,3.776608,3.776608,0.0
2025-11-19 14:46:41,0,1.33,102.49,3.774902,3.774977,0.0
2025-11-19 14:48:41,0,1.49,100.99,3.775448,3.775448,0.0
2025-11-19 14:50:41,0,1.41,99.30,3.775448,3.775448,0.0
2025-11-19 14:52:41,0,1.39,97.92,3.775448,3.775448,0.0
2025-11-19 14:54:41,0,1.28,96.59,3.775415,3.775415,0.0
2025-11-19 14:56:41,0,1.29,95.50,3.775105,3.775331,0.0
2025-11-19 14:58:41,0,1.25,94.24,3.775331,3.775331,0.0
2025-11-19 15:00:41,0,1.21,92.83,3.775331,3.775331,0.0
2025-11-19 15:02:41,0,1.13,90.69,3.775157,3.775157,0.0
2025-11-19 15:04:41,0,0.95,89.20,3.774677,3.774677,0.0
2025-11-19 15:06:41,0,1.14,88.06,3.774677,3.774677,0.0
2025-11-19 15:08:41,0,1.17,86.73,3.774364,3.774364,0.0
2025-11-19 15:10:41,0,1.15,85.72,3.773842,3.773842,0.0
2025-11-19 15:12:41,0,1.09,84.73,3.772423,3.772423,0.0
2025-11-19 15:14:41,0,0.99,83.77,3.772355,3.772355,0.0
2025-11-19 15:16:41,0,1.05,82.83,3.771519,3.771519,0.0
2025-11-19 15:18:41,0,1.02,81.60,3.770726,3.770726,0.0
2025-11-19 15:20:41,0,0.99,80.71,3.770726,3.770726,0.0
2025-11-19 15:22:41,0,0.91,79.55,3.770949,3.770949,0.0
2025-11-19 15:24:41,0,0.89,78.65,3.770988,3.770988,0.0
2025-11-19 15:26:41,0,0.90,77.60,3.771184,3.770988,0.0
2025-11-19 15:28:41,0,0.87,76.25,3.770688,3.770688,0.0
2025-11-19 15:30:41,0,0.85,75.34,3.770491,3.770571,0.0
2025-11-19 15:32:41,0,0.83,74.45,3.770571,3.770491,0.0
2025-11-19 15:34:41,0,0.81,73.70,3.769565,3.769565,0.0
2025-11-19 15:36:41,0,0.81,72.96,3.769536,3.769536,0.0
2025-11-19 15:38:41,0,0.91,72.28,3.770204,3.769475,0.0
2025-11-19 15:40:41,0,0.87,71.88,3.769475,3.769475,0.0
2025-11-19 15:42:41,0,0.77,71.41,3.769475,3.769397,0.0
2025-11-19 15:44:41,0,0.83,71.07,3.769397,3.768672,0.0
2025-11-19 15:46:41,0,0.84,70.60,3.768418,3.768418,0.0
2025-11-19 15:48:41,0,0.74,70.03,3.768182,3.768182,0.0
2025-11-19 15:50:41,0,0.80,69.47,3.767995,3.767995,0.0
2025-11-19 15:52:41,0,0.85,69.08,3.767995,3.767995,0.0
2025-11-19 15:54:41,0,0.72,68.38,3.768008,3.768008,0.0
2025-11-19 15:56:41,0,0.68,67.71,3.768008,3.768008,0.0
2025-11-19 15:58:41,0,0.76,66.97,3.768008,3.768008,0.0
2025-11-19 16:00:41,0,0.67,66.34,3.767518,3.767518,0.0
2025-11-19 16:02:41,0,0.64,65.83,3.767243,3.767518,0.0
2025-11-19 16:04:41,0,0.64,65.32,3.767518,3.767453,0.0
2025-11-19 16:06:41,0,0.63,64.92,3.767453,3.767453,0.0
2025-11-19 16:08:41,0,0.62,64.32,3.767201,3.767201,0.0
2025-11-19 16:10:41,0,0.76,64.12,3.767157,3.767157,0.0
2025-11-19 16:12:41,0,0.62,63.83,3.766595,3.766595,0.0
2025-11-19 16:14:41,0,0.69,63.73,3.766595,3.766579,0.0
2025-11-19 16:16:41,0,0.69,63.43,3.766511,3.766579,0.0
