sep=,

firmware launcher:,8.02
firmware GUI,6.70

Household ID:,202
Sensor ID:,29593
Sensor Type:,EXACTv2 
Start time:,2025-11-07 10:05:25
Stop time:,2025-11-07 11:58:25
Total number of logs:,112
Maximum temperature:,53.23
Errors:,1
Stove Name:,mimimoto
Cooking Events per day:,0.0
Cooking Time (min/day):,0.0
Number of days of cooking:,0

Timestamp,Usage EXACT 29593,Gradient EXACT 29593,Temperature EXACT 29593
2025-11-07 10:07:25,0,,25.36
2025-11-07 10:09:25,0,,25.41
2025-11-07 10:11:25,0,,25.51
2025-11-07 10:13:25,0,,25.61
2025-11-07 10:15:25,0,,25.66
2025-11-07 10:17:25,0,,25.71
2025-11-07 10:19:25,0,,25.77
2025-11-07 10:21:25,0,,25.82
2025-11-07 10:23:25,0,,25.87
2025-11-07 10:25:25,0,,25.98
2025-11-07 10:27:25,0,,25.92
2025-11-07 10:29:25,0,,25.71
2025-11-07 10:31:25,0,,25.56
2025-11-07 10:33:25,0,,25.46
2025-11-07 10:35:25,0,,25.39
2025-11-07 10:37:25,0,,25.38
2025-11-07 10:39:25,0,,25.36
2025-11-07 10:41:25,0,,25.37
2025-11-07 10:43:25,0,,25.45
2025-11-07 10:45:25,0,,25.46
2025-11-07 10:47:25,0,,25.46
2025-11-07 10:49:25,0,,25.41
2025-11-07 10:51:25,0,,25.36
2025-11-07 10:53:25,0,,25.36
2025-11-07 10:55:25,0,,25.36
2025-11-07 10:57:25,0,,25.46
2025-11-07 10:59:25,0,,25.57
2025-11-07 11:01:25,0,,25.82
2025-11-07 11:03:25,0,,26.03
2025-11-07 11:05:25,0,,26.44
2025-11-07 11:07:25,0,,27.01
2025-11-07 11:09:25,0,,27.85
2025-11-07 11:11:25,0,,28.91
2025-11-07 11:13:25,0,,30.35
2025-11-07 11:15:25,0,,31.97
2025-11-07 11:17:25,0,,33.81
2025-11-07 11:19:25,0,,35.67
2025-11-07 11:21:25,0,,37.51
2025-11-07 11:23:25,0,,39.08
2025-11-07 11:25:25,0,,40.60
2025-11-07 11:27:25,0,,42.67
2025-11-07 11:29:25,0,,45.07
2025-11-07 11:31:25,0,,47.64
2025-11-07 11:33:25,0,,49.64
2025-11-07 11:35:25,0,,51.10
2025-11-07 11:37:25,0,,52.01
2025-11-07 11:39:25,0,,52.54
2025-11-07 11:41:25,0,,52.56
2025-11-07 11:43:25,0,,52.69
2025-11-07 11:45:25,0,,52.92
2025-11-07 11:47:25,0,,53.15
2025-11-07 11:49:25,0,,53.23
2025-11-07 11:51:25,0,,52.99
2025-11-07 11:53:25,0,,52.31
2025-11-07 11:55:25,0,,51.68
2025-11-07 11:57:25,0,,0.00
