Timestamp,Usage EXACT 29453,Gradient EXACT 29453,Temperature EXACT 29453,Weight (kg),w_smooth,consumption (kg)
2025-11-11 11:51:02,0,0.01,23.71,5.4e-05,,0.0
2025-11-11 11:53:02,0,0.01,23.63,5.4e-05,5.4e-05,0.0
2025-11-11 11:55:02,0,0.01,23.61,3.293295,3.293295,0.0
2025-11-11 11:57:02,0,0.01,23.56,3.296409,3.296276,0.0
2025-11-11 11:59:02,0,0.01,23.51,3.296409,3.296409,0.0
2025-11-11 12:01:02,0,0.02,23.58,3.298836,3.298836,0.0
2025-11-11 12:03:02,0,0.01,23.61,3.298852,3.298836,0.0
2025-11-11 12:05:02,0,0.01,23.61,3.298723,3.298723,0.0
2025-11-11 12:07:02,0,0.01,23.61,2.829921,2.829921,0.25028399999999973
2025-11-11 12:09:02,0,0.02,23.68,2.829836,2.829836,0.0
2025-11-11 12:11:02,0,0.01,23.71,2.829836,2.829836,0.0
2025-11-11 12:13:02,0,0.01,23.71,2.829266,2.829266,0.0
2025-11-11 12:15:02,0,0.01,23.71,2.828481,2.828481,0.0
2025-11-11 12:17:02,0,0.01,23.71,2.82787,2.82787,0.0
2025-11-11 12:19:02,0,0.01,23.71,2.828054,2.828054,0.0
2025-11-11 12:21:02,0,0.02,23.63,2.828054,2.828054,0.0
2025-11-11 12:23:02,0,0.01,23.70,2.827494,2.827494,0.0
2025-11-11 12:25:02,0,0.01,23.71,2.827342,2.827352,0.0
2025-11-11 12:27:02,0,0.01,23.71,2.827352,2.827352,0.0
2025-11-11 12:29:02,0,0.00,23.68,2.827352,2.827352,0.0
2025-11-11 12:31:02,0,0.01,23.71,2.82762,2.82762,0.0
2025-11-11 12:33:02,0,0.05,23.76,2.829931,2.829931,0.0
2025-11-11 12:35:02,0,0.01,23.87,2.829931,2.829931,0.0
2025-11-11 12:37:02,0,0.02,24.04,2.829237,2.829237,0.0
2025-11-11 12:39:02,0,0.01,24.17,2.829731,2.829731,0.0
2025-11-11 12:41:02,0,0.05,24.32,2.829984,2.829984,0.0
2025-11-11 12:43:02,0,0.01,24.43,2.831513,2.831513,0.0
2025-11-11 12:45:02,0,0.01,24.53,2.832184,2.832184,0.0
2025-11-11 12:47:02,0,0.01,24.64,2.832649,2.832649,0.0
2025-11-11 12:49:02,0,0.01,24.74,2.832953,2.832953,0.0
2025-11-11 12:51:02,0,0.01,24.84,2.833276,2.833276,0.0
2025-11-11 12:53:02,0,0.01,24.94,2.834336,2.834336,0.0
2025-11-11 12:55:02,0,0.01,25.05,2.834788,2.834554,0.0
2025-11-11 12:57:02,0,0.01,25.15,2.834788,2.834788,0.0
2025-11-11 12:59:02,0,0.01,25.15,2.836231,2.836231,0.0
2025-11-11 13:01:02,0,0.01,25.20,2.836282,2.836282,0.0
2025-11-11 13:03:02,0,0.01,25.25,2.836409,2.836409,0.0
2025-11-11 13:05:02,0,0.01,25.25,2.837171,2.837171,0.0
2025-11-11 13:07:02,0,0.01,25.20,2.836421,2.836421,0.0
2025-11-11 13:09:02,0,0.01,25.15,2.835016,2.835073,0.0
2025-11-11 13:11:02,0,0.01,25.21,2.835073,2.835073,0.0
2025-11-11 13:13:02,0,0.01,25.25,2.837791,2.837791,0.0
2025-11-11 13:15:02,0,0.02,25.33,2.837852,2.837852,0.0
2025-11-11 13:17:02,0,0.01,25.36,2.838038,2.837852,0.0
2025-11-11 13:19:02,0,0.03,25.40,2.837706,2.837706,0.0
2025-11-11 13:21:02,0,0.01,25.41,2.83657,2.83657,0.0
2025-11-11 13:23:02,0,0.01,25.30,2.836298,2.836298,0.0
2025-11-11 13:25:02,0,0.01,25.25,2.835735,2.835735,0.0
2025-11-11 13:27:02,0,0.01,25.16,2.835057,2.835057,0.0
2025-11-11 13:29:02,0,0.01,25.15,2.834915,2.834915,0.0
2025-11-11 13:31:02,0,0.01,25.15,2.834554,2.834554,0.0
2025-11-11 13:33:02,0,0.01,25.05,2.833946,2.833946,0.0
2025-11-11 13:35:02,0,0.01,24.89,2.832851,2.832851,0.0
2025-11-11 13:37:02,0,0.01,24.17,2.832851,2.832851,0.0
2025-11-11 13:39:02,0,0.01,23.10,2.831405,2.831883,0.0
