Timestamp,Weight (kg),w_smooth,consumption (kg),Usage EXACT 29465,Gradient EXACT 29465,Temperature EXACT 29465,Usage EXACT 29464,Gradient EXACT 29464,Temperature EXACT 29464,Usage EXACT 29463,Gradient EXACT 29463,Temperature EXACT 29463,Weight (kg),w_smooth,consumption (kg)
2025-11-10 13:36:23,4.398871,4.398871,0.0,1,0.68,46.76,0,0.02,24.74,0,0.00,24.64,4.978173,4.97806,0.0
2025-11-10 13:38:23,4.398441,4.398441,0.0,1,0.68,46.96,0,0.06,24.84,0,0.00,24.64,4.97806,4.97806,0.0
2025-11-10 13:40:23,4.398229,4.398441,0.0,1,0.67,46.62,0,0.03,24.84,0,0.00,24.64,4.977776,4.978007,0.0
2025-11-10 13:42:23,4.399044,4.399044,0.0,1,0.67,46.21,0,0.06,24.84,0,0.00,24.64,4.978007,4.977946,0.0
2025-11-10 13:44:23,4.399399,4.399399,0.0,1,0.67,46.41,0,0.03,24.86,0,0.00,24.64,4.977946,4.977946,0.0
2025-11-10 13:46:23,4.399399,4.399399,0.0,1,0.67,46.76,0,0.01,24.94,0,0.02,24.65,4.97769,4.977946,0.0
2025-11-10 13:48:23,4.39938,4.39938,0.0,1,0.66,45.74,0,0.01,24.94,0,0.08,24.73,4.977946,4.977946,0.0
2025-11-10 13:50:23,4.399336,4.39938,0.0,1,0.63,45.27,0,0.01,24.94,0,0.10,24.74,4.978103,4.978103,0.0
2025-11-10 13:52:23,4.39938,4.39938,0.0,1,0.66,45.67,0,0.06,25.05,0,0.07,24.74,4.978103,4.978103,0.0
2025-11-10 13:54:23,4.399399,4.399399,0.0,1,0.61,45.20,0,0.04,24.98,0,0.08,24.74,4.977905,4.978103,0.0
2025-11-10 13:56:23,4.399399,4.399399,0.0,1,0.47,44.34,0,0.02,24.89,0,0.04,24.68,4.978494,4.978494,0.0
2025-11-10 13:58:23,3.571149,3.571149,0.8280469999999998,1,0.57,44.54,0,0.01,24.84,0,0.07,24.74,4.978749,4.978423,0.0
2025-11-10 14:00:23,3.570089,3.570105,0.0,1,0.79,46.76,0,0.09,24.83,0,0.01,24.74,4.978121,4.978423,0.0
2025-11-10 14:02:23,3.570105,3.570105,0.0,1,0.83,48.42,0,0.03,24.75,0,0.00,24.74,4.97854,4.97854,0.0
2025-11-10 14:04:23,3.570105,3.570266,0.0,1,0.78,49.64,0,0.01,24.74,0,0.00,24.74,4.97854,4.97854,0.0
2025-11-10 14:06:23,3.57036,3.57036,0.0,1,0.80,50.73,0,0.01,24.74,0,0.05,24.80,4.978617,4.978617,0.0
2025-11-10 14:08:23,3.570706,3.570706,0.0,1,0.75,51.55,0,0.06,24.83,0,0.10,24.84,4.978426,4.978426,0.0
2025-11-10 14:10:23,3.570706,3.570706,0.0,1,0.88,52.31,0,0.06,24.89,0,0.05,24.84,4.978336,4.978336,0.0
2025-11-10 14:12:23,3.570198,3.570198,0.0,1,0.77,52.77,0,0.06,25.04,0,0.01,24.84,4.978336,4.978336,0.0
2025-11-10 14:14:23,3.570547,3.570547,0.0,1,0.76,53.15,0,0.10,25.35,0,0.00,24.84,4.979236,4.979236,0.0
2025-11-10 14:16:23,3.571986,3.571986,0.0,1,0.77,53.47,0,0.11,25.97,0,0.05,24.94,4.979236,4.979236,0.0
2025-11-10 14:18:23,3.571986,3.571986,0.0,1,0.78,54.01,1,0.15,27.12,0,0.00,24.94,4.979088,4.979088,0.0
2025-11-10 14:20:23,3.571986,3.572017,0.0,1,0.77,54.57,1,0.25,28.69,0,0.00,24.94,4.979088,4.979088,0.0
2025-11-10 14:22:23,3.572157,3.572157,0.0,1,0.72,55.05,1,0.35,30.84,0,0.00,24.94,4.979162,4.979162,0.0
2025-11-10 14:24:23,3.572875,3.572875,0.0,1,0.79,55.78,1,0.48,33.98,0,0.04,24.99,4.979599,4.979599,0.0
2025-11-10 14:26:23,3.572875,3.572875,0.0,1,0.81,56.28,1,0.65,37.60,0,0.00,25.05,4.980141,4.980141,0.0
2025-11-10 14:28:23,3.571159,3.571159,0.0,1,0.78,57.03,1,0.87,42.54,0,0.00,25.05,4.980443,4.980443,0.0
2025-11-10 14:30:23,3.5711,3.5711,0.0,1,0.83,57.53,1,0.95,47.59,0,0.05,25.15,4.980572,4.980572,0.0
2025-11-10 14:32:23,3.5711,3.5711,0.0,1,0.76,57.62,1,1.02,51.87,0,0.02,25.21,4.980671,4.980671,0.0
2025-11-10 14:34:23,3.570482,3.570482,0.0,1,0.82,57.88,1,1.10,56.29,0,0.05,25.36,4.981078,4.981078,0.0
2025-11-10 14:36:23,3.569936,3.569936,0.0,1,0.76,58.30,1,1.18,60.54,0,0.00,25.36,4.981078,4.981099,0.0
2025-11-10 14:38:23,3.569318,3.569318,0.0,1,0.84,58.82,1,1.05,63.69,0,0.06,25.46,4.981099,4.981099,0.0
2025-11-10 14:40:23,3.569196,3.569196,0.0,1,0.87,59.62,1,0.84,65.13,0,0.01,25.46,4.982202,4.982202,0.0
2025-11-10 14:42:23,3.565977,3.565977,0.0,1,0.76,60.34,1,0.93,66.05,0,0.00,25.46,4.982202,4.982202,0.0
2025-11-10 14:44:23,3.565977,3.565977,0.0,0,0.72,60.44,1,0.74,65.92,0,0.05,25.51,4.982109,4.982109,0.0
2025-11-10 14:46:23,3.564064,3.564064,0.0,0,0.79,60.44,1,0.61,64.42,0,0.04,25.50,4.981133,4.981204,0.0
2025-11-10 14:48:23,3.563287,3.563287,0.0,0,0.80,60.53,1,0.50,62.78,0,0.07,25.52,4.981204,4.981133,0.0
2025-11-10 14:50:23,3.56315,3.56315,0.0,0,0.81,60.62,1,0.44,61.48,0,0.04,25.50,4.981065,4.981204,0.0
2025-11-10 14:52:23,3.56315,3.56315,0.0,0,0.81,60.26,1,0.55,60.17,0,0.07,25.52,4.981315,4.981315,0.0
2025-11-10 14:54:23,3.56418,3.563702,0.0,0,0.87,59.80,1,0.56,59.36,0,0.05,25.51,4.981315,4.981315,0.0
2025-11-10 14:56:23,3.563702,3.563702,0.0,0,0.79,59.09,1,0.47,58.22,0,0.06,25.52,4.981296,4.981296,0.0
2025-11-10 14:58:23,3.563562,3.563562,0.0,0,0.85,58.65,1,0.54,57.29,0,0.05,25.56,4.98081,4.98081,0.0
2025-11-10 15:00:23,3.563562,3.563562,0.0,0,0.78,58.39,1,0.54,56.95,0,0.07,25.56,4.981179,4.981179,0.0
2025-11-10 15:02:23,3.564068,3.564068,0.0,0,0.85,58.74,1,0.46,56.61,0,0.06,25.56,4.981884,4.981884,0.0
2025-11-10 15:04:23,3.564364,3.564364,0.0,0,0.72,59.11,1,0.48,58.41,0,0.09,25.55,4.981884,4.981884,0.0
2025-11-10 15:06:23,3.56452,3.56452,0.0,0,0.76,59.18,1,0.51,58.18,0,0.01,25.56,4.981118,4.981118,0.0
2025-11-10 15:08:23,3.564682,3.564682,0.0,0,0.79,59.45,1,0.46,56.86,0,0.04,25.56,4.981118,4.981118,0.0
2025-11-10 15:10:23,3.564682,3.564682,0.0,0,0.87,59.54,1,0.48,56.19,0,0.08,25.56,4.981118,4.981118,0.0
2025-11-10 15:12:23,3.564869,3.564788,0.0,0,0.73,59.55,1,0.45,55.62,0,0.06,25.56,4.981182,4.981118,0.0
2025-11-10 15:14:23,3.564729,3.564788,0.0,0,0.71,59.37,1,0.45,55.13,0,0.05,25.56,4.981182,4.981182,0.0
2025-11-10 15:16:23,3.564788,3.564788,0.0,0,0.68,58.57,1,0.68,57.37,0,0.03,25.56,4.981928,4.98158,0.0
2025-11-10 15:18:23,3.566532,3.566532,0.0,0,0.67,57.79,1,0.64,59.62,0,0.00,25.56,4.981873,4.981873,0.0
2025-11-10 15:20:23,3.566938,3.566532,0.0,0,0.74,57.20,1,0.66,60.89,0,0.00,25.56,4.982543,4.981882,0.0
2025-11-10 15:22:23,3.566095,3.566095,0.0,0,0.67,56.69,1,0.65,61.72,0,0.00,25.56,4.982488,4.982501,0.0
2025-11-10 15:24:23,3.566095,3.566095,0.0,0,0.66,56.44,1,0.66,62.86,0,0.00,25.56,4.982501,4.982501,0.0
2025-11-10 15:26:23,3.566794,3.566794,0.0,0,0.72,56.03,1,0.60,62.95,0,0.00,25.56,4.982541,4.982541,0.0
2025-11-10 15:28:23,3.566953,3.566794,0.0,0,0.66,55.79,1,0.67,62.76,0,0.00,25.56,4.982541,4.982541,0.0
2025-11-10 15:30:23,3.566454,3.566454,0.0,0,0.64,55.62,1,0.65,63.24,0,0.00,25.56,4.982193,4.982528,0.0
2025-11-10 15:32:23,3.566445,3.566454,0.0,0,0.64,55.46,1,0.68,63.24,0,0.03,25.59,4.982528,4.982528,0.0
2025-11-10 15:34:23,3.56656,3.56656,0.0,0,0.64,55.46,1,0.60,62.86,0,0.06,25.62,4.983138,4.983138,0.0
2025-11-10 15:36:23,3.566869,3.566869,0.0,0,0.64,55.30,1,0.66,63.92,0,0.05,25.61,4.983138,4.983144,0.0
2025-11-10 15:38:23,3.567428,3.567428,0.0,0,0.63,55.05,1,0.79,65.12,0,0.03,25.59,4.983166,4.983166,0.0
2025-11-10 15:40:23,3.567608,3.567608,0.0,0,0.63,54.73,1,0.82,66.55,0,0.03,25.59,4.983868,4.983868,0.0
2025-11-10 15:42:23,3.567771,3.567771,0.0,0,0.63,54.57,1,0.61,67.04,0,0.05,25.61,4.983911,4.983911,0.0
2025-11-10 15:44:23,3.56798,3.567771,0.0,0,0.62,54.17,1,0.64,67.08,0,0.00,25.56,4.983997,4.983997,0.0
2025-11-10 15:46:23,3.567715,3.567715,0.0,0,0.62,53.78,1,0.60,66.02,0,0.02,25.58,4.983997,4.983997,0.0
2025-11-10 15:48:23,3.567256,3.567256,0.0,0,0.61,53.47,1,0.48,65.54,0,0.08,25.65,4.983825,4.983825,0.0
2025-11-10 15:50:23,3.567256,3.567256,0.0,0,0.58,52.92,1,0.51,65.32,0,0.07,25.63,4.983825,4.983825,0.0
2025-11-10 15:52:23,3.567318,3.567256,0.0,0,0.60,52.54,1,0.57,64.22,0,0.03,25.59,4.984324,4.984324,0.0
2025-11-10 15:54:23,3.566953,3.566953,0.0,0,0.60,52.16,1,0.57,63.73,0,0.08,25.64,4.984324,4.984324,0.0
2025-11-10 15:56:23,3.567106,3.567106,0.0,0,0.59,51.40,1,0.60,64.32,0,0.04,25.60,4.983643,4.983643,0.0
2025-11-10 15:58:23,3.56729,3.56729,0.0,0,0.55,51.03,1,0.60,64.82,0,0.00,25.56,4.983286,4.983286,0.0
2025-11-10 16:00:23,3.56729,3.56729,0.0,0,0.58,50.88,1,0.51,64.82,0,0.00,25.56,4.983788,4.983788,0.0
2025-11-10 16:02:23,3.566925,3.566925,0.0,0,0.58,50.58,1,0.42,63.94,0,0.00,25.56,4.983788,4.983788,0.0
2025-11-10 16:04:23,3.565883,3.565883,0.0,0,0.54,50.33,1,0.44,62.81,0,0.00,25.56,4.983193,4.983193,0.0
2025-11-10 16:06:23,3.565699,3.565699,0.0,0,0.45,49.21,1,0.48,62.76,0,0.00,25.56,4.982892,4.982892,0.0
2025-11-10 16:08:23,3.567143,3.567143,0.0,0,0.31,47.60,1,0.51,63.34,0,0.00,25.56,4.983141,4.983141,0.0
2025-11-10 16:10:23,3.567796,3.567668,0.0,0,0.33,46.55,1,0.48,63.34,0,0.00,25.56,4.983831,4.983831,0.0
2025-11-10 16:12:23,3.567917,3.567858,0.0,0,0.33,45.81,1,0.48,64.12,0,0.00,25.56,4.983985,4.983985,0.0
2025-11-10 16:14:23,3.567949,3.567858,0.0,0,0.32,45.27,1,0.41,64.02,0,0.00,25.56,4.98404,4.98404,0.0
2025-11-10 16:16:23,3.567858,3.567858,0.0,0,0.44,45.00,1,0.48,63.73,0,0.00,25.56,4.984293,4.98404,0.0
2025-11-10 16:18:23,3.56725,3.56725,0.0,0,0.45,44.67,1,0.46,63.15,0,0.05,25.61,4.984293,4.984293,0.0
2025-11-10 16:20:23,3.4477,3.4477,0.11943999999999999,0,0.40,44.34,1,0.51,62.76,0,0.07,25.63,4.984293,4.984293,0.0
2025-11-10 16:22:23,3.446312,3.446312,0.0,0,0.48,44.26,1,0.48,62.38,0,0.10,25.66,4.98437,4.984333,0.0
2025-11-10 16:24:23,3.445781,3.445781,0.0,0,0.39,44.08,1,0.53,62.35,0,0.10,25.66,4.98437,4.984333,0.0
2025-11-10 16:26:23,3.446009,3.446009,0.0,0,0.40,44.02,1,0.46,62.25,0,0.10,25.66,4.984001,4.984256,0.0
2025-11-10 16:28:23,3.446458,3.446009,0.0,0,0.38,43.95,1,0.50,62.49,0,0.09,25.66,4.984256,4.984169,0.0
2025-11-10 16:30:23,3.44604,3.44604,0.0,0,0.40,43.84,1,0.50,62.49,0,0.03,25.66,4.984169,4.984169,0.0
2025-11-10 16:32:23,3.445947,3.445947,0.0,0,0.38,43.69,1,0.47,62.10,0,0.00,25.66,4.984012,4.984012,0.0
2025-11-10 16:34:23,3.445947,3.445947,0.0,0,0.38,43.63,1,0.41,61.46,0,0.00,25.66,4.984012,4.984012,0.0
2025-11-10 16:36:23,3.446671,3.446671,0.0,0,0.38,43.50,1,0.55,60.62,0,0.00,25.71,4.983692,4.983692,0.0
2025-11-10 16:38:23,3.446671,3.446671,0.0,0,0.38,43.56,1,0.49,60.44,0,0.01,25.87,4.983255,4.983255,0.0
2025-11-10 16:40:23,3.446514,3.446514,0.0,0,0.50,43.95,1,0.56,61.26,0,0.00,25.51,4.222979,4.222979,0.06047400000000014
2025-11-10 16:42:23,3.446514,3.446514,0.0,0,0.52,44.34,1,0.58,62.76,0,0.00,25.20,4.220542,4.220542,0.0
2025-11-10 16:44:23,3.44702,3.446514,0.0,0,0.46,44.54,1,0.66,63.93,0,0.00,24.99,4.21848,4.21848,0.0
2025-11-10 16:46:23,3.356145,3.356145,0.08939899999999978,0,0.43,44.58,1,0.71,66.35,0,0.05,24.97,4.218473,4.21848,0.0
2025-11-10 16:48:23,3.356145,3.356145,0.0,0,0.45,44.67,1,0.71,68.61,0,0.08,25.25,4.218528,4.218528,0.0
2025-11-10 16:50:23,3.356295,3.356145,0.0,0,0.45,44.60,1,0.66,69.80,1,0.10,25.82,4.218624,4.218624,0.0
2025-11-10 16:52:23,3.355858,3.355858,0.0,0,0.40,44.34,1,0.78,70.39,1,0.10,26.44,4.218713,4.218713,0.0
2025-11-10 16:54:23,3.355736,3.355736,0.0,0,0.38,44.08,1,0.67,70.71,1,0.14,26.91,4.219068,4.219068,0.0
2025-11-10 16:56:23,3.355031,3.355031,0.0,0,0.43,43.95,1,0.64,70.48,1,0.10,27.38,4.218966,4.218966,0.0
2025-11-10 16:58:23,3.355031,3.355031,0.0,0,0.37,43.80,1,0.55,70.26,1,0.10,28.01,4.218966,4.218966,0.0
2025-11-10 17:00:23,3.354707,3.354707,0.0,0,0.38,43.56,1,0.64,69.92,1,0.15,28.32,4.219345,4.219345,0.0
2025-11-10 17:02:23,3.354526,3.354491,0.0,0,0.42,43.41,1,0.51,69.43,1,0.10,28.54,4.219345,4.219345,0.0
2025-11-10 17:04:23,3.35447,3.354472,0.0,0,0.38,43.11,1,0.47,68.95,1,0.10,28.59,4.219461,4.219461,0.0
2025-11-10 17:06:23,3.354526,3.35447,0.0,0,0.37,42.35,1,0.42,67.29,1,0.10,28.64,4.220167,4.220167,0.0
2025-11-10 17:08:23,3.355686,3.355686,0.0,0,0.37,41.90,1,0.58,65.12,1,0.12,28.75,4.220167,4.220305,0.0
2025-11-10 17:10:23,3.355852,3.355686,0.0,0,0.37,41.53,1,0.42,63.24,1,0.15,29.07,4.220533,4.220411,0.0
2025-11-10 17:12:23,3.354114,3.354114,0.0,0,0.36,41.28,1,0.40,61.46,1,0.14,29.12,4.220411,4.220533,0.0
2025-11-10 17:14:23,3.354004,3.354004,0.0,0,0.37,41.15,1,0.38,59.80,1,0.10,29.12,4.22062,4.22062,0.0
2025-11-10 17:16:23,3.353271,3.353271,0.0,0,0.36,40.97,1,0.31,58.07,1,0.15,29.12,4.22062,4.22062,0.0
2025-11-10 17:18:23,3.352351,3.352351,0.0,0,0.28,40.38,1,0.48,56.90,1,0.10,28.96,4.220432,4.221069,0.0
2025-11-10 17:20:23,3.262814,3.262814,0.0,0,0.03,29.07,1,0.47,57.04,1,0.10,29.07,4.221069,4.221069,0.0
2025-11-10 17:22:23,3.261173,3.261173,0.0,0,0.09,29.44,1,0.53,57.12,1,0.19,29.44,4.220756,4.220962,0.0
2025-11-10 17:24:23,3.261173,3.261173,0.0,0,0.05,29.60,1,0.46,57.03,1,0.15,29.60,4.220756,4.220756,0.0
2025-11-10 17:26:23,3.261173,3.26108,0.0,0,0.08,29.69,1,0.53,57.12,1,0.18,29.69,4.220663,4.220663,0.0
2025-11-10 17:28:23,3.26108,3.26108,0.0,0,0.07,29.76,1,0.54,56.78,1,0.17,29.76,4.220386,4.22054,0.0
2025-11-10 17:30:23,3.260409,3.260409,0.0,0,0.05,29.65,1,0.54,57.62,1,0.15,29.65,4.22054,4.22054,0.0
2025-11-10 17:32:23,2.743153,2.743153,0.0,0,0.08,29.92,1,0.55,58.92,1,0.18,29.92,4.22054,4.22054,0.0
2025-11-10 17:34:23,2.743069,2.743069,0.0,0,0.05,30.40,1,0.64,59.71,1,0.15,30.40,4.219807,4.219807,0.0
2025-11-10 17:36:23,2.741721,2.741721,0.0,0,0.10,30.94,1,0.66,60.98,1,0.20,30.94,4.22058,4.22058,0.0
2025-11-10 17:38:23,2.741428,2.741428,0.0,0,0.10,31.05,1,0.73,61.91,0,0.20,31.05,4.220592,4.220592,0.0
2025-11-10 17:40:23,2.691703,2.691703,0.04928800000000022,0,0.01,31.00,1,0.67,61.35,0,0.11,31.00,4.220762,4.220725,0.0
2025-11-10 17:42:23,2.690574,2.690574,0.0,0,0.00,30.85,1,0.66,60.72,0,0.10,30.85,4.220866,4.220762,0.0
2025-11-10 17:44:23,2.690533,2.690533,0.0,0,0.05,30.78,1,0.65,60.16,0,0.15,30.78,4.220142,4.220142,0.0
2025-11-10 17:46:23,2.691073,2.691073,0.0,0,0.05,30.67,1,0.70,59.17,0,0.15,30.67,4.220142,4.220142,0.0
2025-11-10 17:48:23,2.691173,2.691173,0.0,0,0.04,30.55,1,0.71,58.92,0,0.14,30.55,4.220272,4.220272,0.0
2025-11-10 17:50:23,2.691435,2.691173,0.0,0,0.04,30.51,1,0.71,58.83,0,0.14,30.51,4.221008,4.220783,0.0
2025-11-10 17:52:23,2.690664,2.690664,0.0,0,0.05,30.56,1,0.73,59.45,0,0.15,30.56,4.220783,4.220783,0.0
2025-11-10 17:54:23,2.689597,2.689597,0.0,0,0.00,30.51,1,0.67,59.36,0,0.10,30.51,4.220503,4.220503,0.0
2025-11-10 17:56:23,2.689597,2.689597,0.0,0,0.05,30.51,1,0.62,59.55,0,0.15,30.51,4.219983,4.219983,0.0
2025-11-10 17:58:23,2.689719,2.689597,0.0,0,0.05,30.35,1,0.66,59.11,0,0.15,30.35,4.220629,4.220432,0.0
2025-11-10 18:00:23,2.689438,2.689719,0.0,0,0.09,30.24,1,0.64,58.76,0,0.19,30.24,4.220432,4.220432,0.0
2025-11-10 18:02:23,2.690209,2.689819,0.0,0,0.05,30.08,1,0.65,58.84,0,0.15,30.08,4.220222,4.220222,0.0
2025-11-10 18:04:23,2.689638,2.689819,0.0,0,0.05,30.13,1,0.62,58.38,0,0.15,30.13,4.220096,4.220222,0.0
2025-11-10 18:06:23,2.689638,2.689638,0.0,0,0.10,30.24,1,0.49,56.64,0,0.20,30.24,4.220222,4.220096,0.0
2025-11-10 18:08:23,2.689217,2.689217,0.0,0,0.01,30.30,1,0.53,55.62,0,0.11,30.30,4.22008,4.22008,0.0
2025-11-10 18:10:23,2.689217,2.689217,0.0,0,0.02,30.32,1,0.38,54.57,0,0.12,30.32,4.219699,4.220007,0.0
2025-11-10 18:12:23,2.689473,2.689473,0.0,0,0.05,30.35,1,0.51,54.01,0,0.15,30.35,4.220007,4.220007,0.0
2025-11-10 18:14:23,2.689473,2.689476,0.0,0,0.09,30.56,1,0.55,50.08,0,0.19,30.56,4.219951,4.219951,0.0
2025-11-10 18:16:23,2.690009,2.690009,0.0,0,0.01,30.73,1,0.61,47.51,0,0.11,30.73,4.219951,4.219951,0.0
2025-11-10 18:18:23,2.690156,2.690156,0.0,0,0.01,30.73,1,0.68,47.45,0,0.11,30.73,4.220133,4.220133,0.0
2025-11-10 18:20:23,2.690181,2.690181,0.0,1,0.22,39.14,1,0.63,47.79,0,0.11,30.80,4.220133,4.220133,0.0
2025-11-10 18:22:23,2.690181,2.690271,0.0,1,0.24,39.14,1,0.57,48.78,0,0.10,30.84,4.220127,4.220127,0.0
2025-11-10 18:24:23,2.690531,2.690181,0.0,1,0.27,39.08,1,0.56,49.13,0,0.10,30.78,4.220127,4.220127,0.0
2025-11-10 18:26:23,2.689978,2.689978,0.0,1,0.23,38.96,1,0.57,50.44,0,0.10,30.56,4.220068,4.220127,0.0
2025-11-10 18:28:23,2.6898,2.6898,0.0,1,0.23,38.78,1,0.94,53.86,0,0.10,30.20,4.220068,4.220068,0.0
2025-11-10 18:30:23,2.689691,2.689691,0.0,1,0.23,38.60,1,0.93,56.60,0,0.10,29.87,4.219979,4.219979,0.0
2025-11-10 18:32:23,2.689304,2.689482,0.0,1,0.23,38.42,1,0.89,57.79,0,0.10,29.54,4.219419,4.219419,0.0
2025-11-10 18:34:23,2.689482,2.689482,0.0,1,0.28,29.28,1,0.76,58.65,0,0.10,29.28,4.219006,4.219006,0.0
2025-11-10 18:36:23,2.689754,2.689754,0.0,1,0.03,28.96,1,0.72,58.57,0,0.10,28.96,4.218673,4.218861,0.0
2025-11-10 18:38:23,2.690153,2.690153,0.0,1,0.00,28.69,1,0.70,57.97,0,0.10,28.69,4.218861,4.218861,0.0
2025-11-10 18:40:23,2.690153,2.690153,0.0,1,0.00,28.38,1,0.65,57.45,0,0.10,28.38,4.218861,4.218861,0.0
2025-11-10 18:42:23,2.689492,2.689492,0.0,1,-0.04,27.95,1,0.68,57.17,0,0.06,27.95,4.219326,4.218861,0.0
2025-11-10 18:44:23,2.689688,2.689688,0.0,1,-0.05,27.48,1,0.57,56.44,0,0.05,27.48,4.218381,4.218381,0.0
2025-11-10 18:46:23,2.690144,2.690109,0.0,1,-0.00,27.38,1,0.62,56.11,0,0.10,27.38,4.218134,4.218381,0.0
2025-11-10 18:48:23,2.690144,2.690144,0.0,1,-0.05,27.01,1,0.68,55.87,0,0.05,27.01,4.218421,4.218421,0.0
2025-11-10 18:50:23,2.690849,2.690849,0.0,1,-0.06,27.00,1,0.62,55.46,0,0.04,27.00,4.218421,4.218421,0.0
2025-11-10 18:52:23,2.693653,2.693653,0.0,1,-0.05,27.12,1,0.75,55.62,0,0.05,27.12,4.218288,4.218288,0.0
2025-11-10 18:54:23,2.693653,2.693653,0.0,1,-0.10,27.22,1,0.84,55.70,0,0.00,27.22,4.218288,4.218288,0.0
2025-11-10 18:56:23,2.692246,2.692246,0.0,1,-0.05,27.22,1,0.71,56.36,0,0.05,27.22,4.217857,4.217857,0.0
2025-11-10 18:58:23,2.691594,2.691594,0.0,1,-0.05,27.17,1,0.71,57.53,0,0.05,27.17,4.217297,4.217297,0.0
2025-11-10 19:00:23,2.690555,2.690727,0.0,1,-0.10,27.06,1,0.88,58.92,0,0.00,27.06,4.216915,4.216915,0.0
2025-11-10 19:02:23,2.690727,2.691581,0.0,1,-0.10,26.96,1,0.83,59.89,0,0.00,26.96,4.218217,4.218217,0.0
2025-11-10 19:04:23,2.691581,2.691581,0.0,1,-0.05,36.95,1,0.84,61.16,0,0.05,26.86,4.218217,4.218217,0.0
2025-11-10 19:06:23,2.691432,2.691432,0.0,1,0.25,36.83,1,0.88,62.10,0,0.00,26.65,4.217681,4.217681,0.0
2025-11-10 19:08:23,2.691432,2.691432,0.0,0,0.28,36.71,1,0.89,63.06,0,0.05,26.49,4.217605,4.217605,0.0
2025-11-10 19:10:23,2.691906,2.691906,0.0,0,0.24,36.60,1,0.89,63.16,0,0.00,26.34,4.217272,4.217272,0.0
2025-11-10 19:12:23,2.692171,2.691906,0.0,0,0.23,36.54,1,0.79,62.95,0,0.04,26.23,4.21721,4.21721,0.0
2025-11-10 19:14:23,2.691688,2.691688,0.0,0,0.32,36.54,1,0.77,62.76,0,0.01,26.08,4.217112,4.21685,0.0
