Timestamp,Usage EXACT 29503,Gradient EXACT 29503,Temperature EXACT 29503,Weight (kg),w_smooth,consumption (kg)
2025-11-24 17:04:52,0,0.00,30.56,0.014707,,0.0
2025-11-24 17:06:52,0,-0.01,30.24,0.019998,0.014707,0.0
2025-11-24 17:08:52,0,-0.00,30.03,0.014707,0.014707,0.0
2025-11-24 17:10:52,0,-0.00,29.81,-0.007707,-0.007707,0.0
2025-11-24 17:12:52,0,-0.04,29.60,-0.006004,-0.006004,0.0
2025-11-24 17:14:52,0,-0.00,29.49,-0.003997,-0.003997,0.0
2025-11-24 17:16:52,0,-0.00,29.38,-0.00239,-0.00325,0.0
2025-11-24 17:18:52,0,-0.00,29.28,-0.00325,-0.00325,0.0
2025-11-24 17:20:52,0,-0.00,29.17,-0.00325,-0.00325,0.0
2025-11-24 17:22:52,0,-0.00,29.12,-0.003368,-0.003368,0.0
2025-11-24 17:24:52,0,-0.00,29.02,-0.004,-0.003368,0.0
2025-11-24 17:26:52,0,-0.02,28.98,-0.003368,-0.004,0.0
2025-11-24 17:28:52,0,-0.00,28.91,-0.005703,-0.005703,0.0
2025-11-24 17:30:52,0,-0.00,28.91,-0.006458,-0.006458,0.0
2025-11-24 17:32:52,0,-0.00,28.91,-0.007512,-0.007512,0.0
2025-11-24 17:34:52,0,-0.00,28.81,-0.007813,-0.007813,0.0
2025-11-24 17:36:52,0,-0.00,28.80,-0.007813,-0.007813,0.0
2025-11-24 17:38:52,0,-0.00,28.80,-0.007563,-0.007563,0.0
2025-11-24 17:40:52,0,-0.01,28.79,-0.007563,-0.007563,0.0
2025-11-24 17:42:52,0,-0.00,28.75,-0.009224,-0.00908,0.0
2025-11-24 17:44:52,0,-0.00,28.70,-0.00908,-0.009224,0.0
2025-11-24 17:46:52,0,-0.00,28.70,-0.009296,-0.00908,0.0
2025-11-24 17:48:52,0,-0.02,28.59,-0.008851,-0.008851,0.0
2025-11-24 17:50:52,0,-0.00,28.59,-0.007418,-0.007418,0.0
2025-11-24 17:52:52,0,-0.00,28.54,-0.007819,-0.007819,0.0
2025-11-24 17:54:52,0,-0.00,28.49,-0.010061,-0.00911,0.0
2025-11-24 17:56:52,0,-0.00,28.49,-0.00911,-0.00911,0.0
2025-11-24 17:58:52,0,-0.00,28.49,-0.00911,-0.00911,0.0
2025-11-24 18:00:52,0,-0.00,28.49,-0.007728,-0.007728,0.0
2025-11-24 18:02:52,0,-0.00,28.49,-0.007999,-0.007999,0.0
2025-11-24 18:04:52,0,-0.00,28.49,-0.008773,-0.008773,0.0
2025-11-24 18:06:52,0,-0.00,28.49,-0.008773,-0.009435,0.0
2025-11-24 18:08:52,0,-0.00,28.38,-0.009435,-0.009435,0.0
2025-11-24 18:10:52,0,-0.00,28.38,-0.011725,-0.009435,0.0
2025-11-24 18:12:52,0,-0.01,28.29,-0.009257,-0.011725,0.0
2025-11-24 18:14:52,0,-0.00,28.27,-0.009257,-0.009257,0.0
2025-11-24 18:16:52,0,-0.00,28.27,-0.009257,-0.008526,0.0
2025-11-24 18:18:52,0,-0.00,28.22,-0.007719,-0.008526,0.0
2025-11-24 18:20:52,0,-0.00,28.17,-0.010024,-0.010024,0.0
2025-11-24 18:22:52,0,-0.01,28.09,-0.0118,-0.0118,0.0
2025-11-24 18:24:52,0,-0.00,28.06,-0.015068,-0.017238,0.0
2025-11-24 18:26:52,0,-0.03,28.02,-0.018689,-0.017238,0.0
2025-11-24 18:28:52,0,-0.00,27.96,-0.015267,-0.015267,0.0
2025-11-24 18:30:52,0,-0.00,27.95,-0.014978,-0.014978,0.0
2025-11-24 18:32:52,0,-0.00,27.85,-0.014825,-0.014825,0.0
2025-11-24 18:34:52,0,-0.00,27.85,-0.013732,-0.013732,0.0
2025-11-24 18:36:52,0,-0.00,27.79,-0.013732,-0.013732,0.0
2025-11-24 18:38:52,0,-0.00,27.75,-0.017687,-0.016778,0.0
2025-11-24 18:40:52,0,-0.00,27.75,-0.016778,-0.017687,0.0
2025-11-24 18:42:52,0,-0.00,27.75,-0.016778,-0.016778,0.0
2025-11-24 18:44:52,0,-0.00,27.75,-0.013843,-0.013843,0.0
2025-11-24 18:46:52,0,-0.02,27.75,-0.013458,-0.013843,0.0
2025-11-24 18:48:52,0,-0.02,27.81,-0.014364,-0.013843,0.0
2025-11-24 18:50:52,0,-0.01,27.75,0.027961,0.027961,0.0
2025-11-24 18:52:52,0,-0.00,27.81,1.333766,1.333766,0.0
2025-11-24 18:54:52,0,-0.00,27.85,1.334714,1.333766,0.0
2025-11-24 18:56:52,0,-0.00,27.85,1.333766,1.333766,0.0
