Timestamp,Weight (kg),w_smooth,consumption (kg),Usage EXACT 29434,Gradient EXACT 29434,Temperature EXACT 29434,Usage EXACT 29425,Gradient EXACT 29425,Temperature EXACT 29425
2025-11-20 17:03:13,-0.000664,,0.0,0,0.23,37.67,0,0.05,26.86
2025-11-20 17:05:13,-0.000655,-0.000655,0.0,0,0.23,37.47,0,0.10,26.91
2025-11-20 17:07:13,-0.00023,-0.000655,0.0,0,0.23,37.55,0,0.09,26.90
2025-11-20 17:09:13,-0.000705,-0.000705,0.0,0,0.24,37.59,0,0.01,26.81
2025-11-20 17:11:13,-0.001385,-0.001385,0.0,0,0.23,37.59,0,0.00,26.81
2025-11-20 17:13:13,-0.001652,-0.001481,0.0,0,0.23,37.53,0,0.00,26.81
2025-11-20 17:15:13,-0.001242,-0.001264,0.0,0,0.23,37.47,0,0.09,26.81
2025-11-20 17:17:13,-0.001264,-0.001264,0.0,0,0.21,37.30,0,0.05,26.75
2025-11-20 17:19:13,-0.001658,-0.001658,0.0,0,0.23,37.12,0,0.01,26.70
2025-11-20 17:21:13,-0.002139,-0.002139,0.0,0,0.21,37.01,0,0.00,26.70
2025-11-20 17:23:13,-0.002099,-0.002139,0.0,0,0.23,36.89,0,0.09,26.70
2025-11-20 17:25:13,-0.002198,-0.002198,0.0,0,0.23,36.71,0,0.06,26.66
2025-11-20 17:27:13,-0.002912,-0.002912,0.0,0,0.19,36.44,0,0.01,26.60
2025-11-20 17:29:13,-0.002912,-0.002912,0.0,0,0.15,36.11,0,0.00,26.60
2025-11-20 17:31:13,-0.002968,-0.002968,0.0,0,0.17,35.97,0,0.06,26.60
2025-11-20 17:33:13,-0.002971,-0.002968,0.0,0,0.17,36.13,0,0.10,26.60
2025-11-20 17:35:13,-0.002822,-0.002822,0.0,0,0.17,36.31,0,0.10,26.60
2025-11-20 17:37:13,-0.002782,-0.002822,0.0,0,0.22,36.48,0,0.03,26.52
2025-11-20 17:39:13,-0.002782,-0.002782,0.0,0,0.23,36.66,0,0.00,26.49
2025-11-20 17:41:13,-0.002279,-0.002279,0.0,0,0.14,36.67,0,0.00,26.49
2025-11-20 17:43:13,-0.002279,-0.002279,0.0,0,0.11,36.66,0,0.00,26.49
2025-11-20 17:45:13,-0.002602,-0.002602,0.0,0,0.11,36.66,0,0.00,26.49
2025-11-20 17:47:13,-0.002844,-0.002844,0.0,0,0.16,36.60,0,0.02,26.49
2025-11-20 17:49:13,-0.002844,-0.002844,0.0,0,0.13,36.10,0,0.00,26.49
2025-11-20 17:51:13,-0.002946,-0.002946,0.0,0,0.14,35.33,0,0.00,26.49
2025-11-20 17:53:13,-0.003083,-0.003083,0.0,0,0.16,34.48,0,0.03,26.49
2025-11-20 17:55:13,-0.003654,-0.003654,0.0,0,0.11,33.80,0,0.09,26.49
2025-11-20 17:57:13,-0.003713,-0.003654,0.0,0,0.16,33.41,0,0.10,26.49
2025-11-20 17:59:13,-0.003266,-0.003266,0.0,0,0.21,33.08,0,0.09,26.48
2025-11-20 18:01:13,-0.003266,-0.003266,0.0,0,0.13,32.77,0,0.06,26.45
2025-11-20 18:03:13,-0.004167,-0.004167,0.0,0,0.14,32.56,0,0.06,26.45
2025-11-20 18:05:13,-0.004337,-0.004337,0.0,0,0.16,32.32,0,0.01,26.39
2025-11-20 18:07:13,-0.004452,-0.004452,0.0,0,0.11,32.03,0,0.00,26.39
2025-11-20 18:09:13,-0.004306,-0.004306,0.0,0,0.20,31.93,0,0.00,26.39
2025-11-20 18:11:13,-0.004306,-0.004306,0.0,0,0.15,31.98,0,0.05,26.39
2025-11-20 18:13:13,-0.004303,-0.004303,0.0,0,0.11,31.88,0,0.09,26.38
2025-11-20 18:15:13,-0.001832,-0.002282,0.0,0,0.14,31.74,0,0.01,26.29
2025-11-20 18:17:13,-0.002282,-0.002282,0.0,0,0.10,31.54,0,0.00,26.29
2025-11-20 18:19:13,-0.00272,-0.00272,0.0,0,0.10,31.32,0,0.05,26.29
2025-11-20 18:21:13,-0.002847,-0.002745,0.0,0,0.16,31.20,0,0.09,26.29
2025-11-20 18:23:13,-0.002745,-0.002745,0.0,0,0.11,30.95,0,0.05,26.24
2025-11-20 18:25:13,-0.002745,-0.002745,0.0,0,0.12,31.00,0,0.01,26.18
2025-11-20 18:27:13,-0.159438,-0.159438,0.155895,1,0.20,31.65,0,0.00,26.18
2025-11-20 18:29:13,-0.30816,-0.30816,0.0,1,0.21,32.30,0,0.03,26.18
2025-11-20 18:31:13,-0.308878,-0.308694,0.0,1,0.22,32.97,0,0.09,26.18
2025-11-20 18:33:13,-0.308694,-0.308694,0.0,1,0.22,33.64,0,0.05,26.12
2025-11-20 18:35:13,-0.308347,-0.308347,0.0,1,0.17,34.03,0,0.00,26.08
2025-11-20 18:37:13,-0.308347,-0.308347,0.0,1,0.11,32.37,0,0.00,26.08
2025-11-20 18:39:13,-0.308365,-0.308365,0.0,1,0.10,30.30,0,0.00,26.08
2025-11-20 18:41:13,-0.308465,-0.308365,0.0,1,0.10,28.70,0,0.05,26.08
2025-11-20 18:43:13,-0.308111,-0.308111,0.0,1,0.10,27.59,0,0.02,26.08
2025-11-20 18:45:13,-0.307673,-0.307673,0.0,1,0.12,26.75,0,0.09,26.08
2025-11-20 18:47:13,-0.307673,-0.307673,0.0,1,0.18,26.69,0,0.10,26.08
2025-11-20 18:49:13,-0.308713,-0.30857,0.0,1,0.24,27.80,0,0.10,26.08
2025-11-20 18:51:13,-0.308446,-0.30857,0.0,1,0.28,29.57,0,0.07,26.05
2025-11-20 18:53:13,-0.308614,-0.308573,0.0,1,0.29,31.19,0,0.04,26.02
2025-11-20 18:55:13,-0.308573,-0.308573,0.0,1,0.42,33.53,0,0.07,26.05
2025-11-20 18:57:13,-0.308462,-0.308462,0.0,1,0.50,36.60,0,0.01,25.98
2025-11-20 18:59:13,-0.308108,-0.308108,0.0,1,0.53,38.90,0,0.00,25.98
2025-11-20 19:01:13,-0.308036,-0.308036,0.0,1,0.53,40.17,0,0.05,26.03
2025-11-20 19:03:13,-0.308036,-0.308036,0.0,1,0.49,41.16,0,0.01,25.99
2025-11-20 19:05:13,-0.308142,-0.308142,0.0,1,0.54,41.53,0,0.00,25.98
2025-11-20 19:07:13,-0.308142,-0.308142,0.0,1,0.57,42.51,0,0.00,25.98
2025-11-20 19:09:13,-0.308384,-0.308384,0.0,1,0.58,43.77,0,0.00,25.98
2025-11-20 19:11:13,-0.308496,-0.308496,0.0,1,0.57,44.74,0,0.03,25.98
2025-11-20 19:13:13,-0.308614,-0.308496,0.0,1,0.66,46.14,0,0.07,25.98
2025-11-20 19:15:13,-0.308496,-0.308496,0.0,1,0.60,46.55,0,0.10,25.98
2025-11-20 19:17:13,-0.308753,-0.308753,0.0,1,0.65,47.02,0,0.09,25.97
2025-11-20 19:19:13,-0.309014,-0.308909,0.0,1,0.68,47.58,0,0.05,25.93
2025-11-20 19:21:13,-0.308909,-0.308909,0.0,1,0.56,47.72,0,0.01,25.87
2025-11-20 19:23:13,-0.308909,-0.308909,0.0,1,0.56,48.49,0,0.00,25.87
2025-11-20 19:25:13,-0.308921,-0.308921,0.0,1,0.63,49.49,0,0.00,25.87
2025-11-20 19:27:13,-0.308881,-0.308881,0.0,1,0.64,49.85,0,0.00,25.87
2025-11-20 19:29:13,-0.308881,-0.308881,0.0,1,0.50,49.35,0,0.00,25.87
2025-11-20 19:31:13,-0.308906,-0.308906,0.0,1,0.64,48.99,0,0.06,25.87
2025-11-20 19:33:13,-0.308906,-0.308906,0.0,1,0.71,50.14,0,0.10,25.87
2025-11-20 19:35:13,-0.30876,-0.30876,0.0,1,0.67,51.40,0,0.10,25.87
2025-11-20 19:37:13,-0.30876,-0.30876,0.0,1,0.60,51.70,0,0.10,25.87
2025-11-20 19:39:13,-0.308626,-0.309005,0.0,1,0.66,51.71,0,0.05,25.82
2025-11-20 19:41:13,-0.309756,-0.309756,0.0,1,0.92,54.97,0,0.00,25.78
2025-11-20 19:43:13,-0.900506,-0.900506,0.0,1,0.90,56.28,0,0.00,25.77
2025-11-20 19:45:13,-0.900506,-0.900506,0.0,1,1.03,59.10,0,0.00,25.77
2025-11-20 19:47:13,-0.900506,-0.900506,0.0,1,0.89,60.16,0,0.00,25.77
2025-11-20 19:49:13,-0.900624,-0.900624,0.0,1,0.72,59.99,0,0.00,25.77
2025-11-20 19:51:13,-0.901121,-0.901121,0.0,1,0.68,58.48,0,0.00,25.77
2025-11-20 19:53:13,-0.90149,-0.90149,0.0,1,0.71,57.83,0,0.00,25.77
2025-11-20 19:55:13,-0.901614,-0.90149,0.0,1,0.59,55.95,0,0.03,25.77
2025-11-20 19:57:13,0.173987,0.173987,0.0,1,0.78,55.70,0,0.06,25.77
2025-11-20 19:59:13,1.056038,1.056038,0.0,1,0.73,55.95,0,0.10,25.77
2025-11-20 20:01:13,1.056367,1.056367,0.0,1,0.81,56.45,0,0.10,25.77
2025-11-20 20:03:13,1.056839,1.056839,0.0,1,0.82,56.78,0,0.03,25.69
2025-11-20 20:05:13,1.056839,1.056839,0.0,1,0.83,57.28,0,0.01,25.68
2025-11-20 20:07:13,1.056839,1.056839,0.0,1,0.79,58.58,0,0.00,25.66
2025-11-20 20:09:13,1.057413,1.057357,0.0,1,0.69,58.57,0,0.00,25.66
2025-11-20 20:11:13,1.057357,1.057398,0.0,1,0.75,58.05,0,0.01,25.66
2025-11-20 20:13:13,1.057063,1.057063,0.0,1,0.81,57.52,0,0.00,25.66
2025-11-20 20:15:13,1.056916,1.057063,0.0,1,0.68,57.03,0,0.07,25.66
2025-11-20 20:17:13,1.057143,1.057143,0.0,1,0.81,57.45,0,0.05,25.62
2025-11-20 20:19:13,1.057211,1.057211,0.0,1,0.67,56.78,0,0.01,25.56
2025-11-20 20:21:13,1.057211,1.057239,0.0,1,0.72,56.53,0,0.05,25.56
2025-11-20 20:23:13,1.057239,1.057239,0.0,1,0.77,56.40,0,0.07,25.53
2025-11-20 20:25:13,1.057376,1.057376,0.0,1,0.82,56.95,0,0.02,25.47
2025-11-20 20:27:13,1.056916,1.05723,0.0,1,0.83,56.95,0,0.00,25.46
2025-11-20 20:29:13,1.05637,1.05637,0.0,1,0.75,56.61,0,0.00,25.46
2025-11-20 20:31:13,1.056181,1.056181,0.0,1,0.66,56.53,0,0.07,25.46
2025-11-20 20:33:13,1.056181,1.056181,0.0,1,0.72,57.20,0,0.10,25.46
2025-11-20 20:35:13,1.056494,1.056494,0.0,1,0.68,57.28,0,0.10,25.46
2025-11-20 20:37:13,1.056702,1.056702,0.0,1,0.62,57.12,0,0.07,25.43
2025-11-20 20:39:13,1.055976,1.056671,0.0,1,0.65,56.53,0,0.01,25.36
2025-11-20 20:41:13,1.055858,1.055976,0.0,1,0.89,57.71,0,0.00,25.36
2025-11-20 20:43:13,1.056351,1.056351,0.0,1,0.95,59.27,0,0.01,25.36
2025-11-20 20:45:13,1.056351,1.056615,0.0,1,0.85,59.07,0,0.05,25.36
2025-11-20 20:47:13,1.05673,1.05673,0.0,1,0.87,59.36,0,0.06,25.36
2025-11-20 20:49:13,1.05673,1.05673,0.0,1,0.78,58.31,0,0.10,25.36
2025-11-20 20:51:13,1.056538,1.056538,0.0,1,0.67,56.70,0,0.10,25.36
2025-11-20 20:53:13,1.05582,1.056392,0.0,1,0.71,55.05,0,0.10,25.36
2025-11-20 20:55:13,1.056392,1.056392,0.0,1,0.69,53.78,0,0.10,25.36
2025-11-20 20:57:13,1.056476,1.056476,0.0,1,0.60,52.08,0,0.01,25.26
2025-11-20 20:59:13,1.056392,1.056392,0.0,1,0.65,50.88,0,0.00,25.25
2025-11-20 21:01:13,1.056187,1.056187,0.0,1,0.58,49.71,0,0.00,25.25
2025-11-20 21:03:13,1.056187,1.056187,0.0,1,0.56,48.99,0,0.02,25.25
2025-11-20 21:05:13,1.056252,1.056252,0.0,1,0.58,48.42,0,0.08,25.25
2025-11-20 21:07:13,1.056466,1.056361,0.0,1,0.59,47.37,0,0.10,25.25
2025-11-20 21:09:13,1.056361,1.056361,0.0,1,0.49,45.76,0,0.04,25.18
2025-11-20 21:11:13,1.056056,1.056056,0.0,1,0.49,45.40,0,0.00,25.15
2025-11-20 21:13:13,1.056056,1.056056,0.0,1,0.50,44.87,0,0.00,25.15
2025-11-20 21:15:13,1.056103,1.056103,0.0,1,0.49,43.89,0,0.03,25.15
2025-11-20 21:17:13,1.056103,1.056103,0.0,1,0.43,43.50,0,0.06,25.15
2025-11-20 21:19:13,1.056513,1.056103,0.0,1,0.44,42.98,0,0.09,25.15
2025-11-20 21:21:13,1.055609,1.055609,0.0,1,0.47,42.63,0,0.10,25.15
2025-11-20 21:23:13,1.055572,1.055609,0.0,1,0.53,42.35,0,0.07,25.12
2025-11-20 21:25:13,1.055746,1.055572,0.0,1,0.64,44.61,0,0.04,25.10
2025-11-20 21:27:13,1.055463,1.055746,0.0,1,0.57,46.99,0,0.02,25.07
2025-11-20 21:29:13,1.055463,1.055463,0.0,1,0.50,48.56,0,0.06,25.11
2025-11-20 21:31:13,1.055786,1.055786,0.0,1,0.49,49.71,0,0.08,25.15
2025-11-20 21:33:13,1.055786,1.055786,0.0,1,0.45,50.53,0,0.01,25.16
2025-11-20 21:35:13,1.0556,1.0556,0.0,1,0.44,51.11,0,0.08,25.25
2025-11-20 21:37:13,1.055383,1.055383,0.0,0,0.37,50.81,0,0.01,25.25
2025-11-20 21:39:13,1.054874,1.054874,0.0,0,0.29,50.15,0,0.02,25.28
2025-11-20 21:41:13,1.054874,1.054874,0.0,0,0.32,49.18,0,0.09,25.36
2025-11-20 21:43:13,1.054967,1.054967,0.0,0,0.27,48.14,0,0.10,25.36
2025-11-20 21:45:13,1.055314,1.05515,0.0,0,0.24,47.10,0,0.07,25.36
2025-11-20 21:47:13,1.05515,1.05515,0.0,0,0.24,45.94,0,0.01,25.36
2025-11-20 21:49:13,1.054712,1.054712,0.0,0,0.20,44.67,0,0.00,25.36
2025-11-20 21:51:13,1.054439,1.054439,0.0,0,0.19,43.43,0,0.00,25.36
2025-11-20 21:53:13,1.054439,1.054439,0.0,0,0.24,42.28,0,0.07,25.36
2025-11-20 21:55:13,1.054585,1.054585,0.0,0,0.17,41.22,0,0.09,25.35
2025-11-20 21:57:13,1.054594,1.054585,0.0,0,0.12,40.23,0,0.04,25.28
2025-11-20 21:59:13,1.054585,1.054585,0.0,0,0.21,39.38,0,0.00,25.25
2025-11-20 22:01:13,1.054281,1.054281,0.0,0,0.17,38.48,0,0.00,25.25
2025-11-20 22:03:13,1.054281,1.054281,0.0,0,0.12,37.65,0,0.07,25.25
2025-11-20 22:05:13,1.054355,1.054281,0.0,0,0.20,37.06,0,0.06,25.21
2025-11-20 22:07:13,1.054172,1.054172,0.0,0,0.17,36.42,0,0.03,25.18
2025-11-20 22:09:13,1.053709,1.053709,0.0,0,0.15,35.79,0,0.00,25.15
2025-11-20 22:11:13,1.053709,1.053709,0.0,0,0.16,35.22,0,0.02,25.15
2025-11-20 22:13:13,1.053607,1.053607,0.0,0,0.11,34.65,0,0.07,25.15
2025-11-20 22:15:13,1.053607,1.053607,0.0,0,0.12,34.15,0,0.10,25.15
2025-11-20 22:17:13,1.053799,1.05379,0.0,0,0.17,33.69,0,0.03,25.07
2025-11-20 22:19:13,1.054156,1.053926,0.0,0,0.14,33.20,0,0.00,25.05
2025-11-20 22:21:13,1.053926,1.053926,0.0,0,0.11,32.69,0,0.04,25.05
2025-11-20 22:23:13,1.05374,1.05374,0.0,0,0.13,32.25,0,0.08,25.05
2025-11-20 22:25:13,1.053464,1.053464,0.0,0,0.10,31.82,0,0.08,25.05
2025-11-20 22:27:13,1.053237,1.053464,0.0,0,0.10,31.38,0,0.10,25.05
2025-11-20 22:29:13,1.053483,1.053483,0.0,0,0.10,30.94,0,0.08,25.03
2025-11-20 22:31:13,1.053445,1.053483,0.0,0,0.10,30.51,0,0.06,25.01
2025-11-20 22:33:13,1.053573,1.053573,0.0,0,0.10,30.08,0,0.02,24.97
2025-11-20 22:35:13,1.053573,1.053573,0.0,0,0.10,29.65,0,0.00,24.94
2025-11-20 22:37:13,1.05324,1.05324,0.0,0,0.10,29.22,0,0.00,24.94
2025-11-20 22:39:13,1.053029,1.053032,0.0,0,0.09,28.80,0,0.00,24.94
2025-11-20 22:41:13,1.053032,1.053032,0.0,0,0.05,28.43,0,0.00,24.94
2025-11-20 22:43:13,1.05297,1.05297,0.0,0,0.05,28.11,0,0.00,24.94
2025-11-20 22:45:13,1.052706,1.052706,0.0,0,0.05,27.80,0,0.00,24.94
2025-11-20 22:47:13,1.052278,1.052706,0.0,0,0.05,27.53,0,0.09,24.94
2025-11-20 22:49:13,1.052765,1.052765,0.0,0,0.04,27.27,0,0.10,24.94
2025-11-20 22:51:13,1.052765,1.052765,0.0,0,0.09,27.06,0,0.06,24.91
2025-11-20 22:53:13,1.052666,1.052666,0.0,0,0.10,26.86,0,0.01,24.84
2025-11-20 22:55:13,1.052458,1.052458,0.0,0,0.05,26.65,0,0.00,24.84
2025-11-20 22:57:13,1.052278,1.052458,0.0,0,0.01,26.44,0,0.00,24.84
2025-11-20 22:59:13,1.052542,1.052536,0.0,0,0.05,26.34,0,0.00,24.84
2025-11-20 23:01:13,1.052542,1.052542,0.0,0,0.09,26.23,0,0.05,24.84
2025-11-20 23:03:13,1.052595,1.052536,0.0,0,0.05,26.03,0,0.09,24.84
2025-11-20 23:05:13,1.052045,1.052045,0.0,0,0.05,25.87,0,0.09,24.83
2025-11-20 23:07:13,1.0517,1.0517,0.0,0,0.05,25.77,0,0.04,24.77
2025-11-20 23:09:13,1.051614,1.0517,0.0,0,0.03,25.64,0,0.00,24.74
2025-11-20 23:11:13,1.051862,1.051862,0.0,0,0.05,25.56,0,0.00,24.74
2025-11-20 23:13:13,1.052104,1.052104,0.0,0,0.00,25.41,0,0.09,24.74
2025-11-20 23:15:13,1.052259,1.052259,0.0,0,0.08,25.30,0,0.10,24.74
2025-11-20 23:17:13,1.052023,1.052023,0.0,0,0.01,25.15,0,0.04,24.67
2025-11-20 23:19:13,1.051523,1.051523,0.0,0,0.05,25.10,0,0.00,24.64
2025-11-20 23:21:13,1.05135,1.051523,0.0,0,0.05,24.99,0,0.00,24.64
2025-11-20 23:23:13,1.0518,1.0518,0.0,0,0.05,24.89,0,0.02,24.64
2025-11-20 23:25:13,1.051877,1.0518,0.0,0,0.08,24.82,0,0.07,24.64
2025-11-20 23:27:13,1.05234,1.0518,0.0,0,0.05,24.74,0,0.10,24.64
2025-11-20 23:29:13,1.051288,1.051288,0.0,0,0.05,24.69,0,0.10,24.64
2025-11-20 23:31:13,1.0513,1.0513,0.0,0,0.05,24.64,0,0.10,24.64
2025-11-20 23:33:13,1.051759,1.051759,0.0,0,0.05,24.58,0,0.10,24.64
2025-11-20 23:35:13,1.051936,1.051936,0.0,0,0.05,24.53,0,0.10,24.64
2025-11-20 23:37:13,1.051641,1.051641,0.0,0,0.01,24.43,0,0.10,24.64
2025-11-20 23:39:13,1.051365,1.051641,0.0,0,0.07,24.43,0,0.05,24.57
2025-11-20 23:41:13,1.051778,1.051769,0.0,0,0.01,24.33,0,0.00,24.53
2025-11-20 23:43:13,1.051769,1.051778,0.0,0,0.05,24.33,0,0.00,24.53
2025-11-20 23:45:13,1.051924,1.051924,0.0,0,0.05,24.28,0,0.06,24.61
2025-11-20 23:47:13,1.051924,1.051924,0.0,0,0.05,24.23,0,0.09,24.63
2025-11-20 23:49:13,1.051924,1.052005,0.0,0,0.09,24.23,0,0.09,24.63
2025-11-20 23:51:13,1.052026,1.052005,0.0,0,0.05,24.17,0,0.10,24.64
2025-11-20 23:53:13,1.051803,1.052026,0.0,0,0.01,24.12,0,0.10,24.64
2025-11-20 23:55:13,1.052042,1.052042,0.0,0,0.07,24.10,0,0.10,24.64
2025-11-20 23:57:13,1.052042,1.052042,0.0,0,0.01,24.02,0,0.10,24.64
2025-11-20 23:59:13,1.052042,1.052203,0.0,0,0.00,24.02,0,0.10,24.64
2025-11-21 00:01:13,1.052548,1.052598,0.0,0,0.01,24.02,0,0.10,24.64
2025-11-21 00:03:13,1.052737,1.052731,0.0,0,0.00,24.02,0,0.10,24.64
2025-11-21 00:05:13,1.052663,1.052663,0.0,0,0.00,24.02,0,0.10,24.64
2025-11-21 00:07:13,1.052446,1.052446,0.0,0,0.00,24.02,0,0.10,24.64
2025-11-21 00:09:13,1.051713,1.051713,0.0,0,0.00,24.02,0,0.10,24.64
2025-11-21 00:11:13,1.051713,1.051713,0.0,0,0.08,24.02,0,0.10,24.64
2025-11-21 00:13:13,1.051756,1.051756,0.0,0,0.05,23.97,0,0.10,24.64
2025-11-21 00:15:13,1.051874,1.051874,0.0,0,0.01,23.92,0,0.10,24.64
2025-11-21 00:17:13,1.051968,1.051874,0.0,0,0.08,23.92,0,0.10,24.64
2025-11-21 00:19:13,1.051433,1.051874,0.0,0,0.10,23.92,0,0.10,24.64
2025-11-21 00:21:13,1.052054,1.051868,0.0,0,0.01,23.82,0,0.09,24.63
2025-11-21 00:23:13,1.051868,1.051915,0.0,0,0.07,23.82,0,0.09,24.63
2025-11-21 00:25:13,1.051915,1.051915,0.0,0,0.05,23.76,0,0.01,24.54
2025-11-21 00:27:13,1.052222,1.052222,0.0,0,0.01,23.71,0,0.00,24.53
2025-11-21 00:29:13,1.052371,1.052334,0.0,0,0.00,23.71,0,0.00,24.54
2025-11-21 00:31:13,1.052222,1.052222,0.0,0,0.00,23.71,0,0.08,24.63
2025-11-21 00:33:13,1.051728,1.051728,0.0,0,0.00,23.71,0,0.10,24.64
2025-11-21 00:35:13,1.051626,1.051728,0.0,0,0.07,23.71,0,0.07,24.61
2025-11-21 00:37:13,1.052054,1.051971,0.0,0,0.10,23.71,0,0.08,24.62
2025-11-21 00:39:13,1.051971,1.051971,0.0,0,0.05,23.67,0,0.01,24.53
2025-11-21 00:41:13,1.051971,1.051971,0.0,0,0.01,23.61,0,0.00,24.53
2025-11-21 00:43:13,1.051971,1.051971,0.0,0,0.08,23.61,0,0.00,24.53
2025-11-21 00:45:13,1.051902,1.051902,0.0,0,0.02,23.51,0,0.00,24.53
2025-11-21 00:47:13,1.051899,1.051899,0.0,0,0.05,23.47,0,0.00,24.53
2025-11-21 00:49:13,1.051899,1.051899,0.0,0,0.06,23.48,0,0.03,24.53
2025-11-21 00:51:13,1.051846,1.051846,0.0,0,0.08,23.49,0,0.09,24.53
2025-11-21 00:53:13,1.051812,1.051812,0.0,0,0.10,23.51,0,0.10,24.53
2025-11-21 00:55:13,1.051812,1.051812,0.0,0,0.05,23.47,0,0.10,24.53
2025-11-21 00:57:13,1.05188,1.051812,0.0,0,0.01,23.41,0,0.10,24.53
2025-11-21 00:59:13,1.051691,1.05188,0.0,0,0.00,23.41,0,0.08,24.52
2025-11-21 01:01:13,1.051918,1.0518,0.0,0,0.00,23.41,0,0.01,24.43
2025-11-21 01:03:13,1.051918,1.051918,0.0,0,0.00,23.41,0,0.00,24.43
2025-11-21 01:05:13,1.052119,1.051936,0.0,0,0.09,23.41,0,0.00,24.43
2025-11-21 01:07:13,1.051936,1.051936,0.0,0,0.10,23.41,0,0.00,24.43
2025-11-21 01:09:13,1.05175,1.05175,0.0,0,0.01,23.31,0,0.00,24.43
2025-11-21 01:11:13,1.051676,1.051744,0.0,0,0.02,23.31,0,0.09,24.43
2025-11-21 01:13:13,1.051787,1.051787,0.0,0,0.09,23.31,0,0.10,24.43
2025-11-21 01:15:13,1.052104,1.052104,0.0,0,0.09,23.30,0,0.10,24.43
2025-11-21 01:17:13,1.052225,1.052104,0.0,0,0.05,23.25,0,0.10,24.43
2025-11-21 01:19:13,1.051818,1.051818,0.0,0,0.00,23.21,0,0.10,24.43
2025-11-21 01:21:13,1.051517,1.051517,0.0,0,0.00,23.21,0,0.10,24.43
2025-11-21 01:23:13,1.051517,1.051517,0.0,0,0.00,23.21,0,0.10,24.43
2025-11-21 01:25:13,1.051517,1.051381,0.0,0,0.00,23.21,0,0.09,24.42
2025-11-21 01:27:13,1.051182,1.051353,0.0,0,0.03,23.21,0,0.05,24.37
2025-11-21 01:29:13,1.051868,1.051353,0.0,0,0.08,23.21,0,0.00,24.33
2025-11-21 01:31:13,1.051868,1.051868,0.0,0,0.10,23.21,0,0.00,24.33
2025-11-21 01:33:13,1.052225,1.051946,0.0,0,0.05,23.16,0,0.00,24.33
2025-11-21 01:35:13,1.051946,1.051946,0.0,0,0.03,23.13,0,0.00,24.33
2025-11-21 01:37:13,1.05099,1.0513,0.0,0,0.00,23.10,0,0.00,24.33
2025-11-21 01:39:13,1.0513,1.05099,0.0,0,0.00,23.10,0,0.00,24.33
2025-11-21 01:41:13,1.051589,1.051589,0.0,0,0.00,23.10,0,0.00,24.33
2025-11-21 01:43:13,1.052225,1.052225,0.0,0,0.00,23.10,0,0.00,24.33
2025-11-21 01:45:13,1.052225,1.052225,0.0,0,0.00,23.10,0,0.01,24.33
2025-11-21 01:47:13,1.051946,1.051946,0.0,0,0.09,23.10,0,0.05,24.33
2025-11-21 01:49:13,1.051946,1.051946,0.0,0,0.04,23.03,0,0.10,24.33
2025-11-21 01:51:13,1.052107,1.052107,0.0,0,0.00,23.00,0,0.10,24.33
2025-11-21 01:53:13,1.052138,1.052138,0.0,0,0.09,23.00,0,0.10,24.33
2025-11-21 01:55:13,1.052017,1.052017,0.0,0,0.01,22.90,0,0.09,24.32
2025-11-21 01:57:13,1.051312,1.051312,0.0,0,0.04,22.90,0,0.01,24.23
2025-11-21 01:59:13,1.051312,1.051312,0.0,0,0.05,22.90,0,0.00,24.23
2025-11-21 02:01:13,1.05139,1.05139,0.0,0,0.07,22.90,0,0.00,24.23
2025-11-21 02:03:13,1.051806,1.051797,0.0,0,0.10,22.90,0,0.00,24.23
2025-11-21 02:05:13,1.051641,1.051797,0.0,0,0.01,22.81,0,0.05,24.23
2025-11-21 02:07:13,1.051641,1.051641,0.0,0,0.00,22.80,0,0.09,24.23
2025-11-21 02:09:13,1.051238,1.051238,0.0,0,0.01,22.80,0,0.10,24.23
2025-11-21 02:11:13,1.051225,1.051527,0.0,0,0.06,22.80,0,0.05,24.18
2025-11-21 02:13:13,1.051527,1.051225,0.0,0,0.10,22.80,0,0.01,24.12
2025-11-21 02:15:13,1.050881,1.051365,0.0,0,0.10,22.80,0,0.00,24.12
2025-11-21 02:17:13,1.051365,1.051365,0.0,0,0.10,22.80,0,0.00,24.12
2025-11-21 02:19:13,1.051638,1.051638,0.0,0,0.07,22.77,0,0.03,24.12
2025-11-21 02:21:13,1.051638,1.051638,0.0,0,0.05,22.75,0,0.08,24.12
2025-11-21 02:23:13,1.051629,1.051629,0.0,0,0.01,22.70,0,0.10,24.12
2025-11-21 02:25:13,1.051787,1.051787,0.0,0,0.00,22.70,0,0.09,24.11
2025-11-21 02:27:13,1.051787,1.051787,0.0,0,0.05,22.70,0,0.01,24.02
2025-11-21 02:29:13,1.051769,1.051769,0.0,0,0.10,22.70,0,0.00,24.02
2025-11-21 02:31:13,1.050778,1.051769,0.0,0,0.08,22.68,0,0.00,24.02
2025-11-21 02:33:13,1.051787,1.051586,0.0,0,0.03,22.62,0,0.03,24.02
2025-11-21 02:35:13,1.051586,1.051586,0.0,0,0.00,22.60,0,0.09,24.02
2025-11-21 02:37:13,1.051051,1.051051,0.0,0,0.00,22.60,0,0.10,24.02
2025-11-21 02:39:13,1.051595,1.051595,0.0,0,0.00,22.60,0,0.10,24.02
2025-11-21 02:41:13,1.051595,1.051595,0.0,0,0.00,22.60,0,0.10,24.02
2025-11-21 02:43:13,1.050676,1.050676,0.0,0,0.09,22.60,0,0.09,24.01
2025-11-21 02:45:13,1.050552,1.050676,0.0,0,0.07,22.57,0,0.03,23.94
