Timestamp,Usage EXACT 29525,Gradient EXACT 29525,Temperature EXACT 29525,Weight (kg),w_smooth,consumption (kg)
2025-11-22 15:46:12,0,0.25,45.13,-0.017084,,0.0
2025-11-22 15:48:12,0,0.25,45.20,0.041349,0.041349,0.0
2025-11-22 15:50:12,0,0.21,45.40,0.136197,0.136197,0.0
2025-11-22 15:52:12,0,0.23,45.47,0.136197,0.136197,0.0
2025-11-22 15:54:12,0,0.11,44.94,0.087472,0.087472,0.04872500000000002
2025-11-22 15:56:12,0,0.06,43.43,0.075844,0.075844,0.0
2025-11-22 15:58:12,0,0.10,42.73,0.075021,0.075021,0.0
2025-11-22 16:00:12,0,0.22,42.09,0.074286,0.074286,0.0
2025-11-22 16:02:12,0,0.17,41.78,0.073457,0.073457,0.0
2025-11-22 16:04:12,0,0.17,41.72,0.073384,0.073384,0.0
2025-11-22 16:06:12,0,0.21,41.82,0.073366,0.073366,0.0
2025-11-22 16:08:12,0,0.12,41.53,0.072357,0.072357,0.0
2025-11-22 16:10:12,0,0.11,41.09,0.071942,0.071942,0.0
2025-11-22 16:12:12,0,0.06,39.68,0.071409,0.071409,0.0
2025-11-22 16:14:12,0,0.04,38.24,0.071214,0.071214,0.0
2025-11-22 16:16:12,0,0.09,38.06,0.071214,0.071214,0.0
2025-11-22 16:18:12,0,0.10,38.36,0.070586,0.070586,0.0
2025-11-22 16:20:12,0,0.05,37.18,0.069943,0.069943,0.0
2025-11-22 16:22:12,0,0.04,36.25,0.06897,0.06897,0.0
2025-11-22 16:24:12,0,0.09,35.50,0.066721,0.066721,0.0
2025-11-22 16:26:12,0,0.00,34.70,0.066721,0.066721,0.0
2025-11-22 16:28:12,0,0.04,34.70,0.066145,0.066145,0.0
2025-11-22 16:30:12,0,0.10,35.16,0.065691,0.065691,0.0
2025-11-22 16:32:12,0,0.05,35.27,0.065691,0.065691,0.0
2025-11-22 16:34:12,0,0.04,34.87,0.064344,0.064344,0.0
2025-11-22 16:36:12,0,0.09,34.99,0.063935,0.063935,0.0
2025-11-22 16:38:12,0,0.14,35.38,0.063935,0.063935,0.0
2025-11-22 16:40:12,0,0.10,35.73,0.063417,0.063417,0.0
2025-11-22 16:42:12,0,0.12,35.81,0.063124,0.063216,0.0
2025-11-22 16:44:12,0,0.00,35.61,0.063216,0.063216,0.0
2025-11-22 16:46:12,0,-0.01,35.04,0.063216,0.063216,0.0
2025-11-22 16:48:12,0,0.04,34.37,0.061859,0.061859,0.0
2025-11-22 16:50:12,0,-0.01,33.58,0.061265,0.061265,0.0
2025-11-22 16:52:12,0,0.04,33.19,0.061265,0.061265,0.0
2025-11-22 16:54:12,0,-0.01,33.25,0.060421,0.060287,0.0
2025-11-22 16:56:12,0,-0.01,32.97,0.059564,0.059564,0.0
2025-11-22 16:58:12,0,0.09,32.97,0.059397,0.059397,0.0
2025-11-22 17:00:12,0,0.10,33.03,0.059397,0.059397,0.0
2025-11-22 17:02:12,0,0.10,33.19,0.059915,0.059915,0.0
2025-11-22 17:04:12,0,0.10,33.52,0.059915,0.059915,0.0
2025-11-22 17:06:12,0,0.10,33.92,0.059964,0.059964,0.0
2025-11-22 17:08:12,0,0.08,33.97,0.060156,0.060156,0.0
2025-11-22 17:10:12,0,0.10,34.14,0.060241,0.060156,0.0
2025-11-22 17:12:12,0,0.00,34.14,0.059912,0.059912,0.0
2025-11-22 17:14:12,0,0.09,34.14,0.059875,0.059912,0.0
2025-11-22 17:16:12,0,0.05,33.86,0.060415,0.060415,0.0
2025-11-22 17:18:12,0,0.09,33.97,0.060415,0.060415,0.0
2025-11-22 17:20:12,0,0.05,33.97,0.059452,0.05975,0.0
2025-11-22 17:22:12,0,0.04,33.63,0.05975,0.05975,0.0
2025-11-22 17:24:12,0,0.04,33.47,0.05975,0.05975,0.0
2025-11-22 17:26:12,0,0.09,33.41,0.058723,0.058723,0.0
2025-11-22 17:28:12,0,0.05,33.47,0.058059,0.058059,0.0
2025-11-22 17:30:12,0,0.03,33.57,0.05797,0.057806,0.0
2025-11-22 17:32:12,0,0.09,33.58,0.05772,0.057784,0.0
2025-11-22 17:34:12,0,0.08,33.62,0.05797,0.057784,0.0
2025-11-22 17:36:12,0,0.04,33.36,0.058007,0.05797,0.0
2025-11-22 17:38:12,0,-0.00,33.14,0.057809,0.057809,0.0
2025-11-22 17:40:12,0,-0.01,32.97,0.057809,0.057809,0.0
2025-11-22 17:42:12,0,0.01,32.81,0.057507,0.057809,0.0
2025-11-22 17:44:12,0,-0.01,32.59,0.057507,0.057507,0.0
2025-11-22 17:46:12,0,0.07,32.51,0.057339,0.057339,0.0
2025-11-22 17:48:12,0,0.10,32.58,0.056794,0.056794,0.0
2025-11-22 17:50:12,0,0.00,32.30,0.056708,0.056708,0.0
2025-11-22 17:52:12,0,0.04,32.20,0.056151,0.056151,0.0
2025-11-22 17:54:12,0,0.08,32.25,0.05495,0.05495,0.0
2025-11-22 17:56:12,0,-0.00,32.14,0.054812,0.054812,0.0
2025-11-22 17:58:12,0,0.04,32.47,0.054602,0.054602,0.0
2025-11-22 18:00:12,0,0.09,32.86,0.05437,0.05437,0.0
2025-11-22 18:02:12,0,0.10,33.36,0.054026,0.054026,0.0
2025-11-22 18:04:12,0,0.10,33.36,0.053404,0.053404,0.0
2025-11-22 18:06:12,0,0.10,33.91,0.052697,0.052697,0.0
2025-11-22 18:08:12,0,0.14,34.76,0.052042,0.052042,0.0
2025-11-22 18:10:12,1,0.20,35.79,0.051789,0.051789,0.0
2025-11-22 18:12:12,1,0.22,36.89,0.051063,0.051063,0.0
2025-11-22 18:14:12,1,0.22,38.12,0.05089,0.05089,0.0
2025-11-22 18:16:12,1,0.32,39.84,0.050189,0.050189,0.0
2025-11-22 18:18:12,1,0.30,41.67,0.050018,0.050018,0.0
2025-11-22 18:20:12,1,0.25,43.37,0.050134,0.050134,0.0
2025-11-22 18:22:12,1,0.25,44.87,0.052682,0.052414,0.0
2025-11-22 18:24:12,1,0.31,46.21,0.052414,0.052414,0.0
2025-11-22 18:26:12,1,0.39,48.00,0.050557,0.050557,0.0
2025-11-22 18:28:12,1,0.35,49.28,0.050557,0.050557,0.0
2025-11-22 18:30:12,1,0.34,49.78,0.050429,0.050429,0.0
2025-11-22 18:32:12,1,0.35,50.51,0.050429,0.050429,0.0
2025-11-22 18:34:12,1,0.29,50.73,0.050365,0.050365,0.0
2025-11-22 18:36:12,1,0.36,51.19,0.049811,0.049811,0.0
2025-11-22 18:38:12,1,0.29,51.25,0.049064,0.049064,0.0
2025-11-22 18:40:12,1,0.34,51.10,0.048436,0.048436,0.0
2025-11-22 18:42:12,1,0.29,50.88,0.047988,0.047988,0.0
2025-11-22 18:44:12,1,0.28,50.51,0.047601,0.047601,0.0
2025-11-22 18:46:12,1,0.28,50.22,0.047259,0.047259,0.0
2025-11-22 18:48:12,1,0.40,50.51,0.047022,0.047022,0.0
2025-11-22 18:50:12,1,0.35,50.29,0.046327,0.046327,0.0
2025-11-22 18:52:12,1,0.35,50.29,0.045915,0.046129,0.0
2025-11-22 18:54:12,1,0.29,49.93,0.046129,0.046129,0.0
2025-11-22 18:56:12,1,0.27,48.64,0.047186,0.047186,0.0
2025-11-22 18:58:12,1,0.26,48.21,0.047473,0.047412,0.0
2025-11-22 19:00:12,1,0.26,47.45,0.047186,0.047186,0.0
2025-11-22 19:02:12,1,0.31,47.24,0.045909,0.045909,0.0
2025-11-22 19:04:12,1,0.20,47.17,0.045818,0.045903,0.0
2025-11-22 19:06:12,1,0.25,46.28,0.045903,0.045818,0.0
2025-11-22 19:08:12,1,0.20,45.67,0.045586,0.045586,0.0
2025-11-22 19:10:12,1,0.18,45.14,0.045098,0.045098,0.0
2025-11-22 19:12:12,1,0.19,44.67,0.044986,0.044986,0.0
2025-11-22 19:14:12,1,0.24,44.15,0.044891,0.044891,0.0
2025-11-22 19:16:12,1,0.30,44.08,0.044891,0.044891,0.0
2025-11-22 19:18:12,1,0.37,45.07,0.044763,0.044763,0.0
2025-11-22 19:20:12,1,0.51,46.21,0.044763,0.044763,0.0
2025-11-22 19:22:12,1,0.53,47.17,0.043995,0.043995,0.0
2025-11-22 19:24:12,1,0.48,47.93,0.043876,0.043891,0.0
2025-11-22 19:26:12,1,0.54,49.21,0.043891,0.043876,0.0
2025-11-22 19:28:12,1,0.45,50.10,0.043663,0.043663,0.0
2025-11-22 19:30:12,1,0.42,50.73,0.043532,0.043532,0.0
2025-11-22 19:32:12,1,0.50,52.24,0.043227,0.043227,0.0
2025-11-22 19:34:12,1,0.52,53.23,0.043196,0.043196,0.0
2025-11-22 19:36:12,1,0.60,54.25,0.043035,0.043035,0.0
2025-11-22 19:38:12,1,0.47,54.25,0.04245,0.04245,0.0
2025-11-22 19:40:12,1,0.45,54.09,0.04302,0.042404,0.0
2025-11-22 19:42:12,1,0.44,53.76,0.042352,0.042404,0.0
2025-11-22 19:44:12,1,0.45,53.62,0.043264,0.043264,0.0
2025-11-22 19:46:12,1,0.44,52.84,0.044571,0.044571,0.0
