Timestamp,Usage EXACT 29553,Gradient EXACT 29553,Temperature EXACT 29553,Weight (kg),w_smooth,consumption (kg)
2025-11-13 15:26:48,0,0.05,36.77,0.531458,,0.0
2025-11-13 15:28:48,0,0.08,37.53,1.826721,1.826721,0.0
2025-11-13 15:30:48,0,0.11,38.42,2.411602,2.411602,0.0
2025-11-13 15:32:48,0,0.10,39.68,2.411602,2.411602,0.0
2025-11-13 15:34:48,0,0.04,40.47,2.411734,2.411734,0.0
2025-11-13 15:36:48,0,0.03,40.88,2.41197,2.41197,0.0
2025-11-13 15:38:48,0,0.00,41.09,2.412234,2.412234,0.0
2025-11-13 15:40:48,0,0.05,41.59,2.412335,2.412335,0.0
2025-11-13 15:42:48,0,0.04,43.61,2.412917,2.412917,0.0
2025-11-13 15:44:48,0,0.00,45.53,2.412917,2.412917,0.0
2025-11-13 15:46:48,0,0.05,45.80,2.413449,2.413449,0.0
2025-11-13 15:48:48,0,0.01,45.34,2.413777,2.413777,0.0
2025-11-13 15:50:48,0,0.00,45.67,2.413777,2.413777,0.0
2025-11-13 15:52:48,0,0.00,47.17,2.413509,2.413509,0.0
2025-11-13 15:54:48,0,0.00,48.00,2.413043,2.413024,0.0
2025-11-13 15:56:48,0,-0.08,48.68,2.412971,2.413024,0.0
2025-11-13 15:58:48,0,-0.05,48.73,2.413043,2.413043,0.0
2025-11-13 16:00:48,0,-0.01,48.07,2.413538,2.413538,0.0
2025-11-13 16:02:48,0,0.01,46.76,2.413538,2.413538,0.0
2025-11-13 16:04:48,0,0.01,45.60,2.41327,2.41327,0.0
2025-11-13 16:06:48,0,0.00,46.01,2.412974,2.412974,0.0
2025-11-13 16:08:48,0,0.00,47.72,2.412684,2.412684,0.0
2025-11-13 16:10:48,0,-0.04,48.74,2.412653,2.412653,0.0
2025-11-13 16:12:48,0,-0.06,48.79,2.41264,2.412653,0.0
2025-11-13 16:14:48,0,-0.13,48.00,2.412936,2.41264,0.0
2025-11-13 16:16:48,0,-0.09,45.65,2.412363,2.412363,0.0
2025-11-13 16:18:48,0,-0.12,42.67,2.411101,2.411101,0.0
