Timestamp,Weight (kg),w_smooth,consumption (kg),Usage EXACT 29302,Gradient EXACT 29302,Temperature EXACT 29302
2025-11-19 15:01:45,0.000837,,0.0,1,0.51,57.11
2025-11-19 15:03:45,2.596379,2.596379,0.0,1,0.45,57.88
2025-11-19 15:05:45,5.867369,5.867369,0.0,1,0.44,58.14
2025-11-19 15:07:45,5.867369,5.867369,0.0,1,0.37,57.98
2025-11-19 15:09:45,5.863043,5.863043,0.0,1,0.42,57.45
2025-11-19 15:11:45,5.861887,5.861887,0.0,1,0.35,57.36
2025-11-19 15:13:45,5.859485,5.859485,0.0,1,0.23,56.95
2025-11-19 15:15:45,5.857491,5.857491,0.0,1,0.33,56.95
2025-11-19 15:17:45,5.856386,5.856386,0.0,1,0.40,56.78
2025-11-19 15:19:45,5.855173,5.855173,0.0,1,0.20,55.87
2025-11-19 15:21:45,5.851929,5.851929,0.0,1,0.34,56.03
2025-11-19 15:23:45,5.850701,5.850701,0.0,1,0.21,55.46
2025-11-19 15:25:45,5.849434,5.849434,0.0,1,0.18,54.65
2025-11-19 15:27:45,5.848645,5.848645,0.0,1,0.24,53.39
2025-11-19 15:29:45,5.848561,5.848561,0.0,1,0.21,52.04
2025-11-19 15:31:45,5.84636,5.84636,0.0,1,0.24,50.73
2025-11-19 15:33:45,5.845122,5.845122,0.0,1,0.12,49.64
2025-11-19 15:35:45,5.842715,5.842715,0.0,1,0.21,48.98
2025-11-19 15:37:45,5.842311,5.842311,0.0,1,0.11,47.79
2025-11-19 15:39:45,5.840764,5.840764,0.0,1,0.10,47.24
2025-11-19 15:41:45,5.746212,5.746212,0.09185400000000055,1,0.10,46.82
2025-11-19 15:43:45,5.036932,5.036932,0.0,1,0.10,46.28
2025-11-19 15:45:45,5.03473,5.03473,0.0,1,0.10,45.47
2025-11-19 15:47:45,5.034375,5.034375,0.0,1,0.10,45.00
2025-11-19 15:49:45,5.03445,5.03445,0.0,1,0.15,44.81
2025-11-19 15:51:45,5.034873,5.034817,0.0,1,0.11,45.07
2025-11-19 15:53:45,5.034781,5.034781,0.0,1,0.10,45.47
2025-11-19 15:55:45,5.034572,5.034572,0.0,1,0.15,46.01
2025-11-19 15:57:45,5.03347,5.03347,0.0,1,0.35,47.72
2025-11-19 15:59:45,5.032561,5.032561,0.0,1,0.31,49.86
2025-11-19 16:01:45,5.03304,5.03304,0.0,1,0.46,52.85
2025-11-19 16:03:45,5.033828,5.033828,0.0,1,0.58,56.04
2025-11-19 16:05:45,5.033766,5.033766,0.0,1,0.62,59.63
2025-11-19 16:07:45,5.032451,5.032451,0.0,1,0.74,63.35
2025-11-19 16:09:45,5.031557,5.031557,0.0,1,0.76,67.44
2025-11-19 16:11:45,5.030692,5.030692,0.0,1,0.78,70.61
2025-11-19 16:13:45,5.030208,5.030208,0.0,1,0.70,72.60
2025-11-19 16:15:45,5.029502,5.029502,0.0,1,0.60,73.82
2025-11-19 16:17:45,5.028806,5.028806,0.0,1,0.57,74.20
2025-11-19 16:19:45,5.028743,5.028743,0.0,0,0.42,73.52
2025-11-19 16:21:45,5.028048,5.028048,0.0,0,0.55,72.48
