Timestamp,Weight (kg),w_smooth,consumption (kg),Usage EXACT 29362,Gradient EXACT 29362,Temperature EXACT 29362
2025-11-21 14:53:54,0.852941,,0.0,0,0.33,44.08
2025-11-21 14:55:54,1.500674,1.500432,0.0,0,0.32,44.28
2025-11-21 14:57:54,1.500432,1.500432,0.0,0,0.36,44.45
2025-11-21 14:59:54,1.498932,1.498932,0.0,0,0.32,44.34
2025-11-21 15:01:54,1.495728,1.495728,0.0,0,0.33,44.28
2025-11-21 15:03:54,1.493367,1.493367,0.0,0,0.28,44.28
2025-11-21 15:05:54,1.490996,1.490996,0.0,0,0.32,44.21
2025-11-21 15:07:54,1.488595,1.488595,0.0,0,0.32,44.15
2025-11-21 15:09:54,1.487406,1.487406,0.0,0,0.30,44.06
2025-11-21 15:11:54,1.486273,1.486273,0.0,0,0.29,43.87
2025-11-21 15:13:54,1.485593,1.485593,0.0,0,0.25,43.76
2025-11-21 15:15:54,1.485082,1.485593,0.0,0,0.25,43.63
2025-11-21 15:17:54,1.485593,1.485082,0.0,0,0.29,43.54
2025-11-21 15:19:54,1.484941,1.484941,0.0,0,0.31,43.43
2025-11-21 15:21:54,1.483207,1.483207,0.0,0,0.31,43.24
2025-11-21 15:23:54,1.482877,1.482877,0.0,0,0.26,43.05
2025-11-21 15:25:54,1.482877,1.482877,0.0,0,0.25,42.86
2025-11-21 15:27:54,1.48299,1.48299,0.0,0,0.25,42.66
2025-11-21 15:29:54,1.48299,1.48299,0.0,0,0.21,42.25
2025-11-21 15:31:54,1.480714,1.480714,0.0,0,0.25,42.03
2025-11-21 15:33:54,1.479517,1.479517,0.0,0,0.25,41.78
2025-11-21 15:35:54,1.479508,1.479517,0.0,0,0.24,41.65
2025-11-21 15:37:54,1.47955,1.479508,0.0,0,0.24,41.53
2025-11-21 15:39:54,1.479508,1.479508,0.0,0,0.19,41.28
2025-11-21 15:41:54,1.477021,1.477021,0.0,0,0.15,41.05
2025-11-21 15:43:54,1.475881,1.475881,0.0,0,0.23,40.91
2025-11-21 15:45:54,1.475793,1.475881,0.0,0,0.24,40.72
2025-11-21 15:47:54,1.475881,1.475793,0.0,0,0.24,40.54
2025-11-21 15:49:54,1.475446,1.475446,0.0,0,0.19,40.29
2025-11-21 15:51:54,1.475113,1.475113,0.0,0,0.14,40.05
2025-11-21 15:53:54,1.473284,1.473284,0.0,0,0.23,39.93
2025-11-21 15:55:54,1.472362,1.472362,0.0,0,0.23,39.68
2025-11-21 15:57:54,1.472362,1.472362,0.0,0,0.18,39.44
2025-11-21 15:59:54,1.472111,1.472111,0.0,0,0.19,39.26
2025-11-21 16:01:54,1.471444,1.471444,0.0,0,0.23,39.08
2025-11-21 16:03:54,1.470858,1.470858,0.0,0,0.23,38.84
2025-11-21 16:05:54,1.470191,1.470191,0.0,0,0.23,38.60
2025-11-21 16:07:54,1.469358,1.469358,0.0,0,0.23,38.36
2025-11-21 16:09:54,1.468656,1.468656,0.0,0,0.12,38.12
2025-11-21 16:11:54,1.4685,1.4685,0.0,0,0.17,38.00
2025-11-21 16:13:54,1.46797,1.46797,0.0,0,0.12,37.77
2025-11-21 16:15:54,1.467581,1.467866,0.0,0,0.22,37.65
2025-11-21 16:17:54,1.467355,1.467355,0.0,0,0.12,37.41
2025-11-21 16:19:54,1.46669,1.46669,0.0,0,0.19,37.30
2025-11-21 16:21:54,1.466271,1.466271,0.0,0,0.14,37.06
2025-11-21 16:23:54,1.466004,1.466004,0.0,0,0.17,36.89
2025-11-21 16:25:54,1.465067,1.465067,0.0,0,0.12,36.71
2025-11-21 16:27:54,1.465067,1.465045,0.0,0,0.17,36.54
2025-11-21 16:29:54,1.464874,1.464874,0.0,0,0.17,36.42
2025-11-21 16:31:54,1.464019,1.464019,0.0,0,0.16,36.30
2025-11-21 16:33:54,1.463303,1.463303,0.0,0,0.12,36.13
2025-11-21 16:35:54,1.462849,1.462849,0.0,0,0.16,36.02
2025-11-21 16:37:54,1.462332,1.462332,0.0,0,0.12,35.85
2025-11-21 16:39:54,1.462145,1.462145,0.0,0,0.16,35.73
2025-11-21 16:41:54,1.460644,1.460644,0.0,0,0.11,35.56
2025-11-21 16:43:54,1.459643,1.459643,0.0,0,0.11,35.33
2025-11-21 16:45:54,1.459174,1.459174,0.0,0,0.11,35.21
2025-11-21 16:47:54,1.459104,1.459104,0.0,0,0.11,34.99
2025-11-21 16:49:54,1.458755,1.458755,0.0,0,0.16,34.87
2025-11-21 16:51:54,1.457747,1.457747,0.0,0,0.11,34.71
2025-11-21 16:53:54,1.456684,1.456684,0.0,0,0.15,34.65
2025-11-21 16:55:54,1.454494,1.454494,0.0,0,0.16,34.65
2025-11-21 16:57:54,1.454393,1.454494,0.0,0,0.11,34.71
2025-11-21 16:59:54,1.454727,1.454727,0.0,0,0.11,34.59
2025-11-21 17:01:54,1.454828,1.454727,0.0,0,0.11,34.42
2025-11-21 17:03:54,1.454427,1.454427,0.0,0,0.11,34.20
2025-11-21 17:05:54,1.454087,1.454087,0.0,0,0.11,33.80
2025-11-21 17:07:54,1.452301,1.452301,0.0,0,0.11,33.30
2025-11-21 17:09:54,1.450151,1.450151,0.0,0,0.11,32.80
2025-11-21 17:11:54,1.44786,1.44786,0.0,0,0.06,32.47
2025-11-21 17:13:54,1.44768,1.44768,0.0,0,0.04,32.24
2025-11-21 17:15:54,1.44681,1.447217,0.0,0,0.09,31.98
2025-11-21 17:17:54,1.447217,1.446862,0.0,0,0.05,31.76
2025-11-21 17:19:54,1.446847,1.446847,0.0,0,0.10,31.65
2025-11-21 17:21:54,1.446681,1.446681,0.0,0,0.10,31.43
2025-11-21 17:23:54,1.445701,1.445701,0.0,0,0.05,31.27
2025-11-21 17:25:54,1.445526,1.445526,0.0,0,0.05,31.10
2025-11-21 17:27:54,1.443765,1.443765,0.0,0,0.10,31.00
2025-11-21 17:29:54,1.443738,1.443738,0.0,0,0.01,30.78
2025-11-21 17:31:54,1.443765,1.443738,0.0,0,0.09,30.67
2025-11-21 17:33:54,1.443658,1.443658,0.0,0,0.05,30.51
2025-11-21 17:35:54,1.443309,1.443309,0.0,0,0.05,30.41
2025-11-21 17:37:54,1.443024,1.443104,0.0,0,0.04,30.24
2025-11-21 17:39:54,1.443024,1.443024,0.0,0,0.05,30.13
2025-11-21 17:41:54,1.442739,1.442739,0.0,0,0.05,30.03
2025-11-21 17:43:54,1.441802,1.441802,0.0,0,0.08,29.92
2025-11-21 17:45:54,1.441428,1.441428,0.0,0,0.05,29.76
2025-11-21 17:47:54,1.441343,1.441343,0.0,0,0.05,29.65
2025-11-21 17:49:54,1.394474,1.394474,0.0,0,0.01,29.55
2025-11-21 17:51:54,1.393445,1.393445,0.0,0,0.09,29.55
2025-11-21 17:53:54,1.392991,1.392991,0.0,0,0.05,30.08
