Timestamp,Usage EXACT 29291,Gradient EXACT 29291,Temperature EXACT 29291,Weight (kg),w_smooth,consumption (kg)
2025-11-15 15:30:54,1,0.00,29.92,-0.001074,,0.0
2025-11-15 15:32:54,1,0.00,29.39,-0.00275,-0.00275,0.0
2025-11-15 15:34:54,1,0.00,28.91,-0.003884,-0.003884,0.0
2025-11-15 15:36:54,1,0.04,28.54,-0.005112,-0.005112,0.0
2025-11-15 15:38:54,1,0.00,28.16,-0.006233,-0.006233,0.0
2025-11-15 15:40:54,1,0.00,27.85,-0.006553,-0.006553,0.0
2025-11-15 15:42:54,1,0.00,27.53,-0.007183,-0.007183,0.0
2025-11-15 15:44:54,1,0.01,27.11,-0.007998,-0.007998,0.0
2025-11-15 15:46:54,1,0.03,27.15,-0.008553,-0.008553,0.0
2025-11-15 15:48:54,1,0.00,27.27,-0.009533,-0.009533,0.0
2025-11-15 15:50:54,1,0.06,27.85,-0.01016,-0.01016,0.0
2025-11-15 15:52:54,1,0.01,28.59,-0.01111,-0.01111,0.0
2025-11-15 15:54:54,1,0.10,29.49,-0.011288,-0.011288,0.0
2025-11-15 15:56:54,1,0.11,30.24,-0.012253,-0.012253,0.0
2025-11-15 15:58:54,1,0.06,31.09,-0.012253,-0.012253,0.0
2025-11-15 16:00:54,1,0.11,31.92,0.750012,0.750012,0.0
2025-11-15 16:02:54,1,0.15,33.07,2.090422,2.090422,0.0
2025-11-15 16:04:54,1,0.15,34.35,2.090422,2.090422,0.0
2025-11-15 16:06:54,1,0.18,35.39,2.088491,2.088491,0.0
2025-11-15 16:08:54,1,0.22,36.42,2.088344,2.088344,0.0
2025-11-15 16:10:54,1,0.24,37.35,2.088217,2.088217,0.0
2025-11-15 16:12:54,1,0.30,38.48,2.086742,2.086742,0.0
2025-11-15 16:14:54,1,0.32,39.98,2.085952,2.085985,0.0
2025-11-15 16:16:54,1,0.32,41.03,2.085985,2.085985,0.0
2025-11-15 16:18:54,1,0.33,41.91,2.086037,2.085985,0.0
2025-11-15 16:20:54,1,0.45,43.89,2.085985,2.085985,0.0
2025-11-15 16:22:54,1,0.42,45.14,2.085313,2.085313,0.0
2025-11-15 16:24:54,1,0.38,46.21,2.085307,2.085307,0.0
2025-11-15 16:26:54,1,0.37,46.69,2.084592,2.084592,0.0
2025-11-15 16:28:54,1,0.39,47.26,2.084565,2.084592,0.0
2025-11-15 16:30:54,1,0.44,48.28,2.084652,2.084565,0.0
2025-11-15 16:32:54,1,0.47,49.64,2.084429,2.08439,0.0
2025-11-15 16:34:54,1,0.48,50.72,2.083332,2.083332,0.0
2025-11-15 16:36:54,1,0.49,51.70,2.083286,2.083286,0.0
2025-11-15 16:38:54,1,0.50,52.85,2.083286,2.083117,0.0
2025-11-15 16:40:54,1,0.57,53.92,2.083117,2.083286,0.0
2025-11-15 16:42:54,1,0.61,55.05,2.083543,2.083488,0.0
2025-11-15 16:44:54,1,0.56,56.61,2.083488,2.083488,0.0
2025-11-15 16:46:54,1,0.71,57.28,2.083069,2.083069,0.0
2025-11-15 16:48:54,1,0.58,57.37,2.082602,2.082958,0.0
2025-11-15 16:50:54,1,0.48,56.28,2.082716,2.082765,0.0
2025-11-15 16:52:54,1,0.47,56.11,2.082765,2.082765,0.0
2025-11-15 16:54:54,1,0.64,57.88,2.082765,2.082765,0.0
2025-11-15 16:56:54,1,0.52,58.76,2.082523,2.082523,0.0
2025-11-15 16:58:54,1,0.57,58.40,2.082523,2.082523,0.0
2025-11-15 17:00:54,1,0.51,58.74,2.083057,2.083057,0.0
2025-11-15 17:02:54,1,0.58,59.01,2.083069,2.083057,0.0
2025-11-15 17:04:54,1,0.62,60.09,2.08278,2.08278,0.0
2025-11-15 17:06:54,1,0.70,61.54,2.082719,2.08278,0.0
2025-11-15 17:08:54,1,0.65,62.00,2.082653,2.08278,0.0
2025-11-15 17:10:54,1,0.55,61.72,2.082976,2.082909,0.0
2025-11-15 17:12:54,1,0.54,61.72,2.082653,2.082653,0.0
2025-11-15 17:14:54,1,0.50,60.89,2.082547,2.082547,0.0
2025-11-15 17:16:54,1,0.44,59.80,2.08211,2.0823,0.0
2025-11-15 17:18:54,1,0.59,60.62,2.0823,2.08211,0.0
2025-11-15 17:20:54,0,0.46,60.62,2.081706,2.081706,0.0
2025-11-15 17:22:54,0,0.51,59.98,2.081637,2.081637,0.0
2025-11-15 17:24:54,0,0.44,60.16,2.081637,2.081637,0.0
2025-11-15 17:26:54,0,0.49,59.09,2.081661,2.081661,0.0
2025-11-15 17:28:54,0,0.50,59.09,2.081661,2.081661,0.0
2025-11-15 17:30:54,0,0.52,59.19,2.081218,2.081383,0.0
2025-11-15 17:32:54,0,0.38,56.94,2.081585,2.081383,0.0
2025-11-15 17:34:54,0,0.37,55.43,2.081383,2.081383,0.0
2025-11-15 17:36:54,0,0.37,54.57,2.08126,2.08126,0.0
2025-11-15 17:38:54,0,0.29,53.62,2.08126,2.08126,0.0
2025-11-15 17:40:54,0,0.34,52.77,2.08126,2.08126,0.0
2025-11-15 17:42:54,0,0.34,51.78,2.080735,2.080735,0.0
2025-11-15 17:44:54,0,0.34,51.25,2.08044,2.08044,0.0
2025-11-15 17:46:54,0,0.28,50.81,2.08044,2.08044,0.0
2025-11-15 17:48:54,0,0.33,51.03,2.08044,2.08044,0.0
2025-11-15 17:50:54,0,0.20,49.35,2.079809,2.079809,0.0
2025-11-15 17:52:54,0,0.31,49.28,2.079634,2.079634,0.0
2025-11-15 17:54:54,0,0.33,49.50,2.079634,2.079634,0.0
2025-11-15 17:56:54,0,0.26,49.64,2.079188,2.079212,0.0
2025-11-15 17:58:54,0,0.18,48.42,2.079188,2.079212,0.0
2025-11-15 18:00:54,0,0.23,47.03,2.079212,2.079212,0.0
2025-11-15 18:02:54,0,0.28,46.47,2.079134,2.079134,0.0
2025-11-15 18:04:54,0,0.29,46.00,2.078905,2.078905,0.0
2025-11-15 18:06:54,0,0.20,45.34,2.078461,2.078461,0.0
2025-11-15 18:08:54,0,0.23,45.13,2.078461,2.078461,0.0
2025-11-15 18:10:54,0,0.21,44.86,2.078633,2.078633,0.0
2025-11-15 18:12:54,0,0.17,44.28,2.078114,2.078114,0.0
2025-11-15 18:14:54,0,0.21,43.76,2.07797,2.07797,0.0
2025-11-15 18:16:54,0,0.16,43.05,2.077873,2.077873,0.0
2025-11-15 18:18:54,0,0.15,42.03,2.077698,2.077698,0.0
2025-11-15 18:20:54,0,0.19,41.65,2.077602,2.077602,0.0
2025-11-15 18:22:54,0,0.21,41.90,2.077602,2.077442,0.0
2025-11-15 18:24:54,0,0.26,42.03,2.077442,2.077442,0.0
2025-11-15 18:26:54,0,0.15,41.59,2.076875,2.076875,0.0
2025-11-15 18:28:54,0,0.11,41.03,2.076842,2.076842,0.0
2025-11-15 18:30:54,0,0.14,40.91,2.076465,2.076465,0.0
2025-11-15 18:32:54,0,0.09,40.41,2.07584,2.076465,0.0
2025-11-15 18:34:54,0,0.13,40.29,2.076465,2.076465,0.0
2025-11-15 18:36:54,0,0.15,40.41,2.076486,2.076395,0.0
2025-11-15 18:38:54,0,0.14,40.23,2.076395,2.076395,0.0
2025-11-15 18:40:54,0,0.19,40.60,2.076775,2.076546,0.0
2025-11-15 18:42:54,1,0.26,41.34,2.076546,2.076546,0.0
2025-11-15 18:44:54,1,0.27,42.22,2.076546,2.076546,0.0
2025-11-15 18:46:54,1,0.33,43.37,2.076537,2.076546,0.0
2025-11-15 18:48:54,1,0.36,44.68,2.076878,2.076537,0.0
2025-11-15 18:50:54,1,0.40,46.32,2.076537,2.076715,0.0
2025-11-15 18:52:54,1,0.51,48.15,2.076715,2.076537,0.0
2025-11-15 18:54:54,1,0.55,50.22,2.076154,2.076347,0.0
2025-11-15 18:56:54,1,0.66,53.17,2.076178,2.076178,0.0
2025-11-15 18:58:54,1,0.80,57.47,2.076441,2.076441,0.0
2025-11-15 19:00:54,1,0.80,60.71,2.077104,2.077104,0.0
2025-11-15 19:02:54,1,0.84,62.96,2.077267,2.077267,0.0
2025-11-15 19:04:54,1,0.79,64.83,2.077427,2.077427,0.0
2025-11-15 19:06:54,1,0.76,65.83,2.077309,2.077309,0.0
2025-11-15 19:08:54,1,0.63,65.93,2.076968,2.076968,0.0
2025-11-15 19:10:54,1,0.79,66.87,2.076772,2.076968,0.0
2025-11-15 19:12:54,1,0.74,67.18,2.077312,2.077312,0.0
2025-11-15 19:14:54,1,0.73,67.08,2.077924,2.077924,0.0
2025-11-15 19:16:54,1,0.53,65.83,2.078084,2.078084,0.0
2025-11-15 19:18:54,1,0.49,64.03,2.078084,2.078084,0.0
2025-11-15 19:20:54,1,0.35,60.80,2.078199,2.078199,0.0
2025-11-15 19:22:54,1,0.25,58.92,2.078033,2.078033,0.0
2025-11-15 19:24:54,1,0.39,57.37,2.077903,2.077903,0.0
2025-11-15 19:26:54,1,0.31,56.12,2.077816,2.077894,0.0
2025-11-15 19:28:54,1,0.29,54.41,2.077816,2.077816,0.0
2025-11-15 19:30:54,1,0.33,54.37,2.077177,2.077177,0.0
2025-11-15 19:32:54,1,0.44,54.97,2.077155,2.077155,0.0
2025-11-15 19:34:54,0,0.39,55.30,2.077155,2.077155,0.0
2025-11-15 19:36:54,0,0.39,55.21,2.077777,2.077279,0.0
2025-11-15 19:38:54,0,0.31,54.41,2.077279,2.077279,0.0
2025-11-15 19:40:54,0,0.35,53.54,2.076471,2.076471,0.0
2025-11-15 19:42:54,0,0.36,53.86,2.076305,2.076305,0.0
2025-11-15 19:44:54,0,0.29,53.00,2.076305,2.076305,0.0
2025-11-15 19:46:54,0,0.27,52.16,2.076721,2.076721,0.0
2025-11-15 19:48:54,0,0.34,51.86,2.076926,2.076926,0.0
2025-11-15 19:50:54,0,0.34,51.70,2.077216,2.076965,0.0
2025-11-15 19:52:54,0,0.26,51.02,2.077029,2.077029,0.0
2025-11-15 19:54:54,0,0.28,50.58,2.076938,2.076938,0.0
2025-11-15 19:56:54,0,0.21,49.50,2.076884,2.076884,0.0
2025-11-15 19:58:54,0,0.19,47.93,2.076504,2.076504,0.0
2025-11-15 20:00:54,0,0.24,47.24,2.07601,2.076115,0.0
2025-11-15 20:02:54,0,0.24,47.31,2.076335,2.076335,0.0
2025-11-15 20:04:54,0,0.30,47.03,2.076335,2.076335,0.0
2025-11-15 20:06:54,0,0.24,46.62,2.075994,2.075994,0.0
2025-11-15 20:08:54,0,0.23,46.01,2.075985,2.075994,0.0
2025-11-15 20:10:54,0,0.29,46.01,2.076091,2.075994,0.0
2025-11-15 20:12:54,0,0.18,45.80,2.075976,2.075982,0.0
2025-11-15 20:14:54,0,0.28,45.54,2.075976,2.075976,0.0
2025-11-15 20:16:54,0,0.17,45.27,2.075976,2.075744,0.0
2025-11-15 20:18:54,0,0.16,45.07,2.075744,2.075976,0.0
2025-11-15 20:20:54,0,0.21,45.00,2.076157,2.076157,0.0
2025-11-15 20:22:54,0,0.17,44.67,2.07619,2.076157,0.0
2025-11-15 20:24:54,0,0.21,44.02,2.076088,2.076226,0.0
2025-11-15 20:26:54,0,0.21,43.76,2.076226,2.076226,0.0
2025-11-15 20:28:54,0,0.17,43.50,2.076371,2.07632,0.0
2025-11-15 20:30:54,0,0.13,42.89,2.07632,2.07632,0.0
2025-11-15 20:32:54,0,0.15,42.10,2.075798,2.075798,0.0
2025-11-15 20:34:54,0,0.20,42.16,2.075714,2.075714,0.0
2025-11-15 20:36:54,0,0.18,42.16,2.075605,2.075605,0.0
2025-11-15 20:38:54,0,0.16,41.97,2.075605,2.075605,0.0
